,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
22573,Rubio_Protillo_k141_670467,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22577,Rubio_Protillo_k141_6729141,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22578,Rubio_Protillo_k141_6734364,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22579,Rubio_Protillo_k141_6736883,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22580,Rubio_Protillo_k141_6742832,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22582,Rubio_Protillo_k141_6768233,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22583,Rubio_Protillo_k141_6792477,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22585,Rubio_Protillo_k141_6805840,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22586,Rubio_Protillo_k141_6808822,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22587,Rubio_Protillo_k141_6814140,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22588,Rubio_Protillo_k141_6823210,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22590,Rubio_Protillo_k141_6835844,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22596,Rubio_Protillo_k141_6847191,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22597,Rubio_Protillo_k141_6847198,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22599,Rubio_Protillo_k141_6847215,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22601,Rubio_Protillo_k141_6847232,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22604,Rubio_Protillo_k141_6847242,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22605,Rubio_Protillo_k141_6847251,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22606,Rubio_Protillo_k141_6847269,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22607,Rubio_Protillo_k141_6847270,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22609,Rubio_Protillo_k141_6847323,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22610,Rubio_Protillo_k141_6847335,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22612,Rubio_Protillo_k141_6847399,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22613,Rubio_Protillo_k141_6847412,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22616,Rubio_Protillo_k141_6848010,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22618,Rubio_Protillo_k141_710485,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22621,Rubio_Protillo_k141_718964,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22622,Rubio_Protillo_k141_751473,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22623,Rubio_Protillo_k141_755921,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22624,Rubio_Protillo_k141_759189,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22625,Rubio_Protillo_k141_761555,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22626,Rubio_Protillo_k141_763817,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22627,Rubio_Protillo_k141_764391,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22628,Rubio_Protillo_k141_76877,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22631,Rubio_Protillo_k141_782673,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22632,Rubio_Protillo_k141_790641,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22637,Rubio_Protillo_k141_820736,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22638,Rubio_Protillo_k141_820845,Unassigned,Unassigned,Unassigned,,Overlap (VC_1012/VC_1026/VC_1875),,,,,,,,,,
22640,Rubio_Protillo_k141_83069,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22641,Rubio_Protillo_k141_846,Unassigned,Unassigned,Unassigned,,Overlap (VC_845/VC_850/VC_1330),,,,,,,,,,
22644,Rubio_Protillo_k141_859351,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22646,Rubio_Protillo_k141_86830,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22647,Rubio_Protillo_k141_869697,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22649,Rubio_Protillo_k141_870270,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22650,Rubio_Protillo_k141_870837,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22651,Rubio_Protillo_k141_871020,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22652,Rubio_Protillo_k141_872341,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22654,Rubio_Protillo_k141_88078,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22655,Rubio_Protillo_k141_889724,Unassigned,Unassigned,Unassigned,,Overlap (VC_323/VC_324),,,,,,,,,,
22657,Rubio_Protillo_k141_89968,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22659,Rubio_Protillo_k141_908728,Unassigned,Unassigned,Unassigned,,Overlap (VC_361/VC_365/VC_914),,,,,,,,,,
22662,Rubio_Protillo_k141_92304,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22663,Rubio_Protillo_k141_946400,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22664,Rubio_Protillo_k141_961272,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22665,Rubio_Protillo_k141_962785,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22666,Rubio_Protillo_k141_963386,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22667,Rubio_Protillo_k141_974346,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22668,Rubio_Protillo_k141_977052,Unassigned,Unassigned,Unassigned,,Overlap (VC_1002/VC_1055),,,,,,,,,,
22669,Rubio_Protillo_k141_977253,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22670,Rubio_Protillo_k141_986810,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22671,Rubio_Protillo_k141_996027,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22672,Rubio_Protillo_k141_999004,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22675,SPVDNA,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22677,Schorn_k141_10051237,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22678,Schorn_k141_10218566,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22679,Schorn_k141_10411517,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22680,Schorn_k141_10499560,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22681,Schorn_k141_1054098,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22683,Schorn_k141_10681081,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22684,Schorn_k141_10683038,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22685,Schorn_k141_10693509,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22688,Schorn_k141_10751041,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22689,Schorn_k141_1079511,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22690,Schorn_k141_10797621,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22691,Schorn_k141_10920880,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22692,Schorn_k141_10983834,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22693,Schorn_k141_11348091,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22694,Schorn_k141_1139773,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22695,Schorn_k141_1169176,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22696,Schorn_k141_11784795,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22697,Schorn_k141_12229426,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22698,Schorn_k141_12237800,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22699,Schorn_k141_12255759,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22700,Schorn_k141_12297770,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22701,Schorn_k141_12318431,Unassigned,Unassigned,Unassigned,,Overlap (VC_323/VC_324),,,,,,,,,,
22703,Schorn_k141_12456150,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22704,Schorn_k141_12553907,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22705,Schorn_k141_12578937,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22706,Schorn_k141_12599455,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22707,Schorn_k141_12602335,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22708,Schorn_k141_12613935,Unassigned,Unassigned,Unassigned,,Overlap (VC_1872/VC_1889),,,,,,,,,,
22710,Schorn_k141_12812474,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22714,Schorn_k141_13071063,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22716,Schorn_k141_13135342,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22717,Schorn_k141_13277954,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22718,Schorn_k141_13283757,Unassigned,Unassigned,Unassigned,,Overlap (VC_1889/VC_1900),,,,,,,,,,
22719,Schorn_k141_13332422,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22720,Schorn_k141_13491199,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22723,Schorn_k141_13760000,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22724,Schorn_k141_1385032,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22725,Schorn_k141_13859690,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22728,Schorn_k141_14122659,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22730,Schorn_k141_14295944,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22735,Schorn_k141_14552032,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22736,Schorn_k141_14624945,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22738,Schorn_k141_15017233,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22739,Schorn_k141_15030724,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22741,Schorn_k141_15237403,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22742,Schorn_k141_15290804,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22743,Schorn_k141_15307672,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22744,Schorn_k141_15358384,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22745,Schorn_k141_15447133,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22746,Schorn_k141_15467247,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22749,Schorn_k141_15496032,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22751,Schorn_k141_15546689,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22752,Schorn_k141_15569573,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22754,Schorn_k141_15625933,Unassigned,Unassigned,Unassigned,,Overlap (VC_99/VC_1912),,,,,,,,,,
22756,Schorn_k141_15677847,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22757,Schorn_k141_1586921,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22758,Schorn_k141_15924227,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22761,Schorn_k141_16003094,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22762,Schorn_k141_16175790,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22763,Schorn_k141_16366536,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22764,Schorn_k141_16628047,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22766,Schorn_k141_16839365,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22767,Schorn_k141_16869607,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22768,Schorn_k141_16883277,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22769,Schorn_k141_17006484,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22772,Schorn_k141_17140928,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22775,Schorn_k141_1745376,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22777,Schorn_k141_17486330,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22779,Schorn_k141_17683379,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22780,Schorn_k141_17843637,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22781,Schorn_k141_17847798,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22782,Schorn_k141_178856,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22784,Schorn_k141_18057941,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22785,Schorn_k141_18084884,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22787,Schorn_k141_1813337,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22789,Schorn_k141_18260799,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22790,Schorn_k141_18266883,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22791,Schorn_k141_18275061,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22793,Schorn_k141_18345445,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22796,Schorn_k141_18407129,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22797,Schorn_k141_18421923,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22799,Schorn_k141_18456966,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22800,Schorn_k141_18731190,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22801,Schorn_k141_18774765,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22802,Schorn_k141_18783908,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22803,Schorn_k141_18792931,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22804,Schorn_k141_1883669,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22805,Schorn_k141_19102275,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22807,Schorn_k141_1929884,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22809,Schorn_k141_19825666,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22810,Schorn_k141_19832933,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22811,Schorn_k141_19834405,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22812,Schorn_k141_1991790,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22814,Schorn_k141_19949142,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22815,Schorn_k141_20016608,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22816,Schorn_k141_20023270,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22819,Schorn_k141_20236784,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22821,Schorn_k141_20319607,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22822,Schorn_k141_20400532,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22823,Schorn_k141_20415128,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22824,Schorn_k141_20446813,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22828,Schorn_k141_20811340,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22830,Schorn_k141_20837154,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22834,Schorn_k141_21205461,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22835,Schorn_k141_21306950,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22837,Schorn_k141_21367107,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22838,Schorn_k141_21367513,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22839,Schorn_k141_21372918,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22840,Schorn_k141_21378801,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22841,Schorn_k141_21425084,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22843,Schorn_k141_21486289,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22844,Schorn_k141_21518893,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22846,Schorn_k141_21553667,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22847,Schorn_k141_21846238,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22849,Schorn_k141_22105491,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22850,Schorn_k141_22158078,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22854,Schorn_k141_22382672,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22855,Schorn_k141_22482722,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22857,Schorn_k141_22867867,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22858,Schorn_k141_22883398,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22859,Schorn_k141_22904762,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22862,Schorn_k141_23294734,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22863,Schorn_k141_23299960,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22864,Schorn_k141_23376973,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22867,Schorn_k141_23488195,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22868,Schorn_k141_23521395,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22869,Schorn_k141_23558841,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22870,Schorn_k141_23579361,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22872,Schorn_k141_23847023,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22875,Schorn_k141_24447646,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22879,Schorn_k141_24545599,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22880,Schorn_k141_24558281,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22881,Schorn_k141_24571738,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22882,Schorn_k141_24743588,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22883,Schorn_k141_24748284,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22884,Schorn_k141_24963461,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22885,Schorn_k141_25021924,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22886,Schorn_k141_25078850,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22889,Schorn_k141_25524004,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22892,Schorn_k141_25640061,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22893,Schorn_k141_25777055,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22896,Schorn_k141_26219069,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22898,Schorn_k141_26528189,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22899,Schorn_k141_26615450,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22900,Schorn_k141_26900903,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22902,Schorn_k141_2692361,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22903,Schorn_k141_27051785,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22906,Schorn_k141_27473142,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22907,Schorn_k141_27563373,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22910,Schorn_k141_27641455,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22911,Schorn_k141_27654318,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22912,Schorn_k141_27691801,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22915,Schorn_k141_27751209,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22916,Schorn_k141_27800705,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22918,Schorn_k141_27879746,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22920,Schorn_k141_27909954,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22921,Schorn_k141_27951273,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22922,Schorn_k141_27974452,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22926,Schorn_k141_28641036,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22927,Schorn_k141_28681621,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22928,Schorn_k141_28771259,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22929,Schorn_k141_28803893,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22933,Schorn_k141_29118344,Unassigned,Unassigned,Unassigned,,Overlap (VC_1872/VC_1889),,,,,,,,,,
22934,Schorn_k141_2912516,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22935,Schorn_k141_29144088,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22936,Schorn_k141_29169561,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22941,Schorn_k141_29733684,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22943,Schorn_k141_29750518,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22944,Schorn_k141_29815957,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22945,Schorn_k141_29839740,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22946,Schorn_k141_29874519,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22947,Schorn_k141_29894743,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22948,Schorn_k141_29935803,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22949,Schorn_k141_29981876,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22950,Schorn_k141_30037238,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22952,Schorn_k141_30333371,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22953,Schorn_k141_30405026,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22955,Schorn_k141_3060652,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22956,Schorn_k141_30665715,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22957,Schorn_k141_3069781,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22958,Schorn_k141_30762624,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22959,Schorn_k141_30861971,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22960,Schorn_k141_3114450,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22961,Schorn_k141_31162931,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22962,Schorn_k141_3120936,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22963,Schorn_k141_31301249,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22966,Schorn_k141_31513607,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22967,Schorn_k141_31724374,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22969,Schorn_k141_31876660,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22972,Schorn_k141_3198623,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22973,Schorn_k141_32063730,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22974,Schorn_k141_32091183,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22975,Schorn_k141_32318198,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22976,Schorn_k141_3244191,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22977,Schorn_k141_32487453,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22978,Schorn_k141_32501582,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22980,Schorn_k141_32785865,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22986,Schorn_k141_33264610,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22987,Schorn_k141_33493364,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22989,Schorn_k141_3362149,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22992,Schorn_k141_33840820,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
22993,Schorn_k141_33869232,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22994,Schorn_k141_33913739,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22995,Schorn_k141_33931689,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22996,Schorn_k141_3404148,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22997,Schorn_k141_34090851,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22998,Schorn_k141_34223750,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
22999,Schorn_k141_34310163,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23000,Schorn_k141_34649747,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23001,Schorn_k141_34806848,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23002,Schorn_k141_34834003,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
23003,Schorn_k141_34853639,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
