filename,Genome,dsDNAphage,NCLDV,RNA,ssDNA,lavidaviridae,max_score,max_score_group,length,hallmark,viral,cellular
SoginMETA,SoginMETA_k141_31161858,0.98,0.633,0.005,0.047,0.153,0.98,dsDNAphage,11147,2,43.8,0
SoginMETA,SoginMETA_k141_26998373,0.033,0.5,0,0,0,0.5,NCLDV,5426,0,20,0
SoginMETA,SoginMETA_k141_15883527,0.187,0.747,0.175,0.02,0.32,0.747,NCLDV,5475,0,25,0
SoginMETA,SoginMETA_k141_6164586,0.247,0.66,0.155,0.08,0.213,0.66,NCLDV,7355,0,40,0
SoginMETA,SoginMETA_k141_24214950,1,0.253,0.615,0.753,0.8,1,dsDNAphage,5114,3,33.3,0
SoginMETA,SoginMETA_k141_3388624,0.12,0.22,0.12,0.033,0.507,0.507,lavidaviridae,5103,0,16.7,0
SoginMETA,SoginMETA_k141_614980,0.373,0.787,0.175,0.553,0.873,0.873,lavidaviridae,5660,0,50,0
SoginMETA,SoginMETA_k141_29769787,0.107,0.653,0.21,0.013,0.227,0.653,NCLDV,6135,0,20,0
SoginMETA,SoginMETA_k141_4778443,0.973,0.233,0.475,0.873,0.847,0.973,dsDNAphage,9454,0,17.4,0
SoginMETA,SoginMETA_k141_18664732,0.28,0.66,0.055,0.033,0.327,0.66,NCLDV,5059,0,50,0
SoginMETA,SoginMETA_k141_8941567,1,0.1,0.045,0.053,0.04,1,dsDNAphage,35852,7,44.7,2.1
SoginMETA,SoginMETA_k141_4779433,0.833,0.147,0.035,0.127,0.12,0.833,dsDNAphage,5518,0,12.5,0
SoginMETA,SoginMETA_k141_28386613,0.08,0.92,0.09,0,0.153,0.92,NCLDV,5969,0,16.7,0
SoginMETA,SoginMETA_k141_15885372,1,0.053,0.025,0,0.2,1,dsDNAphage,15388,4,40,4
SoginMETA,SoginMETA_k141_22829232,0.12,0.507,0.035,0.007,0.147,0.507,NCLDV,5615,0,16.7,0
SoginMETA,SoginMETA_k141_25608673,1,0.2,0.065,0.18,0.22,1,dsDNAphage,9808,2,57.1,0
SoginMETA,SoginMETA_k141_13106922,0.933,0.333,0.05,0.513,0.313,0.933,dsDNAphage,11045,0,35.3,0
SoginMETA,SoginMETA_k141_29772067,0.573,0.713,0.035,0.573,0.673,0.713,NCLDV,11408,0,63.6,0
SoginMETA,SoginMETA_k141_6167639,0.293,0.52,0.24,0.14,0.32,0.52,NCLDV,7227,0,50,0
SoginMETA,SoginMETA_k141_15887035,0.98,0.447,0.375,0.373,0.36,0.98,dsDNAphage,12955,1,36.4,0
SoginMETA,SoginMETA_k141_15887143,0.76,0.473,0.265,0.373,0.687,0.76,dsDNAphage,5773,0,50,0
SoginMETA,SoginMETA_k141_31165729,0.093,0.52,0.09,0.007,0.253,0.52,NCLDV,7801,0,20,0
SoginMETA,SoginMETA_k141_11723364,0.34,0.367,0.555,0.027,0.593,0.593,lavidaviridae,5669,0,16.7,0
SoginMETA,SoginMETA_k141_18668258,0.993,0.133,0.275,0.46,0.787,0.993,dsDNAphage,7799,3,66.7,0
SoginMETA,SoginMETA_k141_619077,0.047,0.607,0,0,0,0.607,NCLDV,6821,0,33.3,0
SoginMETA,SoginMETA_k141_21444093,0.993,0.213,0.06,0.367,0.12,0.993,dsDNAphage,5136,0,33.3,0
SoginMETA,SoginMETA_k141_29774275,1,0.34,0.105,0.807,0.553,1,dsDNAphage,7085,3,100,0
SoginMETA,SoginMETA_k141_11725780,1,0.193,0.215,0.64,0.633,1,dsDNAphage,6245,5,88.9,0
SoginMETA,SoginMETA_k141_3395353,0.987,0.24,0,0.007,0.053,0.987,dsDNAphage,7286,4,58.3,8.3
SoginMETA,SoginMETA_k141_7562927,0.633,0.253,0.235,0.007,0.267,0.633,dsDNAphage,7819,0,11.1,0
SoginMETA,SoginMETA_k141_29776903,0.993,0.147,0.005,0.06,0.02,0.993,dsDNAphage,24460,2,33.3,4.8
SoginMETA,SoginMETA_k141_14500397,0.273,0.6,0.01,0.013,0.053,0.6,NCLDV,5431,0,50,0
SoginMETA,SoginMETA_k141_10341474,0.273,0.56,0,0.047,0.047,0.56,NCLDV,9077,0,40,20
SoginMETA,SoginMETA_k141_4786515,0.98,0.333,0.375,0.42,0.227,0.98,dsDNAphage,7802,0,26.3,0
SoginMETA,SoginMETA_k141_7564547,0.853,0.14,0.09,0.147,0.167,0.853,dsDNAphage,6129,0,11.1,0
SoginMETA,SoginMETA_k141_31170515,0.893,0.307,0.175,0.373,0.213,0.893,dsDNAphage,7062,0,13.6,0
SoginMETA,SoginMETA_k141_18672579,0.973,0.133,0.09,0.167,0.16,0.973,dsDNAphage,8917,0,12.5,0
SoginMETA,SoginMETA_k141_21448265,0.567,0.64,0.285,0.613,0.647,0.647,lavidaviridae,7845,0,25,0
SoginMETA,SoginMETA_k141_20062435,0.167,0.993,0.35,0.013,0.56,0.993,NCLDV,7119,0,16.7,0
SoginMETA,SoginMETA_k141_3397688,0.32,0.5,0.325,0.033,0.467,0.5,NCLDV,6537,0,25,0
SoginMETA,SoginMETA_k141_11728576,1,0.553,0.03,0.133,0.293,1,dsDNAphage,29134,6,48.4,0
SoginMETA,SoginMETA_k141_27008840,0.347,0.493,0.125,0.107,0.693,0.693,lavidaviridae,11054,0,37.5,0
SoginMETA,SoginMETA_k141_2007357,0.8,0.313,0.075,0.133,0.693,0.8,dsDNAphage,9097,0,62.5,0
SoginMETA,SoginMETA_k141_11730070,0.427,0.687,0.04,0.06,0.507,0.687,NCLDV,5447,0,40,0
SoginMETA,SoginMETA_k141_625779,0.82,0.2,0.725,0.147,0.593,0.82,dsDNAphage,5610,0,20,0
SoginMETA,SoginMETA_k141_13115833,1,0.553,0.065,0.493,0.173,1,dsDNAphage,14449,6,33.3,0
SoginMETA,SoginMETA_k141_20065005,0.087,0.68,0.07,0.007,0.2,0.68,NCLDV,6119,0,16.7,0
SoginMETA,SoginMETA_k141_21451069,0.247,0.527,0.03,0,0.087,0.527,NCLDV,7897,0,25,0
SoginMETA,SoginMETA_k141_11730984,1,0.48,0.195,0.96,0.78,1,dsDNAphage,6386,3,80,0
SoginMETA,SoginMETA_k141_29781368,1,0.887,0.035,0.273,0.227,1,dsDNAphage,21727,2,48.3,0
SoginMETA,SoginMETA_k141_627005,0.42,0.873,0.07,0.047,0.073,0.873,NCLDV,6732,0,33.3,0
SoginMETA,SoginMETA_k141_17287672,0.793,0.053,0.025,0.053,0.173,0.793,dsDNAphage,7689,0,21.4,7.1
SoginMETA,SoginMETA_k141_13117078,0.807,NA,0.295,0.087,0.067,0.807,dsDNAphage,5007,1,14.3,0
SoginMETA,SoginMETA_k141_7569251,0.207,0.3,0.35,0.027,0.747,0.747,lavidaviridae,4569,0,20,0
SoginMETA,SoginMETA_k141_627692,0.273,0.447,0.34,0.247,0.72,0.72,lavidaviridae,11284,0,33.3,0
SoginMETA,SoginMETA_k141_20066699,0.113,0.727,0.04,0,0.153,0.727,NCLDV,7949,0,16.7,0
SoginMETA,SoginMETA_k141_31175262,0.68,0.247,0.025,0.073,0.347,0.68,dsDNAphage,6336,0,37.5,0
SoginMETA,SoginMETA_k141_14505951,0.88,0.02,0.145,0.02,0.18,0.88,dsDNAphage,6435,3,42.9,0
SoginMETA,SoginMETA_k141_18678131,0.133,0.753,0.025,0.007,0.1,0.753,NCLDV,7290,0,28.6,0
SoginMETA,SoginMETA_k141_4792272,1,0.593,0.085,0.7,0.087,1,dsDNAphage,5389,1,41.7,0
SoginMETA,SoginMETA_k141_2011898,0.987,0.273,0.09,0.167,0.567,0.987,dsDNAphage,5167,2,60,0
SoginMETA,SoginMETA_k141_32566833,1,0.487,0.125,0.713,0.207,1,dsDNAphage,16343,4,31.2,0
SoginMETA,SoginMETA_k141_10348819,0.067,0.887,0.045,0,0.407,0.887,NCLDV,6643,0,16.7,0
SoginMETA,SoginMETA_k141_18679525,0.913,0.167,0.07,0.42,0.12,0.913,dsDNAphage,6577,0,29.4,0
SoginMETA,SoginMETA_k141_629753,0.38,0.687,0,0.007,0.293,0.687,NCLDV,6334,0,42.9,14.3
SoginMETA,SoginMETA_k141_31177640,0.573,0.607,0.36,0.067,0.78,0.78,lavidaviridae,5727,0,33.3,0
SoginMETA,SoginMETA_k141_4793769,0.947,0.667,0.38,0.22,0.393,0.947,dsDNAphage,5988,0,21.4,0
SoginMETA,SoginMETA_k141_25622506,0.54,0.8,0.165,0.293,0.747,0.8,NCLDV,4806,0,50,0
SoginMETA,SoginMETA_k141_14508520,1,0.193,0.005,0.007,0.093,1,dsDNAphage,38555,4,37,4.3
SoginMETA,SoginMETA_k141_631085,0.147,0.633,0.035,0.013,0.28,0.633,NCLDV,8427,0,50,0
SoginMETA,SoginMETA_k141_27015659,0.087,0.807,0,0,0.02,0.807,NCLDV,5075,0,16.7,0
SoginMETA,SoginMETA_k141_11736208,0.76,0.5,0.1,0.38,0.113,0.76,dsDNAphage,6582,0,9.1,0
SoginMETA,SoginMETA_k141_29786295,0.167,0.913,0.05,0.027,0.28,0.913,NCLDV,5124,0,16.7,0
SoginMETA,SoginMETA_k141_8957970,0.073,0.807,0.06,0.107,0.28,0.807,NCLDV,5400,0,33.3,0
SoginMETA,SoginMETA_k141_7573775,0.26,0.42,0.38,0,0.727,0.727,lavidaviridae,4630,0,25,0
SoginMETA,SoginMETA_k141_21456571,0.453,0.74,0.66,0.233,0.787,0.787,lavidaviridae,5369,0,33.3,0
SoginMETA,SoginMETA_k141_20071145,0.927,0.02,0.02,0.053,0.133,0.927,dsDNAphage,5236,2,50,12.5
SoginMETA,SoginMETA_k141_11737320,0.767,0.787,0.38,0.32,0.8,0.8,lavidaviridae,8529,0,44.4,0
SoginMETA,SoginMETA_k141_24232350,0.22,0.78,0.14,0.18,0.747,0.78,NCLDV,6534,0,50,0
SoginMETA,SoginMETA_k141_25625130,0.24,0.927,0.05,0.013,0.22,0.927,NCLDV,5796,0,40,0
SoginMETA,SoginMETA_k141_21458422,0.647,0.913,0.135,0.74,0.967,0.967,lavidaviridae,4559,0,50,0
SoginMETA,SoginMETA_k141_21459412,0.34,0.547,0.105,0.087,0.447,0.547,NCLDV,7014,0,50,0
SoginMETA,SoginMETA_k141_3408936,0.967,0.127,0.06,0.307,0.44,0.967,dsDNAphage,17235,0,26.7,0
SoginMETA,SoginMETA_k141_32572979,0.027,0.687,0,0,0.007,0.687,NCLDV,5239,0,20,0
SoginMETA,SoginMETA_k141_32573232,0.093,0.64,0.1,0.033,0.313,0.64,NCLDV,4766,0,33.3,0
SoginMETA,SoginMETA_k141_21460333,0.827,0.013,0,0,0,0.827,dsDNAphage,20164,4,28.6,23.8
SoginMETA,SoginMETA_k141_28407009,0.253,0.6,0.175,0.193,0.313,0.6,NCLDV,5576,0,50,0
SoginMETA,SoginMETA_k141_7577908,0.16,0.853,0.15,0.02,0.467,0.853,NCLDV,5729,0,25,0
SoginMETA,SoginMETA_k141_635903,0.96,0.507,0.03,0.527,0.447,0.96,dsDNAphage,18153,0,48.4,0
SoginMETA,SoginMETA_k141_29791280,0.667,0.213,0.475,0.187,0.42,0.667,dsDNAphage,5509,0,16.7,0
SoginMETA,SoginMETA_k141_32574043,0.28,0.187,0.275,0.073,0.573,0.573,lavidaviridae,5099,0,33.3,0
SoginMETA,SoginMETA_k141_17297900,0.92,0.02,0,0.027,0.08,0.92,dsDNAphage,9878,6,63.6,18.2
SoginMETA,SoginMETA_k141_25628976,0.953,0.327,0.085,0.033,0.327,0.953,dsDNAphage,5195,1,40,0
SoginMETA,SoginMETA_k141_18687591,0.887,0.167,0.375,0.16,0.307,0.887,dsDNAphage,15472,0,17.2,0
SoginMETA,SoginMETA_k141_2020697,0.56,0.907,0.065,0.133,0.5,0.907,NCLDV,6576,0,60,0
SoginMETA,SoginMETA_k141_20076536,0.147,0.613,0.165,0.007,0.2,0.613,NCLDV,6353,0,25,0
SoginMETA,SoginMETA_k141_18688017,0.993,0.687,0.21,0.307,0.273,0.993,dsDNAphage,4903,2,28.6,0
SoginMETA,SoginMETA_k141_14516149,0.073,0.54,0.015,0.007,0.1,0.54,NCLDV,5769,0,16.7,0
SoginMETA,SoginMETA_k141_4802846,0.44,0.893,0.185,0.733,1,1,lavidaviridae,6517,0,37.5,0
SoginMETA,SoginMETA_k141_11744186,0.973,0.647,0.3,0.173,0.793,0.973,dsDNAphage,7502,2,50,0
SoginMETA,SoginMETA_k141_18690142,0.1,0.807,0.02,0.033,0.06,0.807,NCLDV,5227,0,20,0
SoginMETA,SoginMETA_k141_21464956,0.567,0.793,0.3,0.187,0.24,0.793,NCLDV,8942,0,60,0
SoginMETA,SoginMETA_k141_21464957,1,0.407,0.01,0.12,0.093,1,dsDNAphage,39420,1,44.6,0
SoginMETA,SoginMETA_k141_24241218,0.487,0.5,0.005,0.027,0.02,0.5,NCLDV,5537,0,50,0
SoginMETA,SoginMETA_k141_13131732,0.053,0.6,0.095,0.007,0.347,0.6,NCLDV,10287,0,14.3,0
SoginMETA,SoginMETA_k141_4805677,0.807,0.18,0.005,0.027,0.02,0.807,dsDNAphage,10624,1,50,12.5
SoginMETA,SoginMETA_k141_6192373,1,0.28,0.05,0.347,0.14,1,dsDNAphage,23291,2,37.5,0
SoginMETA,SoginMETA_k141_28413753,0.993,0.567,0.32,0.327,0.093,0.993,dsDNAphage,7066,1,25,0
SoginMETA,SoginMETA_k141_3416304,0.307,0.773,0.56,0.007,0.287,0.773,NCLDV,8097,0,9.1,0
SoginMETA,SoginMETA_k141_29797401,1,0.267,0.185,0.44,0.667,1,dsDNAphage,10241,7,76.9,0
SoginMETA,SoginMETA_k141_10362521,0.873,0.387,0.005,0.013,0.173,0.873,dsDNAphage,5152,1,42.9,14.3
SoginMETA,SoginMETA_k141_7585429,0.907,0.02,0.005,0.02,0.007,0.907,dsDNAphage,6714,1,40,10
SoginMETA,SoginMETA_k141_14520637,0.26,0.34,0.275,0.027,0.667,0.667,lavidaviridae,4470,0,25,0
SoginMETA,SoginMETA_k141_643381,1,0.24,0.12,0.48,0.113,1,dsDNAphage,8772,1,13.6,0
SoginMETA,SoginMETA_k141_24243344,0.653,0.207,0.285,0.52,0.987,0.987,lavidaviridae,5615,0,66.7,0
SoginMETA,SoginMETA_k141_15913491,0.827,0.573,0.18,0.44,0.287,0.827,dsDNAphage,5563,0,28.6,0
SoginMETA,SoginMETA_k141_27029027,0.393,0.387,0.595,0.053,0.82,0.82,lavidaviridae,6698,0,20,0
SoginMETA,SoginMETA_k141_8971641,0.953,0.193,0.05,0.007,0.06,0.953,dsDNAphage,8604,1,7.7,0
SoginMETA,SoginMETA_k141_31192547,0.827,0.9,0.225,0.12,0.913,0.913,lavidaviridae,5297,0,16.7,0
SoginMETA,SoginMETA_k141_6195563,0,0.58,0.005,0,0.047,0.58,NCLDV,6411,0,20,0
SoginMETA,SoginMETA_k141_4809400,0.653,0.227,0.39,0.06,0.287,0.653,dsDNAphage,6028,0,22.2,0
SoginMETA,SoginMETA_k141_3419506,0.793,0.4,0.06,0.427,0.053,0.793,dsDNAphage,5782,0,22.2,0
SoginMETA,SoginMETA_k141_11750446,0.113,0.533,0.15,0.02,0.507,0.533,NCLDV,9794,0,25,0
SoginMETA,SoginMETA_k141_8973079,1,0.153,0.06,0.147,0.04,1,dsDNAphage,6278,1,26.3,0
SoginMETA,SoginMETA_k141_4810115,0.28,0.5,0.085,0.033,0.547,0.547,lavidaviridae,6277,0,40,0
SoginMETA,SoginMETA_k141_647197,0.5,0.74,0.035,0.04,0.28,0.74,NCLDV,6936,0,33.3,0
SoginMETA,SoginMETA_k141_25638615,0.48,0.64,0.03,0.02,0.133,0.64,NCLDV,5405,0,33.3,0
SoginMETA,SoginMETA_k141_32585568,0.653,0.22,0.175,0,0.253,0.653,dsDNAphage,5025,0,20,0
SoginMETA,SoginMETA_k141_10367632,0.047,0.54,0.17,0,0.22,0.54,NCLDV,5651,0,14.3,0
SoginMETA,SoginMETA_k141_27032484,0.993,0.28,0.395,0.6,0.127,0.993,dsDNAphage,5977,3,33.3,0
SoginMETA,SoginMETA_k141_28420041,0.173,0.733,0.03,0,0.107,0.733,NCLDV,5179,0,25,0
SoginMETA,SoginMETA_k141_31195699,0.593,0.24,0.19,0.053,0.7,0.7,lavidaviridae,10719,0,33.3,0
SoginMETA,SoginMETA_k141_11753045,0.987,0.86,0.38,0.093,0.64,0.987,dsDNAphage,8303,2,27.3,0
SoginMETA,SoginMETA_k141_4812438,0.52,0.193,0.2,0.12,0.22,0.52,dsDNAphage,5310,0,50,0
SoginMETA,SoginMETA_k141_3422967,0.28,0.867,0.02,0.02,0.82,0.867,NCLDV,6134,0,50,16.7
SoginMETA,SoginMETA_k141_31197205,0.5,0.693,0.67,0.16,1,1,lavidaviridae,7218,0,25,0
SoginMETA,SoginMETA_k141_14527274,0.3,0.673,0.395,0.04,0.24,0.673,NCLDV,5301,0,40,0
SoginMETA,SoginMETA_k141_10369685,0.067,0.867,0.08,0.027,0.467,0.867,NCLDV,7284,0,25,0
SoginMETA,SoginMETA_k141_32588096,0.02,0.6,0,0,0,0.6,NCLDV,6736,0,16.7,0
SoginMETA,SoginMETA_k141_28422469,0.993,0.28,0.12,0.2,0.327,0.993,dsDNAphage,5176,1,15.4,0
SoginMETA,SoginMETA_k141_8978144,0.153,0.72,0.005,0,0.253,0.72,NCLDV,6752,0,28.6,14.3
SoginMETA,SoginMETA_k141_20090438,0.307,0.733,0,0,0,0.733,NCLDV,8394,0,12.5,0
SoginMETA,SoginMETA_k141_4815268,0.08,0.52,0.05,0,0.207,0.52,NCLDV,10891,0,20,0
SoginMETA,SoginMETA_k141_24250983,0.087,0.527,0.25,0.027,0.207,0.527,NCLDV,6398,0,25,0
SoginMETA,SoginMETA_k141_31199408,0.96,0.713,0.175,0.747,0.767,0.96,dsDNAphage,5902,0,7.1,0
SoginMETA,SoginMETA_k141_21476513,0.88,0.107,0.01,0.013,0.073,0.88,dsDNAphage,6761,1,33.3,22.2
SoginMETA,SoginMETA_k141_6202353,0.307,0.4,0.15,0.133,0.773,0.773,lavidaviridae,12092,0,33.3,16.7
SoginMETA,SoginMETA_k141_7594822,0.993,0.493,0.07,0.753,0.313,0.993,dsDNAphage,6161,4,77.8,0
SoginMETA,SoginMETA_k141_2036617,0.42,0.28,0.55,0.053,0.74,0.74,lavidaviridae,4629,0,33.3,0
SoginMETA,SoginMETA_k141_6203087,1,0.293,0.14,0.34,0.18,1,dsDNAphage,7018,3,53.8,0
SoginMETA,SoginMETA_k141_31200317,0.447,0.747,0.35,0.307,0.92,0.92,lavidaviridae,5020,0,33.3,0
SoginMETA,SoginMETA_k141_7596241,0.787,0.34,0.075,0.127,0.607,0.787,dsDNAphage,9918,0,12.5,0
SoginMETA,SoginMETA_k141_18704906,0.927,0.407,0.275,0.12,0.74,0.927,dsDNAphage,5536,0,40,0
SoginMETA,SoginMETA_k141_2037562,0.62,0.913,0.245,0.153,0.533,0.913,NCLDV,6720,0,16.7,0
SoginMETA,SoginMETA_k141_31201388,0.213,0.853,0.12,0.047,0.687,0.853,NCLDV,7452,0,33.3,0
SoginMETA,SoginMETA_k141_24253367,0.527,0.713,0.365,0,0.427,0.713,NCLDV,4987,0,25,0
SoginMETA,SoginMETA_k141_32592652,0.753,0.807,0.03,0.1,0.78,0.807,NCLDV,7321,0,57.1,14.3
SoginMETA,SoginMETA_k141_22868231,0.24,0.567,0.185,0.147,0.42,0.567,NCLDV,7154,0,50,0
SoginMETA,SoginMETA_k141_10375851,0.007,0.687,0.28,0,0.06,0.687,NCLDV,4488,0,33.3,0
SoginMETA,SoginMETA_k141_14533430,0.48,0.413,0.39,0.24,0.773,0.773,lavidaviridae,5191,0,20,0
SoginMETA,SoginMETA_k141_3429855,0.08,0.653,0.05,0,0.193,0.653,NCLDV,5585,0,20,0
SoginMETA,SoginMETA_k141_14534600,0.167,0.507,0.005,0,0.007,0.507,NCLDV,4187,0,20,0
SoginMETA,SoginMETA_k141_28429096,0.893,0.3,0.345,0.94,0.827,0.94,ssDNA,7244,0,57.1,0
SoginMETA,SoginMETA_k141_13147849,0.36,0.513,0.37,0.04,0.847,0.847,lavidaviridae,5652,0,14.3,0
SoginMETA,SoginMETA_k141_17318575,0.993,0.333,0.345,0.527,0.273,0.993,dsDNAphage,5045,0,40,0
SoginMETA,SoginMETA_k141_15927666,0.72,0.187,0.41,0.48,0.9,0.9,lavidaviridae,9200,0,9.1,0
SoginMETA,SoginMETA_k141_18709721,0.627,0.313,0.37,0.047,0.473,0.627,dsDNAphage,6098,0,42.9,0
SoginMETA,SoginMETA_k141_18709864,0.587,0.08,0.01,0.08,0.18,0.587,dsDNAphage,6073,0,60,20
SoginMETA,SoginMETA_k141_25650332,0.187,0.393,0.27,0.013,0.66,0.66,lavidaviridae,5509,0,25,0
SoginMETA,SoginMETA_k141_14536456,1,0.06,0.12,0.207,0.127,1,dsDNAphage,9657,1,20,0
SoginMETA,SoginMETA_k141_10379031,1,0.613,0.245,0.653,0.667,1,dsDNAphage,5880,2,62.5,0
SoginMETA,SoginMETA_k141_10379256,0.66,0.193,0.41,0.553,0.893,0.893,lavidaviridae,6247,0,40,0
SoginMETA,SoginMETA_k141_24258601,1,0.547,0.4,0.667,0.093,1,dsDNAphage,5481,0,33.3,0
SoginMETA,SoginMETA_k141_25651022,0.28,0.287,0.295,0.1,0.753,0.753,lavidaviridae,5975,0,50,0
SoginMETA,SoginMETA_k141_21484499,0.127,0.6,0.18,0,0.36,0.6,NCLDV,11880,0,20,0
SoginMETA,SoginMETA_k141_31207201,0.127,0.567,0.115,0,0.14,0.567,NCLDV,6725,0,20,0
SoginMETA,SoginMETA_k141_21484822,0.827,0.373,0.22,0.5,0.547,0.827,dsDNAphage,6291,0,75,0
SoginMETA,SoginMETA_k141_660634,0.887,0.46,0.075,0.24,0.067,0.887,dsDNAphage,5767,0,7.1,0
SoginMETA,SoginMETA_k141_3434073,0.987,0.333,0.355,0.34,0.52,0.987,dsDNAphage,5027,1,42.9,0
SoginMETA,SoginMETA_k141_25651977,0.533,0.547,0.565,0.247,0.88,0.88,lavidaviridae,12361,0,25,0
SoginMETA,SoginMETA_k141_6211128,0.64,0.56,0.015,0.053,0.207,0.64,dsDNAphage,6806,0,14.3,0
SoginMETA,SoginMETA_k141_10381670,0.14,0.647,0.115,0.013,0.347,0.647,NCLDV,4839,0,20,0
SoginMETA,SoginMETA_k141_22875694,0.1,0.607,0.065,0.02,0.3,0.607,NCLDV,11135,0,25,0
SoginMETA,SoginMETA_k141_13153329,0.073,0.953,0.005,0,0.267,0.953,NCLDV,7210,0,20,10
SoginMETA,SoginMETA_k141_18714635,0.293,0.867,0.24,0.033,0.193,0.867,NCLDV,6833,0,25,0
SoginMETA,SoginMETA_k141_29818450,0.44,0.747,0.22,0.093,0.48,0.747,NCLDV,5458,0,20,0
SoginMETA,SoginMETA_k141_6214198,0.707,0.233,0.015,0.033,0.233,0.707,dsDNAphage,5973,0,42.9,0
SoginMETA,SoginMETA_k141_10384058,0.153,0.64,0.105,0.093,0.113,0.64,NCLDV,5282,0,33.3,0
SoginMETA,SoginMETA_k141_8991992,0.12,0.96,0,0,0.14,0.96,NCLDV,6402,0,14.3,0
SoginMETA,SoginMETA_k141_25656219,0.26,0.78,0.12,0.08,0.433,0.78,NCLDV,4768,0,66.7,0
SoginMETA,SoginMETA_k141_25656344,0.18,0.54,0.08,0.013,0.4,0.54,NCLDV,5392,0,12.5,0
SoginMETA,SoginMETA_k141_20104772,0.287,0.52,0.02,0.013,0.347,0.52,NCLDV,5516,0,16.7,0
SoginMETA,SoginMETA_k141_27049688,0.573,0.033,0.21,0.393,0.547,0.573,dsDNAphage,5416,0,60,0
SoginMETA,SoginMETA_k141_29820605,1,0.227,0.1,0.58,0.2,1,dsDNAphage,5331,2,100,0
SoginMETA,SoginMETA_k141_28439159,0.147,0.633,0.055,0.007,0.053,0.633,NCLDV,5275,0,11.1,0
SoginMETA,SoginMETA_k141_7609838,0.993,0.34,0.195,0.72,0.487,0.993,dsDNAphage,6424,4,62.5,0
SoginMETA,SoginMETA_k141_2051202,0.88,0.227,0.12,0.34,0.067,0.88,dsDNAphage,5874,0,5.3,0
SoginMETA,SoginMETA_k141_31215782,0.927,0.287,0.335,0.58,0.153,0.927,dsDNAphage,5494,0,25,0
SoginMETA,SoginMETA_k141_6219936,0.213,0.687,0.11,0.04,0.327,0.687,NCLDV,8130,0,40,0
SoginMETA,SoginMETA_k141_2053447,0.787,NA,0.215,0.113,0.147,0.787,dsDNAphage,4257,0,7.7,0
SoginMETA,SoginMETA_k141_28441827,0.607,0.567,0,0,0.1,0.607,dsDNAphage,7469,1,28.6,14.3
SoginMETA,SoginMETA_k141_14547242,1,0.713,0.165,0.453,0.4,1,dsDNAphage,6959,4,75,0
SoginMETA,SoginMETA_k141_32608058,1,0.187,0.155,0.38,0.56,1,dsDNAphage,9457,1,50,0
SoginMETA,SoginMETA_k141_24269722,0.073,0.647,0,0,0.013,0.647,NCLDV,4479,0,12.5,0
SoginMETA,SoginMETA_k141_671215,0.613,0.26,0.69,0.013,0.487,0.69,RNA,7982,0,12.5,0
SoginMETA,SoginMETA_k141_10391512,0.693,0.08,0.01,0.027,0.093,0.693,dsDNAphage,5708,0,23.1,7.7
SoginMETA,SoginMETA_k141_24270385,0.26,0.587,0.155,0.113,0.287,0.587,NCLDV,6730,0,50,0
SoginMETA,SoginMETA_k141_7614745,0.96,0.68,0.16,0.26,0.033,0.96,dsDNAphage,8425,0,24,0
SoginMETA,SoginMETA_k141_25664085,1,0.293,0.345,0.98,0.927,1,dsDNAphage,6823,4,100,0
SoginMETA,SoginMETA_k141_9000350,0.14,0.62,0.11,0.013,0.373,0.62,NCLDV,5270,0,25,0
SoginMETA,SoginMETA_k141_29827820,0.293,0.48,0.26,0.113,0.633,0.633,lavidaviridae,5166,0,50,0
SoginMETA,SoginMETA_k141_25664649,0.64,0,0,0,0,0.64,dsDNAphage,24871,2,41.7,0
SoginMETA,SoginMETA_k141_17333907,0.947,0.7,0.28,0.387,0.093,0.947,dsDNAphage,6711,0,15,0
SoginMETA,SoginMETA_k141_17334511,0.347,0.233,0.235,0.087,0.56,0.56,lavidaviridae,5351,0,40,0
SoginMETA,SoginMETA_k141_6224257,0.033,0.667,0,0,0.013,0.667,NCLDV,5743,0,20,0
SoginMETA,SoginMETA_k141_10394302,0.36,0.793,0.305,0.04,0.2,0.793,NCLDV,6457,0,16.7,0
SoginMETA,SoginMETA_k141_7616732,0.233,0.847,0.28,0.013,0.813,0.847,NCLDV,5714,0,16.7,0
SoginMETA,SoginMETA_k141_27060060,0.827,0.553,0.05,0.387,0.633,0.827,dsDNAphage,12099,0,46.2,0
SoginMETA,SoginMETA_k141_4839382,0.027,0.713,0,0.013,0.013,0.713,NCLDV,6943,0,16.7,0
SoginMETA,SoginMETA_k141_29830567,0.507,0.173,0.05,0.087,0.247,0.507,dsDNAphage,6811,0,80,20
SoginMETA,SoginMETA_k141_22887985,0.427,0.427,0.15,0.013,0.6,0.6,lavidaviridae,9747,0,10,0
SoginMETA,SoginMETA_k141_31223207,0.933,0.32,0.39,0.18,0.453,0.933,dsDNAphage,12038,0,28.6,0
SoginMETA,SoginMETA_k141_13166271,0.84,0.813,0.495,0.28,0.607,0.84,dsDNAphage,5578,0,40,0
SoginMETA,SoginMETA_k141_21501407,0.187,0.447,0.33,0.02,0.82,0.82,lavidaviridae,8257,0,20,0
SoginMETA,SoginMETA_k141_4841102,0.933,0.42,0.055,0.227,0.187,0.933,dsDNAphage,12617,0,36.8,0
SoginMETA,SoginMETA_k141_13167328,0.08,0.953,0.005,0,0.107,0.953,NCLDV,5727,0,14.3,0
