Genome,VC.Status,Realm,Kingdom,Phylum,Class,Order,Family,VC
Schorn_k141_13135342,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_13277954,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_13283757,Overlap (VC_1889/VC_1900),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_13332422,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_13491199,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_13760000,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae,Unclassified,
Schorn_k141_1385032,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_13859690,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_14122659,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_14295944,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_14552032,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_14624945,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_15017233,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_15030724,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_15237403,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_15290804,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_15307672,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_15358384,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_15447133,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_15467247,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_15496032,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_15546689,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_15569573,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_15625933,Overlap (VC_99/VC_1912),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_15677847,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_1586921,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_15924227,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_16003094,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_16175790,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_16366536,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_16628047,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_16839365,Singleton,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,
Schorn_k141_16869607,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_16883277,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_17006484,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_17140928,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_1745376,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_17486330,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_17683379,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_17843637,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_17847798,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae,Unclassified,
Schorn_k141_178856,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_18057941,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_18084884,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_1813337,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_18260799,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_18266883,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_18275061,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_18345445,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_18407129,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_18421923,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_18456966,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_18731190,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_18774765,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_18783908,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_18792931,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_1883669,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_19102275,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_1929884,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_19825666,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_19832933,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_19834405,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_1991790,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_19949142,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_20016608,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_20023270,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_20236784,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_20319607,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_20400532,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_20415128,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_20446813,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_20811340,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_20837154,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_21205461,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_21306950,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_21367107,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_21367513,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_21372918,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_21378801,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_21425084,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_21486289,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_21518893,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_21553667,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_21846238,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_22105491,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_22158078,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_22382672,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_22482722,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_22867867,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_22883398,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_22904762,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_23294734,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_23299960,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_23376973,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_23488195,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_23521395,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_23558841,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_23579361,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_23847023,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_24447646,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_24545599,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_24558281,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_24571738,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_24743588,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_24748284,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_24963461,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_25021924,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_25078850,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_25524004,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_25640061,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_25777055,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_26219069,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_26528189,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_26615450,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae,Unclassified,
Schorn_k141_26900903,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_2692361,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_27051785,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_27473142,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_27563373,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_27641455,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Drexlerviridae,Unclassified,
Schorn_k141_27654318,Outlier,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_27691801,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_27751209,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_27800705,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_27879746,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_27909954,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_27951273,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_27974452,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_28641036,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_28681621,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_28771259,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_28803893,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_29118344,Overlap (VC_1872/VC_1889),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_2912516,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_29144088,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_29169561,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_29733684,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_29750518,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_29815957,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_29839740,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_29874519,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Unclassified,
Schorn_k141_29894743,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_29935803,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_29981876,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_30037238,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_30333371,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_30405026,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_3060652,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_30665715,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_3069781,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_30762624,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_30861971,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_3114450,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_31162931,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_3120936,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_31301249,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_31513607,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_31724374,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_31876660,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_3198623,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_32063730,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_32091183,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_32318198,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_3244191,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_32487453,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_32501582,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_32785865,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_33264610,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_33493364,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_3362149,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_33840820,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_33869232,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_33913739,Singleton,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales,Inoviridae,
Schorn_k141_33931689,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_3404148,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_34090851,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_34223750,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_34310163,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_34649747,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_34806848,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_34834003,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_34853639,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_34976219,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_34999369,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_35048525,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_35100650,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_35289673,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_35350731,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_35405593,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_3542068,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_35510715,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_35558128,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_35571347,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_35590715,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_35666556,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_35709698,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_35784545,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_3590915,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_36107561,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_36473227,Overlap (VC_99/VC_1912),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae,Unclassified,
Schorn_k141_3718894,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_3738020,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_374424,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_3772543,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_3985508,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_4014556,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_4075044,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_4095905,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_4104084,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_4318115,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_4394978,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_4397562,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_4452272,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_4708722,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_4865921,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_4984657,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_5004009,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_5065054,Singleton,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,
Schorn_k141_5150367,Outlier,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_5210944,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
Schorn_k141_5265030,Singleton,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,
