Genome,VIRSorter category,Circular,Prophage,Gene count,Strand switches,potential AMG count,Transposase present,Possible Non-Viral Contig,Viral hypothetical genes,Viral genes with host benefits,Viral genes with unknown function,Viral replication genes,Viral genes with viral benefits,Viral structure genes
Schorn_k141_5887898,2,FALSE,FALSE,5,0,0,FALSE,0,4,0,1,0,0,0
Schorn_k141_5905026,2,FALSE,FALSE,4,0,0,FALSE,0,3,0,1,0,0,0
Schorn_k141_5910359,2,FALSE,FALSE,10,0,0,FALSE,0.1,9,1,0,0,0,0
Schorn_k141_5918169,2,FALSE,FALSE,11,0,0,FALSE,0,10,0,1,0,0,0
Schorn_k141_5921461,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Schorn_k141_5975547,2,FALSE,FALSE,4,1,0,FALSE,0.25,3,1,0,0,0,0
Schorn_k141_6029360,1,FALSE,FALSE,6,0,0,FALSE,0,3,0,2,0,0,1
Schorn_k141_6034216,2,FALSE,FALSE,7,0,0,FALSE,0.42857142857142855,4,3,0,0,0,0
Schorn_k141_6047151,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Schorn_k141_6064926,2,FALSE,FALSE,13,0,2,FALSE,0,12,0,1,0,0,0
Schorn_k141_6079590,2,FALSE,FALSE,9,2,0,FALSE,0.1111111111111111,8,1,0,0,0,0
Schorn_k141_7193168,2,FALSE,FALSE,11,3,1,FALSE,0,11,0,0,0,0,0
Schorn_k141_7207547,2,FALSE,FALSE,5,0,0,FALSE,1,0,5,0,0,0,0
Schorn_k141_7209199,2,FALSE,FALSE,7,2,0,FALSE,0.14285714285714285,6,1,0,0,0,0
Schorn_k141_7224460,2,FALSE,FALSE,6,1,1,FALSE,0.3333333333333333,2,2,2,0,0,0
Schorn_k141_7245849,2,FALSE,FALSE,8,4,0,FALSE,0,8,0,0,0,0,0
Schorn_k141_7247278,2,FALSE,FALSE,8,0,0,FALSE,0.125,5,1,0,2,0,0
Schorn_k141_7309092,1,FALSE,FALSE,17,0,0,FALSE,0,13,0,3,0,0,1
Schorn_k141_7316271,2,FALSE,FALSE,11,0,0,FALSE,0.09090909090909093,9,1,1,0,0,0
Schorn_k141_7330793,2,FALSE,FALSE,9,0,0,FALSE,0,9,0,0,0,0,0
Schorn_k141_7415856,2,FALSE,FALSE,5,3,0,FALSE,0,5,0,0,0,0,0
Schorn_k141_7422705,1,FALSE,FALSE,7,0,0,FALSE,0,6,0,1,0,0,0
Schorn_k141_7427480,2,FALSE,FALSE,8,4,0,FALSE,0,8,0,0,0,0,0
Schorn_k141_7433411,1,FALSE,FALSE,16,2,0,FALSE,0,4,0,5,2,0,5
Schorn_k141_7469315,1,FALSE,FALSE,41,1,3,FALSE,0,38,0,2,1,0,0
Schorn_k141_7539858,2,FALSE,FALSE,6,1,0,TRUE,0,3,0,0,3,0,0
Schorn_k141_7549826,1,FALSE,FALSE,16,0,0,FALSE,0,13,0,1,1,0,1
Schorn_k141_7555515,2,FALSE,FALSE,10,3,0,FALSE,0,10,0,0,0,0,0
Schorn_k141_7585482,2,FALSE,FALSE,18,1,0,FALSE,0,14,0,4,0,0,0
Schorn_k141_7591039,2,FALSE,FALSE,23,1,0,FALSE,0,21,0,2,0,0,0
Schorn_k141_8723897,2,FALSE,FALSE,4,2,0,FALSE,0,4,0,0,0,0,0
Schorn_k141_8744456,2,FALSE,FALSE,12,0,0,FALSE,0,12,0,0,0,0,0
Schorn_k141_8744990,2,FALSE,FALSE,5,1,0,FALSE,0.2,3,1,1,0,0,0
Schorn_k141_8748745,2,FALSE,FALSE,7,0,2,FALSE,0,5,0,2,0,0,0
Schorn_k141_8777888,2,FALSE,FALSE,6,0,0,FALSE,0,5,0,1,0,0,0
Schorn_k141_8820267,2,FALSE,FALSE,8,1,0,TRUE,0,5,0,0,3,0,0
Schorn_k141_8841515,2,FALSE,FALSE,22,1,0,FALSE,0,21,0,0,1,0,0
Schorn_k141_8842742,2,FALSE,FALSE,18,1,0,FALSE,0,15,1,1,1,0,0
Schorn_k141_8845145,2,FALSE,FALSE,7,3,0,FALSE,0,7,0,0,0,0,0
Schorn_k141_8848728,1,FALSE,FALSE,9,0,0,FALSE,0,9,0,0,0,0,0
Schorn_k141_8884072,2,FALSE,FALSE,3,2,0,FALSE,0,3,0,0,0,0,0
Schorn_k141_8904400,2,FALSE,FALSE,5,2,0,FALSE,0.4,2,2,1,0,0,0
Schorn_k141_8925167,2,FALSE,FALSE,7,1,0,FALSE,0,7,0,0,0,0,0
Schorn_k141_8926278,2,FALSE,FALSE,8,2,0,FALSE,0.25,5,2,0,1,0,0
Schorn_k141_8933971,2,FALSE,FALSE,8,2,0,FALSE,0,8,0,0,0,0,0
Schorn_k141_8961854,2,FALSE,FALSE,5,0,0,FALSE,0,4,0,0,1,0,0
Schorn_k141_9010369,2,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
Schorn_k141_9024192,2,FALSE,FALSE,3,1,0,FALSE,0,2,0,0,1,0,0
Schorn_k141_9043463,2,FALSE,FALSE,7,0,0,FALSE,0,7,0,0,0,0,0
Schorn_k141_9061009,2,FALSE,FALSE,9,2,0,FALSE,0,9,0,0,0,0,0
Schorn_k141_9070679,1,FALSE,FALSE,24,0,0,FALSE,0,22,0,0,1,0,1
Schorn_k141_9670445,1,FALSE,FALSE,2,0,0,FALSE,0,2,0,0,0,0,0
Sogin_k141_1212874,1,FALSE,FALSE,9,0,0,FALSE,0,4,0,3,NA,1,1
Sogin_k141_1216637,1,FALSE,FALSE,2,0,0,FALSE,0,1,0,0,NA,1,0
Sogin_k141_1414221,2,FALSE,FALSE,16,0,0,FALSE,0,14,0,2,NA,0,0
Sogin_k141_1463573,1,FALSE,FALSE,3,0,0,FALSE,0,1,0,2,NA,0,0
Sogin_k141_169016,1,FALSE,FALSE,11,0,0,FALSE,0.09090909090909093,5,1,1,NA,1,3
Sogin_k141_199829,1,FALSE,FALSE,7,0,0,FALSE,0,3,1,1,NA,1,1
Sogin_k141_2179522,2,FALSE,FALSE,13,1,0,FALSE,0,11,0,1,NA,1,0
Sogin_k141_228250,1,FALSE,FALSE,6,0,0,FALSE,0,5,0,0,NA,0,1
Sogin_k141_2317063,1,FALSE,FALSE,10,0,0,FALSE,0.1,5,1,1,NA,1,2
Sogin_k141_2326581,2,FALSE,FALSE,15,2,0,FALSE,0,15,0,0,NA,0,0
Sogin_k141_2392247,2,FALSE,FALSE,22,2,0,FALSE,0,21,0,0,NA,0,1
Sogin_k141_2405794,1,FALSE,FALSE,15,0,0,FALSE,0.06666666666666667,11,2,0,NA,2,0
Sogin_k141_2655399,1,FALSE,FALSE,11,0,0,FALSE,0.09090909090909093,6,1,1,NA,1,2
Sogin_k141_2792170,1,FALSE,FALSE,7,0,0,FALSE,0,7,0,0,NA,0,0
Sogin_k141_2792244,1,FALSE,FALSE,3,1,0,FALSE,0,2,0,0,NA,1,0
Sogin_k141_2888514,2,FALSE,FALSE,11,1,0,FALSE,0.09090909090909093,10,1,0,NA,0,0
Sogin_k141_2981456,1,FALSE,FALSE,10,0,0,FALSE,0.1,4,1,1,NA,1,3
Sogin_k141_3073663,1,FALSE,FALSE,15,1,0,FALSE,0,13,1,1,NA,0,0
Sogin_k141_383046,2,FALSE,FALSE,6,0,0,FALSE,0,6,0,0,NA,0,0
Sogin_k141_520048,1,FALSE,FALSE,19,2,0,FALSE,0,17,0,2,NA,0,0
Sogin_k141_720838,1,FALSE,FALSE,13,0,0,FALSE,0.07692307692307693,12,1,0,NA,0,0
Sogin_k141_853924,2,FALSE,FALSE,4,2,0,FALSE,0,4,0,0,NA,0,0
Sogin_k141_900220,2,FALSE,FALSE,8,1,0,FALSE,0,8,0,0,NA,0,0
Sogin_k141_96579,2,FALSE,FALSE,2,1,0,FALSE,0.5,1,1,0,NA,0,0
SoginMETA_k141_100576,1,FALSE,FALSE,7,1,2,FALSE,0,5,0,2,0,0,0
SoginMETA_k141_10323408,1,FALSE,FALSE,64,22,0,FALSE,0,64,0,0,0,0,0
SoginMETA_k141_11114442,2,FALSE,FALSE,3,1,0,FALSE,0.3333333333333333,2,1,0,0,0,0
SoginMETA_k141_11117103,2,FALSE,FALSE,6,1,0,FALSE,0.16666666666666666,5,1,0,0,0,0
SoginMETA_k141_11118417,2,FALSE,FALSE,6,4,0,FALSE,0,6,0,0,0,0,0
SoginMETA_k141_11118918,1,FALSE,FALSE,59,2,0,FALSE,0.03389830508474576,38,6,13,0,1,1
SoginMETA_k141_11136695,1,FALSE,FALSE,9,0,0,FALSE,0,6,2,0,0,0,1
SoginMETA_k141_11137040,2,FALSE,FALSE,9,4,0,FALSE,0,9,0,0,0,0,0
SoginMETA_k141_11141342,2,FALSE,FALSE,11,0,0,FALSE,0,10,0,1,0,0,0
SoginMETA_k141_11143509,2,FALSE,FALSE,6,0,0,FALSE,0.16666666666666666,5,1,0,0,0,0
SoginMETA_k141_11144417,2,FALSE,FALSE,6,0,0,FALSE,0,5,0,0,0,1,0
SoginMETA_k141_11144910,1,FALSE,FALSE,37,4,0,FALSE,0.02702702702702703,32,2,2,1,0,0
SoginMETA_k141_11145661,2,FALSE,FALSE,14,1,0,FALSE,0,12,1,1,0,0,0
SoginMETA_k141_11147946,2,FALSE,FALSE,14,3,2,FALSE,0.07142857142857142,13,1,0,0,0,0
SoginMETA_k141_11148107,1,FALSE,FALSE,8,1,0,FALSE,0,8,0,0,0,0,0
SoginMETA_k141_11151347,2,FALSE,FALSE,7,0,0,TRUE,0,5,2,0,0,0,0
SoginMETA_k141_11165166,2,FALSE,FALSE,11,1,0,FALSE,0,11,0,0,0,0,0
SoginMETA_k141_11176173,2,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
SoginMETA_k141_11192941,2,FALSE,FALSE,8,1,0,FALSE,0,7,0,1,0,0,0
SoginMETA_k141_11206671,2,FALSE,FALSE,7,4,0,FALSE,0,7,0,0,0,0,0
SoginMETA_k141_11207542,2,FALSE,FALSE,3,2,0,FALSE,0,3,0,0,0,0,0
SoginMETA_k141_1120857,1,FALSE,FALSE,63,2,1,FALSE,0,49,3,8,0,0,3
SoginMETA_k141_11213456,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
SoginMETA_k141_11213900,2,FALSE,FALSE,8,4,0,FALSE,0,6,1,1,0,0,0
SoginMETA_k141_11218315,2,FALSE,FALSE,10,4,0,FALSE,0.1,9,1,0,0,0,0
SoginMETA_k141_11230136,2,FALSE,FALSE,7,1,0,FALSE,0.14285714285714285,6,1,0,0,0,0
SoginMETA_k141_11239039,2,FALSE,FALSE,6,4,0,FALSE,0,6,0,0,0,0,0
SoginMETA_k141_11249193,1,FALSE,FALSE,5,0,0,FALSE,0,4,0,1,0,0,0
SoginMETA_k141_11252658,2,FALSE,FALSE,14,0,0,FALSE,0,13,1,0,0,0,0
SoginMETA_k141_11259885,2,FALSE,FALSE,9,3,0,FALSE,0.1111111111111111,8,1,0,0,0,0
SoginMETA_k141_11263390,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
SoginMETA_k141_11267241,1,FALSE,FALSE,6,0,0,FALSE,0.16666666666666666,3,1,0,0,0,2
SoginMETA_k141_11287248,2,FALSE,FALSE,6,0,0,FALSE,0,6,0,0,0,0,0
SoginMETA_k141_11292916,2,FALSE,FALSE,8,0,0,FALSE,0.875,1,7,0,0,0,0
SoginMETA_k141_11297110,2,FALSE,FALSE,5,0,0,FALSE,0,4,1,0,0,0,0
SoginMETA_k141_11343454,1,FALSE,FALSE,7,0,0,FALSE,0,3,0,4,0,0,0
SoginMETA_k141_114506,2,FALSE,FALSE,9,0,0,FALSE,0,9,0,0,0,0,0
SoginMETA_k141_11531263,2,FALSE,FALSE,9,2,0,TRUE,0,7,2,0,0,0,0
SoginMETA_k141_116501,1,FALSE,FALSE,15,4,1,FALSE,0,13,2,0,0,0,0
SoginMETA_k141_117909,1,FALSE,FALSE,107,10,1,FALSE,0.02803738317757009,93,5,8,1,0,0
SoginMETA_k141_11943889,2,FALSE,FALSE,8,0,0,FALSE,0.125,7,1,0,0,0,0
SoginMETA_k141_1203409,2,FALSE,FALSE,7,0,0,FALSE,0,7,0,0,0,0,0
SoginMETA_k141_12289183,1,FALSE,FALSE,100,4,0,FALSE,0.02,86,4,10,0,0,0
SoginMETA_k141_124308,2,FALSE,FALSE,8,0,0,FALSE,0,7,0,1,0,0,0
SoginMETA_k141_124509,2,FALSE,FALSE,15,0,1,FALSE,0.06666666666666667,8,3,4,0,0,0
SoginMETA_k141_12499368,2,FALSE,FALSE,8,3,0,FALSE,0,7,0,1,0,0,0
SoginMETA_k141_12507281,1,FALSE,FALSE,17,0,0,FALSE,0,13,0,4,0,0,0
SoginMETA_k141_12510056,2,FALSE,FALSE,5,0,0,FALSE,0.2,4,1,0,0,0,0
SoginMETA_k141_12519058,2,FALSE,FALSE,9,2,0,FALSE,0.1111111111111111,8,1,0,0,0,0
SoginMETA_k141_12525477,2,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
SoginMETA_k141_12529538,1,FALSE,FALSE,85,9,5,FALSE,0.01176470588235294,75,2,7,1,0,0
SoginMETA_k141_12534916,2,FALSE,FALSE,6,4,0,FALSE,0,6,0,0,0,0,0
SoginMETA_k141_12539303,1,FALSE,FALSE,18,1,0,FALSE,0,14,1,2,1,0,0
SoginMETA_k141_12540398,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
SoginMETA_k141_12544407,1,FALSE,FALSE,6,0,0,FALSE,0,4,0,2,0,0,0
SoginMETA_k141_12560209,2,FALSE,FALSE,5,0,0,FALSE,0,5,0,0,0,0,0
SoginMETA_k141_12563246,2,FALSE,FALSE,6,0,0,FALSE,0.16666666666666666,5,1,0,0,0,0
SoginMETA_k141_12568296,2,FALSE,FALSE,20,7,0,FALSE,0,18,1,1,0,0,0
SoginMETA_k141_12583099,2,FALSE,FALSE,12,3,0,FALSE,0,12,0,0,0,0,0
SoginMETA_k141_12587321,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
SoginMETA_k141_12596729,2,FALSE,FALSE,6,2,0,FALSE,0.3333333333333333,4,2,0,0,0,0
SoginMETA_k141_12601022,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
SoginMETA_k141_12614981,1,FALSE,FALSE,8,0,0,FALSE,0,5,0,3,0,0,0
SoginMETA_k141_12616059,2,FALSE,FALSE,7,2,2,FALSE,0,7,0,0,0,0,0
SoginMETA_k141_12621452,2,FALSE,FALSE,4,1,0,FALSE,0.25,3,1,0,0,0,0
SoginMETA_k141_12628413,1,FALSE,FALSE,15,0,3,FALSE,0.06666666666666667,10,1,3,1,0,0
SoginMETA_k141_12633388,2,FALSE,FALSE,11,8,0,FALSE,0,10,0,1,0,0,0
SoginMETA_k141_12640848,2,FALSE,FALSE,7,1,0,FALSE,0.14285714285714285,6,1,0,0,0,0
SoginMETA_k141_12647299,2,FALSE,FALSE,8,2,0,FALSE,0,7,1,0,0,0,0
SoginMETA_k141_12660285,2,FALSE,FALSE,8,0,0,FALSE,0,8,0,0,0,0,0
SoginMETA_k141_12663561,2,FALSE,FALSE,6,3,0,FALSE,0,6,0,0,0,0,0
SoginMETA_k141_12665615,2,FALSE,FALSE,8,1,1,FALSE,0,8,0,0,0,0,0
SoginMETA_k141_12670809,2,FALSE,FALSE,16,7,0,FALSE,0,13,1,2,0,0,0
SoginMETA_k141_12672958,1,FALSE,FALSE,63,0,0,FALSE,0,54,2,4,0,1,2
SoginMETA_k141_12681860,2,FALSE,FALSE,4,2,0,FALSE,0,4,0,0,0,0,0
SoginMETA_k141_12885445,2,FALSE,FALSE,7,2,0,FALSE,0,2,1,2,0,1,1
SoginMETA_k141_128859,2,FALSE,FALSE,4,1,0,FALSE,0,2,2,0,0,0,0
SoginMETA_k141_12931231,1,FALSE,FALSE,84,6,0,FALSE,0.0238095238095238,74,3,6,0,0,1
SoginMETA_k141_13116320,1,FALSE,FALSE,15,0,0,FALSE,0.06666666666666667,14,1,0,0,0,0
SoginMETA_k141_133972,2,FALSE,FALSE,17,1,0,FALSE,0,15,0,2,0,0,0
SoginMETA_k141_13516341,1,FALSE,FALSE,16,1,2,FALSE,0,13,0,1,0,1,1
SoginMETA_k141_13605446,1,FALSE,FALSE,72,2,0,FALSE,0,63,4,5,0,0,0
SoginMETA_k141_136306,2,FALSE,FALSE,32,1,0,FALSE,0,31,1,0,0,0,0
SoginMETA_k141_13890542,2,FALSE,FALSE,4,2,0,FALSE,0.25,3,1,0,0,0,0
SoginMETA_k141_13893860,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
SoginMETA_k141_13896500,1,FALSE,FALSE,7,3,0,FALSE,0,5,0,1,0,0,1
SoginMETA_k141_13900174,1,FALSE,FALSE,44,4,1,FALSE,0,32,2,10,0,0,0
SoginMETA_k141_13901088,2,FALSE,FALSE,10,4,0,FALSE,0,9,0,1,0,0,0
SoginMETA_k141_13909643,1,FALSE,FALSE,8,1,0,FALSE,0.125,4,1,3,0,0,0
SoginMETA_k141_13911023,2,FALSE,FALSE,8,3,0,FALSE,0,8,0,0,0,0,0
SoginMETA_k141_13914157,2,FALSE,FALSE,7,5,0,TRUE,0,7,0,0,0,0,0
SoginMETA_k141_13918586,2,FALSE,FALSE,4,1,0,FALSE,0,3,1,0,0,0,0
SoginMETA_k141_13923254,2,FALSE,FALSE,11,5,1,FALSE,0.18181818181818185,9,2,0,0,0,0
SoginMETA_k141_13926671,1,FALSE,FALSE,15,2,0,FALSE,0,8,0,6,0,0,1
SoginMETA_k141_13930812,1,FALSE,FALSE,22,1,0,FALSE,0,18,0,3,0,1,0
SoginMETA_k141_13956375,1,FALSE,FALSE,4,0,0,FALSE,0,4,0,0,0,0,0
SoginMETA_k141_13967655,2,FALSE,FALSE,6,2,0,FALSE,0,6,0,0,0,0,0
SoginMETA_k141_13967896,2,FALSE,FALSE,7,1,0,FALSE,0.14285714285714285,6,1,0,0,0,0
SoginMETA_k141_14002375,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
SoginMETA_k141_14008036,2,FALSE,FALSE,13,0,0,FALSE,0.07692307692307693,11,2,0,0,0,0
SoginMETA_k141_14008144,2,FALSE,FALSE,18,0,0,FALSE,0,16,0,2,0,0,0
SoginMETA_k141_14016578,2,FALSE,FALSE,12,0,2,FALSE,0.4166666666666667,7,5,0,0,0,0
SoginMETA_k141_14023286,1,FALSE,FALSE,19,1,0,FALSE,0.10526315789473684,14,2,2,1,0,0
SoginMETA_k141_14024963,2,FALSE,FALSE,7,0,0,FALSE,0.14285714285714285,6,1,0,0,0,0
SoginMETA_k141_14035497,1,FALSE,FALSE,8,2,0,FALSE,0,8,0,0,0,0,0
SoginMETA_k141_14040707,2,FALSE,FALSE,17,2,0,FALSE,0,16,1,0,0,0,0
SoginMETA_k141_14044969,1,FALSE,FALSE,9,4,0,FALSE,0,9,0,0,0,0,0
SoginMETA_k141_14061636,1,FALSE,FALSE,7,0,0,FALSE,0,3,1,2,0,0,1
SoginMETA_k141_14072152,1,FALSE,FALSE,4,1,0,FALSE,0.25,3,1,0,0,0,0
SoginMETA_k141_14076983,2,FALSE,FALSE,21,2,0,FALSE,0.04761904761904761,19,1,1,0,0,0
SoginMETA_k141_14077882,2,FALSE,FALSE,6,1,0,FALSE,0.16666666666666666,4,2,0,0,0,0
SoginMETA_k141_1407812,2,FALSE,FALSE,8,6,0,FALSE,0,8,0,0,0,0,0
SoginMETA_k141_1411361,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
SoginMETA_k141_1414399,2,FALSE,FALSE,72,0,3,FALSE,0.09722222222222222,55,10,7,0,0,0
SoginMETA_k141_1416650,2,FALSE,FALSE,5,3,0,FALSE,0,5,0,0,0,0,0
SoginMETA_k141_1420831,2,FALSE,FALSE,6,1,0,FALSE,0.16666666666666666,3,1,1,1,0,0
SoginMETA_k141_1423579,2,FALSE,FALSE,5,1,0,FALSE,0,4,0,1,0,0,0
SoginMETA_k141_142442,2,FALSE,FALSE,5,0,0,FALSE,0.2,4,1,0,0,0,0
SoginMETA_k141_1428170,2,FALSE,FALSE,10,1,0,FALSE,0,9,0,1,0,0,0
SoginMETA_k141_1428265,2,FALSE,FALSE,6,2,0,FALSE,0,6,0,0,0,0,0
SoginMETA_k141_1428404,1,FALSE,FALSE,5,0,0,FALSE,0,1,0,1,2,0,1
SoginMETA_k141_1428599,1,FALSE,FALSE,46,0,0,FALSE,0.0217391304347826,41,1,3,1,0,0
SoginMETA_k141_1431029,1,FALSE,FALSE,8,0,1,FALSE,0,0,0,7,0,0,1
SoginMETA_k141_14335166,2,FALSE,FALSE,5,1,0,FALSE,0,4,0,1,0,0,0
SoginMETA_k141_1447125,1,FALSE,FALSE,15,0,0,FALSE,0.13333333333333333,12,2,1,0,0,0
SoginMETA_k141_1449176,2,FALSE,FALSE,8,2,0,FALSE,0,8,0,0,0,0,0
SoginMETA_k141_1452993,1,FALSE,FALSE,12,0,0,FALSE,0,6,0,5,0,0,1
SoginMETA_k141_1455948,2,FALSE,FALSE,17,7,0,FALSE,0.1176470588235294,14,2,1,0,0,0
SoginMETA_k141_1457572,2,FALSE,FALSE,10,4,0,FALSE,0,9,0,0,0,1,0
SoginMETA_k141_146931,2,FALSE,FALSE,4,0,0,FALSE,0,1,1,2,0,0,0
SoginMETA_k141_14814004,1,FALSE,FALSE,7,0,0,FALSE,0,6,0,0,0,0,1
SoginMETA_k141_1482454,2,FALSE,FALSE,8,0,0,FALSE,0,8,0,0,0,0,0
SoginMETA_k141_1482484,2,FALSE,FALSE,16,0,0,FALSE,0,15,1,0,0,0,0
SoginMETA_k141_1482530,1,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
SoginMETA_k141_1488618,2,FALSE,FALSE,10,5,0,FALSE,0,10,0,0,0,0,0
SoginMETA_k141_1489399,1,FALSE,FALSE,7,1,0,FALSE,0,6,0,1,0,0,0
SoginMETA_k141_1491284,1,FALSE,FALSE,8,0,0,FALSE,0,7,0,1,0,0,0
SoginMETA_k141_1495779,2,FALSE,FALSE,10,0,0,FALSE,0,10,0,0,0,0,0
SoginMETA_k141_1498542,2,FALSE,FALSE,3,0,0,FALSE,0,1,2,0,0,0,0
SoginMETA_k141_150033,2,FALSE,FALSE,6,2,0,FALSE,0,6,0,0,0,0,0
SoginMETA_k141_1500540,1,FALSE,FALSE,7,0,0,FALSE,0,5,1,1,0,0,0
SoginMETA_k141_1508087,2,FALSE,FALSE,5,1,0,FALSE,0,4,0,1,0,0,0
SoginMETA_k141_1509734,2,FALSE,FALSE,6,2,0,FALSE,0.16666666666666666,4,1,1,0,0,0
SoginMETA_k141_1517188,2,FALSE,FALSE,11,1,0,FALSE,0,10,0,1,0,0,0
SoginMETA_k141_1523930,1,FALSE,FALSE,114,4,4,FALSE,0.02631578947368421,94,4,12,3,0,1
SoginMETA_k141_15279045,2,FALSE,FALSE,28,3,0,FALSE,0,26,1,1,0,0,0
SoginMETA_k141_15279126,2,FALSE,FALSE,7,4,0,FALSE,0.2857142857142857,5,2,0,0,0,0
SoginMETA_k141_15293914,1,FALSE,FALSE,5,1,1,FALSE,0.4,3,2,0,0,0,0
SoginMETA_k141_15296622,1,FALSE,FALSE,55,4,0,FALSE,0.01818181818181818,47,3,5,0,0,0
SoginMETA_k141_15301521,2,FALSE,FALSE,16,9,0,FALSE,0,14,0,2,0,0,0
SoginMETA_k141_15306369,2,FALSE,FALSE,6,0,0,FALSE,0,6,0,0,0,0,0
SoginMETA_k141_15306448,2,FALSE,FALSE,8,3,1,FALSE,0,8,0,0,0,0,0
SoginMETA_k141_15310305,2,FALSE,FALSE,7,3,0,FALSE,0,7,0,0,0,0,0
SoginMETA_k141_15311225,2,FALSE,FALSE,9,2,0,FALSE,0.1111111111111111,7,2,0,0,0,0
SoginMETA_k141_15315702,2,FALSE,FALSE,7,0,0,FALSE,0.2857142857142857,5,2,0,0,0,0
SoginMETA_k141_15315909,2,FALSE,FALSE,6,3,0,FALSE,0,6,0,0,0,0,0
SoginMETA_k141_15320266,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
SoginMETA_k141_15335428,2,FALSE,FALSE,6,2,0,FALSE,0,6,0,0,0,0,0
SoginMETA_k141_15341421,1,FALSE,FALSE,21,3,0,FALSE,0.04761904761904761,12,2,1,0,1,5
SoginMETA_k141_15356578,2,FALSE,FALSE,10,1,0,FALSE,0,10,0,0,0,0,0
SoginMETA_k141_15363937,2,FALSE,FALSE,9,1,0,FALSE,0,9,0,0,0,0,0
SoginMETA_k141_15375502,2,FALSE,FALSE,5,2,0,TRUE,0,3,2,0,0,0,0
SoginMETA_k141_15377356,2,FALSE,FALSE,6,0,0,FALSE,0.16666666666666666,4,1,1,0,0,0
SoginMETA_k141_1538368,2,FALSE,FALSE,5,1,1,FALSE,0.4,3,2,0,0,0,0
SoginMETA_k141_15384934,2,FALSE,FALSE,7,1,0,FALSE,0.2857142857142857,5,2,0,0,0,0
SoginMETA_k141_15402135,2,FALSE,FALSE,6,0,0,FALSE,0,6,0,0,0,0,0
SoginMETA_k141_15407342,2,FALSE,FALSE,10,3,0,FALSE,0,8,1,1,0,0,0
SoginMETA_k141_15409442,1,FALSE,FALSE,12,0,0,FALSE,0.16666666666666666,9,3,0,0,0,0
SoginMETA_k141_15409914,2,FALSE,FALSE,10,0,0,FALSE,0,9,0,1,0,0,0
SoginMETA_k141_15411621,2,FALSE,FALSE,5,0,0,FALSE,0,5,0,0,0,0,0
SoginMETA_k141_15435655,1,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
SoginMETA_k141_15443017,2,FALSE,FALSE,6,1,0,FALSE,0,6,0,0,0,0,0
SoginMETA_k141_15450441,2,FALSE,FALSE,5,3,0,FALSE,0,5,0,0,0,0,0
SoginMETA_k141_15451622,2,FALSE,FALSE,6,3,0,FALSE,0.3333333333333333,4,2,0,0,0,0
SoginMETA_k141_15455916,2,FALSE,FALSE,6,1,0,FALSE,0,6,0,0,0,0,0
SoginMETA_k141_15456320,2,FALSE,FALSE,7,2,0,FALSE,0.14285714285714285,5,2,0,0,0,0
SoginMETA_k141_15457194,2,FALSE,FALSE,8,3,0,FALSE,0,7,0,1,0,0,0
SoginMETA_k141_1550967,1,FALSE,FALSE,14,0,0,FALSE,0,12,0,1,0,0,1
SoginMETA_k141_1551740,2,FALSE,FALSE,12,0,0,FALSE,0,12,0,0,0,0,0
SoginMETA_k141_15531853,1,FALSE,FALSE,4,0,0,FALSE,0,4,0,0,0,0,0
SoginMETA_k141_15627096,1,FALSE,FALSE,19,0,0,FALSE,0,13,0,4,0,0,2
SoginMETA_k141_1563018,2,FALSE,FALSE,7,3,0,FALSE,0,6,0,1,0,0,0
SoginMETA_k141_15650,1,FALSE,FALSE,17,5,3,FALSE,0.0588235294117647,16,1,0,0,0,0
SoginMETA_k141_1572244,2,FALSE,FALSE,7,2,0,TRUE,0,5,0,2,0,0,0
SoginMETA_k141_1572661,2,FALSE,FALSE,3,0,0,FALSE,0,2,0,1,0,0,0
SoginMETA_k141_16522430,1,FALSE,FALSE,70,4,0,FALSE,0,63,0,5,2,0,0
SoginMETA_k141_16640,2,FALSE,FALSE,6,0,0,FALSE,0.16666666666666666,3,2,1,0,0,0
SoginMETA_k141_16679523,2,FALSE,FALSE,12,3,0,FALSE,0.16666666666666666,10,2,0,0,0,0
SoginMETA_k141_16701215,2,FALSE,FALSE,9,2,0,FALSE,0.1111111111111111,7,1,1,0,0,0
SoginMETA_k141_16701759,2,FALSE,FALSE,11,3,0,FALSE,0,11,0,0,0,0,0
