filename,gene,Genome,gene_id,gene_description,category,header,subheader,module,auxiliary_score,amg_flags
SoginMETA,k141_23983350__full-cat_1_6,SoginMETA_k141_23983350,GT2,"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,2,MKF
SoginMETA,k141_23983350__full-cat_1_6,SoginMETA_k141_23983350,GT27,GT27 polypeptide alpha-N-acetylgalactosaminyltransferase (EC 2.4.1.41),carbon utilization,CAZY,NA,GlycosylTransferases,2,MKF
SoginMETA,k141_23983350__full-cat_1_6,SoginMETA_k141_23983350,GT4,"GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)",carbon utilization,CAZY,NA,GlycosylTransferases,2,MKF
SoginMETA,k141_23983350__full-cat_1_11,SoginMETA_k141_23983350,K00527,ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636],MISC,Information systems,Nucleotide,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",2,MKE
SoginMETA,k141_23983350__full-cat_1_23,SoginMETA_k141_23983350,NA,NA,NA,NA,NA,NA,2,MK
SoginMETA,k141_23983350__full-cat_1_26,SoginMETA_k141_23983350,NA,NA,NA,NA,NA,NA,2,MK
SoginMETA,k141_249107__full-cat_2_2,SoginMETA_k141_249107,K01808,ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056],carbon utilization,central carbon,pentose pathway,Pentose phosphate pathway (Pentose phosphate cycle),3,MKF
SoginMETA,k141_249107__full-cat_2_2,SoginMETA_k141_249107,K01808,ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056],carbon utilization,central carbon,pentose pathway,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P",3,MKF
SoginMETA,k141_249107__full-cat_2_2,SoginMETA_k141_249107,K01808,ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056],Energy,C1,NA,Reductive pentose phosphate cycle (Calvin cycle),3,MKF
SoginMETA,k141_249107__full-cat_2_2,SoginMETA_k141_249107,K01808,ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056],Energy,C1,NA,"Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P",3,MKF
SoginMETA,k141_249107__full-cat_2_13,SoginMETA_k141_249107,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_25363378__full-cat_1_24,SoginMETA_k141_25363378,NA,NA,NA,NA,NA,NA,1,MK
SoginMETA,k141_25416794__full-cat_2_7,SoginMETA_k141_25416794,K00558,DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858],Organic Nitrogen,Amino Acid,NA,Methionine degradation,3,MF
SoginMETA,k141_258372__full-cat_2_8,SoginMETA_k141_258372,K01995,livG; branched-chain amino acid transport system ATP-binding protein,Transporters,NA,NA,Branched-chain amino acid transport system,3,MF
SoginMETA,k141_258372__full-cat_2_8,SoginMETA_k141_258372,K01995,livG; branched-chain amino acid transport system ATP-binding protein,Transporters,NA,NA,Branched-chain amino acid transport system,3,MF
SoginMETA,k141_26621969__full-cat_2_4,SoginMETA_k141_26621969,GT4,"GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)",carbon utilization,CAZY,NA,GlycosylTransferases,3,MKF
SoginMETA,k141_26621969__full-cat_2_6,SoginMETA_k141_26621969,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_26689036__full-cat_1_27,SoginMETA_k141_26689036,NA,NA,NA,NA,NA,NA,2,MK
SoginMETA,k141_26689036__full-cat_1_33,SoginMETA_k141_26689036,NA,NA,NA,NA,NA,NA,1,MK
SoginMETA,k141_26692735__full-cat_2_4,SoginMETA_k141_26692735,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_26692735__full-cat_2_6,SoginMETA_k141_26692735,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_26714478__full-cat_1_7,SoginMETA_k141_26714478,NA,NA,NA,NA,NA,NA,2,MKF
SoginMETA,k141_26714730__full-cat_2_2,SoginMETA_k141_26714730,K01992,ABC-2.P; ABC-2 type transport system permease protein,Transporters,NA,NA,ABC-2 type transport system,3,MF
SoginMETA,k141_26766229__full-cat_2_3,SoginMETA_k141_26766229,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_26792739__full-cat_1_4,SoginMETA_k141_26792739,NA,NA,NA,NA,NA,NA,2,MKF
SoginMETA,k141_28054766__full-cat_1_6,SoginMETA_k141_28054766,K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein,Transporters,NA,NA,Putative polar amino acid transport system,2,M
SoginMETA,k141_28054766__full-cat_1_6,SoginMETA_k141_28054766,K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein,Transporters,NA,NA,Putative polar amino acid transport system,2,M
SoginMETA,k141_28054766__full-cat_1_15,SoginMETA_k141_28054766,NA,NA,NA,NA,NA,NA,2,MKF
SoginMETA,k141_28092648__full-cat_2_4,SoginMETA_k141_28092648,K01933,phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1] [RN:R04208],MISC,Information systems,Nucleotide,"Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",3,MKF
SoginMETA,k141_28102423__full-cat_2_4,SoginMETA_k141_28102423,K02011,ABC.FE.P; iron(III) transport system permease protein,Transporters,NA,NA,Iron(III) transport system,3,MF
SoginMETA,k141_29529269__full-cat_2_7,SoginMETA_k141_29529269,NA,NA,NA,NA,NA,NA,3,MK
SoginMETA,k141_29529269__full-cat_2_8,SoginMETA_k141_29529269,NA,NA,NA,NA,NA,NA,3,MK
SoginMETA,k141_29529269__full-cat_2_10,SoginMETA_k141_29529269,NA,NA,NA,NA,NA,NA,3,MK
SoginMETA,k141_29529269__full-cat_2_14,SoginMETA_k141_29529269,GT4,"GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)",carbon utilization,CAZY,NA,GlycosylTransferases,3,MKF
SoginMETA,k141_29529269__full-cat_2_14,SoginMETA_k141_29529269,GT5,"GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)",carbon utilization,CAZY,NA,GlycosylTransferases,3,MKF
SoginMETA,k141_29529269__full-cat_2_16,SoginMETA_k141_29529269,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_3013460__full-cat_2_7,SoginMETA_k141_3013460,K15916,glucose-6-phosphate isomerase [EC:5.3.1.9] [RN:R02740 R02739],carbon utilization,central carbon,pentose pathway,Pentose phosphate pathway (Pentose phosphate cycle),3,MF
SoginMETA,k141_3013460__full-cat_2_7,SoginMETA_k141_3013460,K15916,glucose-6-phosphate isomerase [EC:5.3.1.9] [RN:R02740],carbon utilization,central carbon,glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",3,MF
SoginMETA,k141_3042102__full-cat_2_6,SoginMETA_k141_3042102,K01520,dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100],MISC,Information systems,Nucleotide,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",3,MF
SoginMETA,k141_3059632__full-cat_2_4,SoginMETA_k141_3059632,K02033,ABC.PE.P; peptide/nickel transport system permease protein,Transporters,NA,NA,Peptides/nickel transport system,3,MF
SoginMETA,k141_3059632__full-cat_2_8,SoginMETA_k141_3059632,K00228,coproporphyrinogen III oxidase [EC:1.3.3.3] [RN:R03220],MISC,MISC,NA,"Heme biosynthesis, animals and fungi, glycine => heme",3,MK
SoginMETA,k141_30839544__full-cat_1_7,SoginMETA_k141_30839544,K01999,livK; branched-chain amino acid transport system substrate-binding protein,Transporters,NA,NA,Branched-chain amino acid transport system,2,MF
SoginMETA,k141_30839544__full-cat_1_7,SoginMETA_k141_30839544,K01999,livK; branched-chain amino acid transport system substrate-binding protein,Transporters,NA,NA,Branched-chain amino acid transport system,2,MF
SoginMETA,k141_30870762__full-cat_2_22,SoginMETA_k141_30870762,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_30937100__full-cat_1_26,SoginMETA_k141_30937100,K01494,dCTP deaminase [EC:3.5.4.13] [RN:R02325],MISC,Information systems,Nucleotide,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",2,MF
SoginMETA,k141_3130665__full-cat_2_3,SoginMETA_k141_3130665,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_316877__full-cat_2_4,SoginMETA_k141_316877,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_3188048__full-cat_1_10,SoginMETA_k141_3188048,NA,NA,NA,NA,NA,NA,2,MK
SoginMETA,k141_3188048__full-cat_1_14,SoginMETA_k141_3188048,NA,NA,NA,NA,NA,NA,2,MK
SoginMETA,k141_32240446__full-cat_2_3,SoginMETA_k141_32240446,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_32302816__full-cat_2_3,SoginMETA_k141_32302816,K09690,ABC-2.LPSE.P; lipopolysaccharide transport system permease protein,Transporters,NA,NA,Lipopolysaccharide transport system,3,MF
SoginMETA,k141_32302816__full-cat_2_4,SoginMETA_k141_32302816,K09691,ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein,Transporters,NA,NA,Lipopolysaccharide transport system,3,MF
SoginMETA,k141_32307855__full-cat_2_2,SoginMETA_k141_32307855,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_32312201__full-cat_1_2,SoginMETA_k141_32312201,M24B,Catlytic type: Metallo; cleave the bond XaaPro; found in eukaryotes associated with collagen recycling,Organic Nitrogen,Peptidase,NA,Exopeptidases that require co-catalytic ions of cobalt or manganese,2,MF
SoginMETA,k141_32365812__full-cat_2_4,SoginMETA_k141_32365812,GT2,"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,3,MF
SoginMETA,k141_32376257__full-cat_2_3,SoginMETA_k141_32376257,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_345652__full-cat_2_15,SoginMETA_k141_345652,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_345652__full-cat_2_17,SoginMETA_k141_345652,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_381604__full-cat_2_5,SoginMETA_k141_381604,K09691,ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein,Transporters,NA,NA,Lipopolysaccharide transport system,3,MF
SoginMETA,k141_381604__full-cat_2_6,SoginMETA_k141_381604,K09690,ABC-2.LPSE.P; lipopolysaccharide transport system permease protein,Transporters,NA,NA,Lipopolysaccharide transport system,3,MF
SoginMETA,k141_4364281__full-cat_2_6,SoginMETA_k141_4364281,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_4367031__full-cat_2_2,SoginMETA_k141_4367031,K00958,sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529],Energy,Sulfur,NA,"Assimilatory sulfate reduction, sulfate => H2S",3,MF
SoginMETA,k141_4367031__full-cat_2_2,SoginMETA_k141_4367031,K00958,sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529],Energy,Sulfur,NA,"Dissimilatory sulfate reduction, sulfate => H2S",3,MF
SoginMETA,k141_4367031__full-cat_2_3,SoginMETA_k141_4367031,K01784,GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2],MISC,Information systems,Nucleotide,"Nucleotide sugar biosynthesis, eukaryotes",3,MKF
SoginMETA,k141_4367031__full-cat_2_3,SoginMETA_k141_4367031,K01784,UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291],carbon utilization,central carbon,glycolysis,"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P",3,MKF
SoginMETA,k141_4367031__full-cat_2_3,SoginMETA_k141_4367031,K01784,UDP-glucose 4-epimerase,carbon utilization (Woodcroft),sugar utilization (woodcroft),galactose degradation,Galactose metabolism,3,MKF
SoginMETA,k141_438815__full-cat_2_3,SoginMETA_k141_438815,K03841,"fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R04780]",carbon utilization,central carbon,glycolysis,"Gluconeogenesis, oxaloacetate => fructose-6P",3,MF
SoginMETA,k141_438815__full-cat_2_3,SoginMETA_k141_438815,K03841,"fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]",Energy,C1,NA,Reductive pentose phosphate cycle (Calvin cycle),3,MF
SoginMETA,k141_438815__full-cat_2_3,SoginMETA_k141_438815,K03841,"fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]",Energy,C1,NA,"Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P",3,MF
SoginMETA,k141_4450670__full-cat_2_2,SoginMETA_k141_4450670,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_4457794__full-cat_2_4,SoginMETA_k141_4457794,K09691,ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein,Transporters,NA,NA,Lipopolysaccharide transport system,3,MF
SoginMETA,k141_4457794__full-cat_2_5,SoginMETA_k141_4457794,K09690,ABC-2.LPSE.P; lipopolysaccharide transport system permease protein,Transporters,NA,NA,Lipopolysaccharide transport system,3,MF
SoginMETA,k141_4508330__full-cat_1_6,SoginMETA_k141_4508330,K21636,ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636],MISC,Information systems,Nucleotide,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",2,MKEF
SoginMETA,k141_5762343__full-cat_2_15,SoginMETA_k141_5762343,AA1,AA1 Laccase / p-diphenol:oxygen oxidoreductase / ferroxidase (EC 1.10.3.2); ; ferroxidase (EC 1.10.3.-); Laccase-like multicopper oxidase (EC 1.10.3.-),carbon utilization,CAZY,Polyphenolics Cleavage,Auxiliary Activities,3,MK
SoginMETA,k141_5762343__full-cat_2_17,SoginMETA_k141_5762343,K00058,D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95] [RN:R01513],Organic Nitrogen,Amino Acid,NA,"Serine biosynthesis, glycerate-3P => serine",3,MK
SoginMETA,k141_5762343__full-cat_2_20,SoginMETA_k141_5762343,K02051,ABC.SN.S; sulfonate/nitrate/taurine transport system substrate-binding protein,Transporters,NA,NA,NitT/TauT family transport system,3,M
SoginMETA,k141_5762343__full-cat_2_20,SoginMETA_k141_5762343,K15551,tauA; taurine transport system substrate-binding protein,Transporters,NA,NA,Taurine transport system,3,M
SoginMETA,k141_5762343__full-cat_2_22,SoginMETA_k141_5762343,U69,Self-processing occurs at the Ser846|+|Ala bond.,Organic Nitrogen,Peptidase,NA,Self-processing peptidases,3,M
SoginMETA,k141_5768503__full-cat_1_6,SoginMETA_k141_5768503,NA,NA,NA,NA,NA,NA,2,MKF
SoginMETA,k141_5939899__full-cat_2_39,SoginMETA_k141_5939899,NA,NA,NA,NA,NA,NA,3,MK
SoginMETA,k141_7188645__full-cat_2_8,SoginMETA_k141_7188645,K00145,N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38] [RN:R03443],Organic Nitrogen,Amino Acid,NA,"Ornithine biosynthesis, glutamate => ornithine",2,MK
SoginMETA,k141_7188645__full-cat_2_9,SoginMETA_k141_7188645,K01491,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9] [RN:R01655 R01220],Energy,C1,NA,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway),2,MK
SoginMETA,k141_7228265__full-cat_2_13,SoginMETA_k141_7228265,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_7293741__full-cat_1_6,SoginMETA_k141_7293741,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_8543353__full-cat_2_3,SoginMETA_k141_8543353,K02050,ABC.SN.P; sulfonate/nitrate/taurine transport system permease protein,Transporters,NA,NA,NitT/TauT family transport system,3,MF
SoginMETA,k141_8553708__full-cat_2_4,SoginMETA_k141_8553708,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_8579860__full-cat_2_6,SoginMETA_k141_8579860,K00031,isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709],carbon utilization,central carbon,TCA,"Citrate cycle (TCA cycle, Krebs cycle)",3,MF
SoginMETA,k141_8579860__full-cat_2_6,SoginMETA_k141_8579860,K00031,isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709],carbon utilization,central carbon,TCA,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",3,MF
SoginMETA,k141_8579860__full-cat_2_6,SoginMETA_k141_8579860,K00031,isocitrate dehydrogenase [EC:1.1.1.42] [RN:R00267],Energy,C1,NA,Reductive citrate cycle (Arnon-Buchanan cycle),3,MF
SoginMETA,k141_8579860__full-cat_2_6,SoginMETA_k141_8579860,K00031,isocitrate dehydrogenase [EC:1.1.1.42] [RN:R01899 R00268],Organic Nitrogen,Amino Acid,NA,Methylaspartate cycle,3,MF
SoginMETA,k141_8579860__full-cat_2_7,SoginMETA_k141_8579860,K01637,isocitrate lyase [EC:4.1.3.1] [RN:R00479],carbon utilization,central carbon,glycolysis,Glyoxylate cycle,3,MKF
SoginMETA,k141_9953773__full-cat_2_4,SoginMETA_k141_9953773,K02055,ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein,Transporters,NA,NA,Putative spermidine/putrescine transport system,3,MF
SoginMETA,k141_10171734__full-cat_2_6,SoginMETA_k141_10171734,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_10180763__full-cat_2_2,SoginMETA_k141_10180763,K00560,thymidylate synthase [EC:2.1.1.45] [RN:R02101],MISC,Information systems,Nucleotide,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",3,MF
SoginMETA,k141_10211921__full-cat_2_6,SoginMETA_k141_10211921,K02066,"mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein",Transporters,NA,NA,Phospholipid transport system,3,MF
SoginMETA,k141_10211921__full-cat_2_6,SoginMETA_k141_10211921,K02066,"mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein",Transporters,NA,NA,gamma-Hexachlorocyclohexane transport system,3,MF
SoginMETA,k141_10211921__full-cat_2_6,SoginMETA_k141_10211921,K02066,"mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein",Transporters,NA,NA,Mce transport system,3,MF
SoginMETA,k141_10300810__full-cat_1_6,SoginMETA_k141_10300810,K00558,DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858],Organic Nitrogen,Amino Acid,NA,Methionine degradation,2,M
SoginMETA,k141_10300810__full-cat_1_11,SoginMETA_k141_10300810,NA,NA,NA,NA,NA,NA,2,MK
SoginMETA,k141_10402675__full-cat_1_3,SoginMETA_k141_10402675,NA,NA,NA,NA,NA,NA,1,MKF
SoginMETA,k141_11547679__full-cat_2_7,SoginMETA_k141_11547679,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_11571058__full-cat_2_5,SoginMETA_k141_11571058,K02902,large subunit ribosomal protein L28,MISC,Information systems,NA,"Ribosome, bacteria",3,MTF
SoginMETA,k141_11571058__full-cat_2_6,SoginMETA_k141_11571058,K02913,large subunit ribosomal protein L33,MISC,Information systems,NA,"Ribosome, bacteria",3,MTF
SoginMETA,k141_11585364__full-cat_2_3,SoginMETA_k141_11585364,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_11640753__full-cat_2_2,SoginMETA_k141_11640753,K02004,ABC.CD.P;,Transporters,NA,NA,Putative ABC transport system,3,MF
SoginMETA,k141_11640753__full-cat_2_3,SoginMETA_k141_11640753,NA,NA,NA,NA,NA,NA,3,MKF
SoginMETA,k141_11753045__full-cat_1_5,SoginMETA_k141_11753045,NA,NA,NA,NA,NA,NA,1,MKF
SoginMETA,k141_13153329__full-cat_2_3,SoginMETA_k141_13153329,K02959,small subunit ribosomal protein S16,MISC,Information systems,NA,"Ribosome, bacteria",3,MF
SoginMETA,k141_13153329__full-cat_2_4,SoginMETA_k141_13153329,K02986,small subunit ribosomal protein S4,MISC,Information systems,NA,"Ribosome, bacteria",3,MF
SoginMETA,k141_13153329__full-cat_2_4,SoginMETA_k141_13153329,K02986,small subunit ribosomal protein S4,MISC,Information systems,NA,"Ribosome, archaea",3,MF
