	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with host benefits	Viral genes with unknown function	Viral structure genes	Viral replication genes	Viral genes with viral benefits
k141_588167__full-cat_2	2	False	False	16	0	0	False	0.0	15.0	0.0	1.0	0.0	0.0	0.0
k141_5882282__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_5882928__full-cat_1	1	False	False	12	0	0	False	0.0	10.0	0.0	1.0	1.0	0.0	0.0
k141_5884151__full-cat_1	1	False	False	16	1	0	False	0.0	14.0	0.0	1.0	0.0	1.0	0.0
k141_5887146__full-cat_1	1	False	False	9	0	0	False	0.0	8.0	0.0	0.0	0.0	1.0	0.0
k141_5889231__full-cat_1	1	False	False	5	2	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_5897380__full-cat_2	2	False	False	4	1	0	False	0.25	2.0	2.0	0.0	0.0	0.0	0.0
k141_5900795__full-cat_2	2	False	False	9	0	0	False	0.1111111111111111	6.0	1.0	2.0	0.0	0.0	0.0
k141_5901283__full-cat_1	1	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_5908362__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_5911985__full-cat_2	2	False	False	3	0	0	False	0.0	2.0	0.0	1.0	0.0	0.0	0.0
k141_5913735__full-cat_1	1	False	False	48	4	0	False	0.020833333333333332	29.0	5.0	12.0	1.0	1.0	0.0
k141_591508__full-cat_2	2	False	False	8	1	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_5915456__full-cat_2	2	False	False	12	4	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_5916077__full-cat_1	1	False	False	37	2	0	False	0.05405405405405406	32.0	3.0	2.0	0.0	0.0	0.0
k141_5920598__full-cat_2	2	False	False	4	1	0	False	0.0	1.0	0.0	3.0	0.0	0.0	0.0
k141_5921626__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	4.0	1.0	1.0	0.0	0.0	0.0
k141_5924248__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_5931042__full-cat_1	1	False	False	6	0	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_5940923__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_5941518__full-cat_2	2	False	False	14	2	0	False	0.07142857142857142	11.0	2.0	1.0	0.0	0.0	0.0
k141_5942897__full-cat_2	2	False	False	13	4	2	False	0.07692307692307693	12.0	1.0	0.0	0.0	0.0	0.0
k141_5943688__full-cat_2	2	False	False	3	0	0	False	0.0	2.0	0.0	1.0	0.0	0.0	0.0
k141_594564__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	4.0	1.0	1.0	0.0	0.0	0.0
k141_5946639__full-cat_1	1	False	False	14	0	0	False	0.07142857142857142	9.0	4.0	0.0	1.0	0.0	0.0
k141_5950833__full-cat_2	2	False	False	12	4	0	False	0.0	11.0	0.0	1.0	0.0	0.0	0.0
k141_5953994__full-cat_2	2	False	False	12	2	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_595884__full-cat_2	2	False	False	11	0	0	False	0.09090909090909091	10.0	1.0	0.0	0.0	0.0	0.0
k141_5961757__full-cat_2	2	False	False	28	5	0	False	0.03571428571428571	23.0	2.0	3.0	0.0	0.0	0.0
k141_5965035__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_5965214__full-cat_1	1	False	False	13	0	0	False	0.0	12.0	0.0	1.0	0.0	0.0	0.0
k141_5969065__full-cat_1	1	False	False	10	0	0	False	0.0	7.0	0.0	1.0	1.0	1.0	0.0
k141_597286__full-cat_2	2	False	False	8	5	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_5976057__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_597725__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_5977485__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_597951__full-cat_1	1	False	False	20	2	0	False	0.0	16.0	0.0	3.0	0.0	1.0	0.0
k141_5981628__full-cat_2	2	False	False	9	2	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_598319__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_5984337__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_5986402__full-cat_1	1	False	False	9	3	0	False	0.0	8.0	0.0	0.0	0.0	0.0	1.0
k141_5986890__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_5989835__full-cat_1	1	False	False	10	0	0	False	0.0	6.0	1.0	2.0	1.0	0.0	0.0
k141_599038__full-cat_2	2	False	False	6	0	1	True	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_5994447__full-cat_2	2	False	False	21	1	0	False	0.047619047619047616	18.0	2.0	1.0	0.0	0.0	0.0
k141_5998220__full-cat_2	2	False	False	12	0	1	False	0.0	9.0	1.0	2.0	0.0	0.0	0.0
k141_5999096__full-cat_2	2	False	False	11	0	0	False	0.09090909090909091	9.0	2.0	0.0	0.0	0.0	0.0
k141_5999892__full-cat_2	2	False	False	15	2	0	False	0.06666666666666667	12.0	1.0	2.0	0.0	0.0	0.0
k141_600151__full-cat_2	2	False	False	10	1	0	False	0.0	8.0	1.0	1.0	0.0	0.0	0.0
k141_6004363__full-cat_2	2	False	False	4	0	1	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_6006777__full-cat_2	2	False	False	11	1	0	False	0.0	9.0	0.0	2.0	0.0	0.0	0.0
k141_6012214__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_601281__full-cat_2	2	False	False	6	2	0	True	0.0	5.0	0.0	0.0	0.0	1.0	0.0
k141_6015043__full-cat_1	1	False	False	17	1	0	False	0.058823529411764705	10.0	3.0	4.0	0.0	0.0	0.0
k141_6015247__full-cat_2	2	False	False	7	2	1	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_6016079__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_6016437__full-cat_2	2	False	False	11	5	0	False	0.0	9.0	1.0	1.0	0.0	0.0	0.0
k141_6018853__full-cat_1	1	False	False	9	0	0	False	0.1111111111111111	5.0	1.0	2.0	1.0	0.0	0.0
k141_6019460__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_6022509__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_6024931__full-cat_1	1	False	False	8	1	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_6025706__full-cat_1	1	False	False	7	1	0	False	0.0	4.0	1.0	0.0	0.0	2.0	0.0
k141_6025763__full-cat_2	2	False	False	6	1	0	False	0.3333333333333333	3.0	3.0	0.0	0.0	0.0	0.0
k141_6028379__full-cat_1	1	False	False	6	2	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_6030872__full-cat_2	2	False	False	5	2	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_6031956__full-cat_1	1	False	False	5	0	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_6033705__full-cat_1	1	False	False	7	1	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_6034564__full-cat_2	2	False	False	12	4	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_6036013__full-cat_2	2	False	False	6	4	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_6036614__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_6036701__full-cat_2	2	False	False	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
k141_6039495__full-cat_1	1	False	False	16	3	0	False	0.0	12.0	3.0	1.0	0.0	0.0	0.0
k141_60396__full-cat_2	2	False	False	10	4	0	False	0.2	8.0	2.0	0.0	0.0	0.0	0.0
k141_6039741__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_6039889__full-cat_2	2	False	False	5	0	0	False	0.4	3.0	2.0	0.0	0.0	0.0	0.0
k141_604028__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_6043687__full-cat_2	2	False	False	10	3	0	False	0.0	9.0	0.0	1.0	0.0	0.0	0.0
k141_6046581__full-cat_1	1	False	False	43	0	1	False	0.0	39.0	0.0	4.0	0.0	0.0	0.0
k141_6046969__full-cat_1	1	False	False	14	0	0	False	0.0	7.0	1.0	1.0	2.0	2.0	1.0
k141_6047529__full-cat_2	2	False	False	9	1	0	False	0.1111111111111111	7.0	1.0	1.0	0.0	0.0	0.0
k141_6048426__full-cat_2	2	False	False	18	1	0	False	0.0	18.0	0.0	0.0	0.0	0.0	0.0
k141_6049676__full-cat_1	1	False	False	24	2	0	False	0.0	20.0	1.0	3.0	0.0	0.0	0.0
k141_605283__full-cat_2	2	False	False	5	1	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_6052946__full-cat_1	1	False	False	65	6	0	False	0.015384615384615385	48.0	3.0	12.0	1.0	1.0	0.0
k141_6054778__full-cat_1	1	False	False	10	6	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_6054800__full-cat_2	2	False	False	10	0	0	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
k141_6055785__full-cat_2	2	False	False	8	1	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_6056376__full-cat_2	2	False	False	10	3	0	False	0.1	8.0	2.0	0.0	0.0	0.0	0.0
k141_6058227__full-cat_1	1	False	False	2	0	0	False	0.0	1.0	0.0	1.0	0.0	0.0	0.0
k141_6062469__full-cat_1	1	False	False	22	1	0	False	0.0	19.0	1.0	1.0	0.0	1.0	0.0
k141_6067921__full-cat_1	1	False	False	11	0	0	False	0.0	6.0	0.0	3.0	2.0	0.0	0.0
k141_60681__full-cat_1	1	False	False	4	1	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_6068539__full-cat_2	2	False	False	10	4	1	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_6068740__full-cat_2	2	False	False	6	4	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_6069544__full-cat_2	2	False	False	7	4	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_607077__full-cat_1	1	False	False	13	0	0	False	0.0	11.0	1.0	0.0	1.0	0.0	0.0
k141_6073660__full-cat_1	1	False	False	35	6	0	False	0.0	30.0	0.0	4.0	0.0	1.0	0.0
k141_6076968__full-cat_2	2	False	False	10	0	0	False	0.0	9.0	0.0	1.0	0.0	0.0	0.0
k141_607790__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_6078335__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_6078766__full-cat_2	2	False	False	13	0	0	False	0.0	11.0	0.0	2.0	0.0	0.0	0.0
k141_6079497__full-cat_1	1	False	False	17	0	0	False	0.0	16.0	1.0	0.0	0.0	0.0	0.0
k141_6081571__full-cat_1	1	False	False	9	1	0	False	0.0	7.0	1.0	0.0	0.0	1.0	0.0
k141_6085133__full-cat_2	2	False	False	8	3	0	False	0.0	6.0	0.0	2.0	0.0	0.0	0.0
k141_6086788__full-cat_2	2	False	False	9	1	0	False	0.1111111111111111	8.0	1.0	0.0	0.0	0.0	0.0
k141_6087466__full-cat_2	2	False	False	8	0	0	False	0.0	5.0	1.0	2.0	0.0	0.0	0.0
k141_6088580__full-cat_2	2	False	False	6	2	0	False	0.3333333333333333	4.0	2.0	0.0	0.0	0.0	0.0
k141_6092306__full-cat_1	1	False	False	10	0	0	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
k141_6092434__full-cat_2	2	False	False	16	5	0	False	0.0	16.0	0.0	0.0	0.0	0.0	0.0
k141_6097842__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_6098716__full-cat_1	1	False	False	14	0	0	False	0.07142857142857142	12.0	1.0	1.0	0.0	0.0	0.0
k141_6101835__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	4.0	1.0	1.0	0.0	0.0	0.0
k141_610200__full-cat_1	1	False	False	14	0	0	False	0.0	10.0	1.0	1.0	1.0	1.0	0.0
k141_6102767__full-cat_2	2	False	False	12	0	0	False	0.0	7.0	2.0	1.0	0.0	2.0	0.0
k141_6110451__full-cat_1	1	False	False	4	0	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_6112058__full-cat_1	1	False	False	4	1	0	False	0.0	2.0	0.0	2.0	0.0	0.0	0.0
k141_611301__full-cat_1	1	False	False	6	0	0	False	0.0	3.0	0.0	3.0	0.0	0.0	0.0
k141_6114725__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_6117274__full-cat_2	2	False	False	6	0	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_6119464__full-cat_2	2	False	False	7	2	0	True	0.0	5.0	2.0	0.0	0.0	0.0	0.0
k141_6119982__full-cat_1	1	False	False	11	1	0	False	0.0	8.0	0.0	3.0	0.0	0.0	0.0
k141_6121707__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_6122791__full-cat_2	2	False	False	5	3	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_6123376__full-cat_1	1	False	False	9	0	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_6125016__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_6125058__full-cat_2	2	False	False	4	2	0	False	0.5	2.0	2.0	0.0	0.0	0.0	0.0
k141_6125688__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_6126787__full-cat_1	1	False	False	10	5	1	False	0.0	8.0	1.0	1.0	0.0	0.0	0.0
k141_6128197__full-cat_1	1	False	False	22	2	0	False	0.0	20.0	1.0	1.0	0.0	0.0	0.0
k141_6129485__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_6134385__full-cat_2	2	False	False	9	3	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_6134769__full-cat_2	2	False	False	9	0	1	False	0.1111111111111111	7.0	2.0	0.0	0.0	0.0	0.0
k141_6134988__full-cat_2	2	False	False	7	4	0	False	0.2857142857142857	4.0	2.0	1.0	0.0	0.0	0.0
k141_6135275__full-cat_1	1	False	False	5	0	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_6137247__full-cat_1	1	False	False	8	0	0	False	0.0	4.0	0.0	4.0	0.0	0.0	0.0
k141_61422__full_1-cat_1	1	False	False	15	0	0	False	0.0	9.0	2.0	3.0	1.0	0.0	0.0
k141_6144134__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_6147510__full-cat_1	1	False	False	26	2	0	False	0.038461538461538464	21.0	3.0	2.0	0.0	0.0	0.0
k141_6149411__full-cat_1	1	False	False	9	0	0	False	0.0	8.0	0.0	0.0	0.0	1.0	0.0
k141_6151489__full-cat_2	2	False	False	12	2	0	False	0.16666666666666666	10.0	2.0	0.0	0.0	0.0	0.0
k141_6153184__full-cat_2	2	False	False	10	4	0	False	0.0	9.0	0.0	0.0	0.0	1.0	0.0
k141_6153944__full-cat_1	1	False	False	7	2	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_6155224__full-cat_2	2	False	False	6	2	0	False	0.3333333333333333	4.0	2.0	0.0	0.0	0.0	0.0
k141_6158787__full-cat_2	2	False	False	9	1	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_6159642__full-cat_2	2	False	False	5	0	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_6161103__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	0.0	0.0	0.0	1.0	0.0
k141_616966__full-cat_1	1	False	False	10	4	1	True	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_6170179__full-cat_1	1	False	False	91	6	1	False	0.01098901098901099	63.0	5.0	19.0	2.0	2.0	0.0
k141_6171823__full-cat_1	1	False	False	12	3	0	False	0.0	6.0	0.0	6.0	0.0	0.0	0.0
k141_6173028__full-cat_2	2	False	False	11	2	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_6175877__full-cat_2	2	False	False	8	1	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_6177780__full-cat_1	1	False	False	16	0	0	False	0.0625	13.0	2.0	1.0	0.0	0.0	0.0
k141_6177905__full-cat_2	2	False	False	4	0	0	False	0.25	2.0	2.0	0.0	0.0	0.0	0.0
k141_6178062__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_6179117__full-cat_2	2	False	False	7	3	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_6186291__full-cat_2	2	False	False	4	1	0	False	0.25	2.0	1.0	1.0	0.0	0.0	0.0
k141_618879__full-cat_2	2	False	False	4	3	0	False	0.0	2.0	0.0	2.0	0.0	0.0	0.0
k141_6189175__full-cat_1	1	False	False	18	0	0	False	0.0	15.0	2.0	0.0	1.0	0.0	0.0
k141_6190047__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_6190149__full-cat_2	2	False	False	9	6	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_6192539__full-cat_2	2	False	False	25	0	0	False	0.08	17.0	5.0	3.0	0.0	0.0	0.0
k141_6192847__full-cat_2	2	False	False	10	1	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_6193571__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	4.0	1.0	1.0	0.0	0.0	0.0
k141_6196599__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_619774__full_1-cat_1	1	False	False	6	2	0	False	0.0	4.0	0.0	1.0	0.0	1.0	0.0
k141_619985__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_620204__full-cat_2	2	False	False	10	2	0	False	0.0	9.0	0.0	1.0	0.0	0.0	0.0
k141_6206881__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_6211150__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_6216059__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_6217445__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_6222860__full-cat_1	1	False	False	11	0	0	False	0.09090909090909091	6.0	3.0	1.0	1.0	0.0	0.0
k141_622580__full-cat_1	1	False	False	8	2	0	False	0.125	7.0	1.0	0.0	0.0	0.0	0.0
k141_6228923__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_6229357__full-cat_1	1	False	False	4	0	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_6231958__full-cat_1	1	False	False	32	0	0	False	0.03125	19.0	4.0	7.0	0.0	1.0	1.0
k141_6232028__full-cat_1	1	False	False	5	0	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_6234973__full-cat_2	2	False	False	8	2	0	False	0.25	6.0	2.0	0.0	0.0	0.0	0.0
k141_6235179__full-cat_2	2	False	False	4	2	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
k141_6235846__full-cat_1	1	False	False	8	0	0	False	0.0	6.0	2.0	0.0	0.0	0.0	0.0
k141_6236888__full-cat_2	2	False	False	10	3	0	False	0.3	7.0	3.0	0.0	0.0	0.0	0.0
k141_6237817__full-cat_2	2	False	False	14	0	0	False	0.0	12.0	0.0	1.0	0.0	1.0	0.0
k141_6239627__full-cat_2	2	False	False	7	2	0	True	0.0	5.0	2.0	0.0	0.0	0.0	0.0
k141_6241257__full-cat_2	2	False	False	7	3	0	False	0.2857142857142857	5.0	2.0	0.0	0.0	0.0	0.0
k141_624543__full-cat_2	2	False	False	7	2	0	True	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_6248514__full-cat_1	1	False	False	17	1	0	False	0.0	9.0	0.0	8.0	0.0	0.0	0.0
k141_625033__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_6251094__full-cat_2	2	False	False	6	4	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_6251310__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_62528__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_6258454__full_1-cat_2	2	False	False	3	0	0	False	0.3333333333333333	1.0	1.0	1.0	0.0	0.0	0.0
k141_6258539__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_6258582__full-cat_2	2	False	False	14	2	0	False	0.0	12.0	1.0	0.0	0.0	1.0	0.0
k141_6260013__full-cat_2	2	False	False	4	2	0	False	0.0	3.0	0.0	0.0	1.0	0.0	0.0
k141_6262454__full-cat_2	2	False	False	8	3	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_6268058__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_627710__full-cat_1	1	False	False	16	0	0	False	0.0	4.0	2.0	8.0	1.0	1.0	0.0
k141_6279084__full-cat_1	1	False	False	5	0	1	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_6281913__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_6283640__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_6285636__full-cat_2	2	False	False	4	0	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_6287346__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_6287589__full-cat_1	1	False	False	8	0	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_6288834__full-cat_2	2	False	False	7	3	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_6289124__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_6289670__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	4.0	1.0	2.0	0.0	0.0	0.0
k141_6291257__full-cat_1	1	False	False	36	0	0	False	0.027777777777777776	29.0	2.0	4.0	1.0	0.0	0.0
k141_6292285__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_6294265__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_6296542__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_6298054__full-cat_2	2	False	False	9	2	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_6299510__full-cat_1	1	False	False	78	10	1	False	0.01282051282051282	53.0	8.0	16.0	0.0	1.0	0.0
k141_6299537__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_6303100__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_6303137__full-cat_1	1	False	False	31	0	0	False	0.03225806451612903	28.0	2.0	1.0	0.0	0.0	0.0
k141_6303838__full-cat_2	2	False	False	3	2	0	False	0.3333333333333333	2.0	1.0	0.0	0.0	0.0	0.0
k141_6304647__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_6304726__full-cat_2	2	False	False	5	0	0	False	0.0	3.0	1.0	1.0	0.0	0.0	0.0
k141_6305656__full-cat_2	2	False	False	10	3	1	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
k141_6305766__full-cat_1	1	False	False	11	0	0	False	0.18181818181818182	6.0	3.0	0.0	0.0	1.0	1.0
k141_6306858__full-cat_2	2	False	False	5	1	0	True	0.0	3.0	1.0	1.0	0.0	0.0	0.0
k141_6309272__full-cat_2	2	False	False	4	2	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_6309972__full-cat_2	2	False	False	9	5	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_6311416__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_631419__full-cat_1	1	False	False	8	2	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_6316139__full-cat_2	2	False	False	13	0	1	False	0.0	7.0	0.0	6.0	0.0	0.0	0.0
k141_6317265__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_6318598__full-cat_1	1	False	False	34	2	0	False	0.0	27.0	3.0	3.0	0.0	1.0	0.0
k141_6319212__full-cat_1	1	False	False	7	0	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_6320311__full-cat_2	2	False	False	13	1	0	False	0.0	11.0	1.0	1.0	0.0	0.0	0.0
k141_6321058__full-cat_2	2	False	False	3	0	0	False	0.0	2.0	0.0	1.0	0.0	0.0	0.0
k141_6322022__full-cat_1	1	False	False	44	8	1	False	0.045454545454545456	38.0	5.0	1.0	0.0	0.0	0.0
k141_6322586__full-cat_2	2	False	False	8	0	1	False	0.25	5.0	3.0	0.0	0.0	0.0	0.0
k141_6323125__full-cat_2	2	False	False	5	0	0	False	0.0	3.0	1.0	0.0	0.0	0.0	1.0
k141_6325130__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_6331659__full-cat_2	2	False	False	4	1	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
k141_6332726__full-cat_1	1	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_6333747__full-cat_2	2	False	False	8	2	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
k141_6333845__full-cat_1	1	False	False	9	1	0	False	0.0	2.0	3.0	2.0	0.0	2.0	0.0
k141_6333937__full-cat_1	1	False	False	12	1	0	False	0.0	8.0	0.0	4.0	0.0	0.0	0.0
k141_6335016__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_6337094__full-cat_2	2	False	False	21	5	0	False	0.0	20.0	1.0	0.0	0.0	0.0	0.0
k141_6338241__full-cat_2	2	False	False	16	1	0	False	0.0	16.0	0.0	0.0	0.0	0.0	0.0
k141_633908__full-cat_2	2	False	False	8	1	0	False	0.375	5.0	3.0	0.0	0.0	0.0	0.0
