	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral structure genes	Viral genes with host benefits	Viral replication genes	Viral genes with viral benefits
c_000003051007__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003051571__full-cat_2	2	False	False	10	2	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000003051641__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000003052588__full-cat_2	2	False	False	5	2	1	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003052732__full-cat_2	2	False	False	4	0	0	False	0.5	2	0.0	0.0	2.0	0.0	0.0
c_000003053417__full-cat_2	2	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000003056405__full-cat_2	2	False	False	9	5	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000003057289__full-cat_2	2	False	False	11	4	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000003057624__full-cat_1	1	False	False	8	3	1	False	0.25	6	0.0	0.0	2.0	0.0	0.0
c_000003058641__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000003059665__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003060136__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003060392__full-cat_2	2	False	False	7	2	0	False	0.0	6	0.0	0.0	0.0	1.0	0.0
c_000003061531__full-cat_2	2	False	False	6	1	0	True	0.0	5	0.0	0.0	0.0	1.0	0.0
c_000003064402__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000003067239__full-cat_2	2	False	False	6	3	1	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003067518__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003070923__full-cat_2	2	False	False	9	5	0	False	0.1111111111111111	8	0.0	0.0	1.0	0.0	0.0
c_000003071150__full-cat_2	2	False	False	9	4	0	False	0.2222222222222222	7	0.0	0.0	2.0	0.0	0.0
c_000003071526__full-cat_2	2	False	False	15	3	0	False	0.0	15	0.0	0.0	0.0	0.0	0.0
c_000003073656__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003075664__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003076533__full-cat_2	2	False	False	8	5	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
c_000003077849__full-cat_2	2	False	False	5	1	0	True	0.0	2	0.0	0.0	3.0	0.0	0.0
c_000003077865__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003079615__full-cat_2	2	False	False	15	8	0	False	0.0	15	0.0	0.0	0.0	0.0	0.0
c_000003080158__full-cat_2	2	False	False	4	1	0	False	0.0	3	0.0	1.0	0.0	0.0	0.0
c_000003081539__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000003081819__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003082252__full-cat_2	2	False	False	8	1	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
c_000003083933__full-cat_1	1	False	False	60	4	0	False	0.0	33	18.0	6.0	3.0	0.0	0.0
c_000003084956__full-cat_2	2	False	False	7	4	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003085927__full-cat_2	2	False	False	12	5	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
c_000003087236__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003087820__full-cat_2	2	False	False	10	6	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000003088429__full-cat_2	2	False	False	11	0	0	False	0.0	8	1.0	2.0	0.0	0.0	0.0
c_000003089268__full-cat_2	2	False	False	6	2	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000003090047__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000003090373__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003091612__full-cat_2	2	False	False	8	2	0	True	0.25	6	0.0	0.0	2.0	0.0	0.0
c_000003095879__full-cat_2	2	False	False	10	0	0	False	0.0	8	2.0	0.0	0.0	0.0	0.0
c_000003097726__full-cat_2	2	False	False	11	2	0	False	0.0	9	0.0	0.0	2.0	0.0	0.0
c_000003098334__full-cat_2	2	False	False	11	6	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000003101059__full-cat_1	1	False	False	9	0	0	False	0.0	5	1.0	2.0	1.0	0.0	0.0
c_000003102159__full-cat_2	2	False	False	5	0	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
c_000003106176__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000003108554__full-cat_2	2	False	False	3	0	0	False	0.0	2	1.0	0.0	0.0	0.0	0.0
c_000003108910__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
c_000003108953__full-cat_2	2	False	False	11	4	0	False	0.2727272727272727	6	2.0	0.0	3.0	0.0	0.0
c_000003109463__full-cat_1	1	False	False	11	0	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000003111899__full-cat_2	2	False	False	5	1	1	False	0.2	4	0.0	0.0	1.0	0.0	0.0
c_000003112019__full-cat_2	2	False	False	4	1	0	False	0.25	2	0.0	0.0	2.0	0.0	0.0
c_000003114269__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003115675__full-cat_2	2	False	False	10	0	0	False	0.1	8	1.0	0.0	1.0	0.0	0.0
c_000003116384__full-cat_2	2	False	False	4	2	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000003117659__full-cat_1	1	False	False	7	0	0	False	0.0	5	2.0	0.0	0.0	0.0	0.0
c_000003118010__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003119368__full-cat_2	2	False	False	8	0	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
c_000003121277__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003121283__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003122735__full-cat_2	2	False	False	11	3	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000003122872__full-cat_2	2	False	False	10	1	1	False	0.1	6	3.0	0.0	1.0	0.0	0.0
c_000003125665__full-cat_2	2	False	False	4	0	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000003125956__full-cat_2	2	False	False	10	3	0	False	0.1	8	1.0	0.0	1.0	0.0	0.0
c_000003129387__full-cat_2	2	False	False	11	3	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000003130291__full-cat_2	2	False	False	9	6	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000003132980__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003137408__full-cat_2	2	False	False	22	4	0	False	0.0	22	0.0	0.0	0.0	0.0	0.0
c_000003141034__full-cat_2	2	False	False	3	0	0	False	0.0	2	1.0	0.0	0.0	0.0	0.0
c_000003141283__full-cat_2	2	False	False	7	4	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003141566__full-cat_1	1	False	False	13	1	0	False	0.0	11	2.0	0.0	0.0	0.0	0.0
c_000003144047__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003149279__full-cat_2	2	False	False	21	9	0	False	0.0	17	2.0	0.0	1.0	1.0	0.0
c_000003153969__full-cat_1	1	False	False	21	5	1	False	0.14285714285714285	16	2.0	0.0	3.0	0.0	0.0
c_000003155372__full-cat_2	2	False	False	4	0	0	True	0.0	3	0.0	0.0	0.0	1.0	0.0
c_000003156318__full-cat_1	1	False	False	4	0	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
c_000003158269__full-cat_2	2	False	False	7	3	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
c_000003159204__full-cat_1	1	False	False	6	2	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
c_000003159399__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003160402__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003160740__full-cat_2	2	False	False	14	6	1	False	0.07142857142857142	11	1.0	1.0	1.0	0.0	0.0
c_000003161088__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003162424__full-cat_2	2	False	False	10	4	0	False	0.0	7	3.0	0.0	0.0	0.0	0.0
c_000003163867__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000003164566__full-cat_2	2	False	False	6	3	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000003167038__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000003167192__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003167644__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003168484__full-cat_1	1	False	False	4	1	0	False	0.25	1	1.0	1.0	1.0	0.0	0.0
c_000003169000__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000003170143__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000003170747__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003173626__full-cat_2	2	False	False	6	4	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003173650__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003175176__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003176212__full-cat_2	2	False	False	14	5	0	False	0.0	14	0.0	0.0	0.0	0.0	0.0
c_000003177722__full-cat_1	1	False	False	11	4	2	True	0.09090909090909091	8	0.0	1.0	2.0	0.0	0.0
c_000003182280__full-cat_2	2	False	False	4	3	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003185566__full-cat_2	2	False	False	8	4	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000003186259__full-cat_2	2	False	False	9	0	1	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000003188799__full-cat_2	2	False	False	5	4	0	False	0.4	3	0.0	0.0	2.0	0.0	0.0
c_000003188995__full-cat_2	2	False	False	4	2	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000003191196__full-cat_2	2	False	False	5	0	0	False	0.0	4	0.0	1.0	0.0	0.0	0.0
c_000003191396__full-cat_2	2	False	False	5	1	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
c_000003193112__full-cat_2	2	False	False	5	3	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000003193824__full-cat_2	2	False	False	11	3	2	False	0.0	10	1.0	0.0	0.0	0.0	0.0
c_000003201519__full-cat_1	1	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003201597__full-cat_2	2	False	False	10	2	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000003201636__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000003204052__full-cat_2	2	False	False	6	2	0	True	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000003204763__full-cat_1	1	False	False	10	2	1	False	0.0	7	2.0	0.0	0.0	1.0	0.0
c_000003207171__full-cat_2	2	False	False	12	5	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
c_000003212637__full-cat_2	2	False	False	11	3	1	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000003212886__full-cat_2	2	False	False	5	0	0	False	0.2	3	0.0	0.0	2.0	0.0	0.0
c_000003213311__full-cat_2	2	False	False	14	1	0	False	0.0	12	1.0	0.0	1.0	0.0	0.0
c_000003214815__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000003214858__full-cat_2	2	False	False	7	3	2	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
c_000003215567__full-cat_2	2	False	False	9	5	0	False	0.2222222222222222	7	0.0	0.0	2.0	0.0	0.0
c_000003215948__full-cat_1	1	False	False	12	6	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
c_000003217501__full-cat_2	2	False	False	6	2	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
c_000003218735__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003220433__full-cat_2	2	False	False	4	2	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000003221271__full-cat_2	2	False	False	6	2	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000003221542__full-cat_2	2	False	False	11	4	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000003221596__full-cat_2	2	False	False	6	2	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000003222488__full-cat_2	2	False	False	7	4	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003223757__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003226818__full-cat_2	2	False	False	11	3	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000003227906__full-cat_1	1	False	False	17	5	0	False	0.0	14	0.0	3.0	0.0	0.0	0.0
c_000003228387__full-cat_2	2	False	False	5	2	0	False	0.2	3	0.0	0.0	2.0	0.0	0.0
c_000003233483__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000003234230__full-cat_2	2	False	False	6	1	1	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003241593__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003243000__full-cat_2	2	False	False	7	1	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
c_000003243874__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000003244399__full-cat_2	2	False	False	4	1	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
c_000003245603__full-cat_1	1	False	False	10	3	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000003245629__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003246032__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000003246269__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000003246667__full-cat_2	2	False	False	18	0	0	False	0.0	17	1.0	0.0	0.0	0.0	0.0
c_000003249545__full-cat_2	2	False	False	10	2	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000003249615__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003249721__full-cat_2	2	False	False	5	0	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000003250691__full-cat_2	2	False	False	11	4	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000003251011__full-cat_2	2	False	False	11	1	1	False	0.09090909090909091	10	0.0	0.0	1.0	0.0	0.0
c_000003254198__full-cat_1	1	False	False	13	2	0	False	0.0	8	2.0	3.0	0.0	0.0	0.0
c_000003255978__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000003258361__full-cat_2	2	False	False	5	2	0	False	0.0	3	1.0	0.0	1.0	0.0	0.0
c_000003260804__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000003261027__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003264660__full-cat_1	1	False	False	10	3	0	False	0.2	6	2.0	0.0	2.0	0.0	0.0
c_000003264752__full-cat_2	2	False	False	5	0	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000003266553__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000003268495__full-cat_2	2	False	False	5	2	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
c_000003269451__full-cat_2	2	False	False	10	1	0	False	0.0	9	0.0	1.0	0.0	0.0	0.0
c_000003275058__full-cat_2	2	False	False	10	4	0	False	0.2	8	0.0	0.0	2.0	0.0	0.0
c_000003275392__full-cat_2	2	False	False	6	4	0	True	0.0	4	0.0	0.0	2.0	0.0	0.0
c_000003276501__full-cat_2	2	False	False	7	5	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003279452__full-cat_2	2	False	False	5	0	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000003279711__full-cat_1	1	False	False	24	8	0	False	0.041666666666666664	22	0.0	0.0	2.0	0.0	0.0
c_000003280018__full-cat_2	2	False	False	11	5	1	False	0.18181818181818182	8	0.0	0.0	3.0	0.0	0.0
c_000003284782__full-cat_2	2	False	False	4	3	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000003286130__full-cat_2	2	False	False	5	2	0	False	0.0	3	1.0	0.0	1.0	0.0	0.0
c_000003288811__full-cat_2	2	False	False	3	0	0	False	0.6666666666666666	1	0.0	0.0	2.0	0.0	0.0
c_000003289627__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000003289698__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003292252__full-cat_1	1	False	False	5	1	0	False	0.0	3	2.0	0.0	0.0	0.0	0.0
c_000003292578__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	2	2.0	0.0	2.0	0.0	0.0
c_000003293864__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003296161__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003299518__full-cat_2	2	False	False	5	1	0	False	0.2	3	1.0	0.0	1.0	0.0	0.0
c_000003301454__full-cat_2	2	False	False	4	3	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003302650__full-cat_1	1	False	False	8	0	0	False	0.0	6	0.0	2.0	0.0	0.0	0.0
c_000003303621__full-cat_2	2	False	False	8	1	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
c_000003306674__full-cat_1	1	False	False	5	0	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000003307581__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
c_000003313008__full-cat_2	2	False	False	6	1	1	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003317318__full-cat_2	2	False	False	9	4	0	False	0.1111111111111111	8	0.0	0.0	1.0	0.0	0.0
c_000003317336__full-cat_2	2	False	False	5	0	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
c_000003318461__full-cat_2	2	False	False	8	2	0	True	0.0	7	0.0	0.0	1.0	0.0	0.0
c_000003319472__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003321257__full-cat_1	1	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003322575__full-cat_2	2	False	False	11	1	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000003322655__full-cat_1	1	False	False	28	10	0	False	0.0	28	0.0	0.0	0.0	0.0	0.0
c_000003325976__full-cat_1	1	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000003326721__full-cat_2	2	False	False	6	1	1	False	0.5	3	0.0	0.0	3.0	0.0	0.0
c_000003326984__full-cat_2	2	False	False	4	2	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000003327051__full-cat_2	2	False	False	5	0	0	False	0.2	2	1.0	0.0	2.0	0.0	0.0
c_000003329553__full-cat_2	2	False	False	8	4	1	False	0.125	7	0.0	0.0	1.0	0.0	0.0
c_000003330007__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003330497__full-cat_1	1	False	False	29	1	1	False	0.0	14	9.0	5.0	1.0	0.0	0.0
c_000003330714__full-cat_2	2	False	False	11	2	0	False	0.0	9	2.0	0.0	0.0	0.0	0.0
c_000003333408__full-cat_2	2	False	False	9	4	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
c_000003335644__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000003337439__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003337644__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003339809__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000003340159__full-cat_2	2	False	False	4	2	0	True	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003340229__full-cat_2	2	False	False	4	3	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003340925__full-cat_1	1	False	False	11	2	0	False	0.0	4	0.0	6.0	1.0	0.0	0.0
c_000003344289__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003346937__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003347785__full-cat_2	2	False	False	5	0	0	False	0.2	3	0.0	0.0	2.0	0.0	0.0
c_000003348902__full-cat_2	2	False	False	19	6	0	False	0.0	19	0.0	0.0	0.0	0.0	0.0
c_000003349429__full-cat_2	2	False	False	5	2	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000003350900__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003352660__full-cat_2	2	False	False	5	4	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003352665__full-cat_2	2	False	False	14	0	0	False	0.0	13	0.0	0.0	1.0	0.0	0.0
c_000003352731__full-cat_2	2	False	False	4	0	0	False	0.0	3	0.0	1.0	0.0	0.0	0.0
c_000003353205__full-cat_2	2	False	False	5	2	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
c_000003353435__full-cat_2	2	False	False	2	1	0	False	0.5	1	0.0	0.0	1.0	0.0	0.0
c_000003354572__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003357803__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003358845__full-cat_2	2	False	False	8	0	0	False	0.0	3	2.0	0.0	3.0	0.0	0.0
c_000003359200__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
c_000003359293__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000003360677__full-cat_2	2	False	False	13	4	0	False	0.0	13	0.0	0.0	0.0	0.0	0.0
c_000003361038__full-cat_2	2	False	False	18	7	0	False	0.0	18	0.0	0.0	0.0	0.0	0.0
c_000003361575__full-cat_1	1	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000003368000__full-cat_2	2	False	False	5	1	0	False	0.0	3	0.0	0.0	1.0	0.0	1.0
c_000003370749__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000003370978__full-cat_2	2	False	False	6	0	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000003372690__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003373645__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003376343__full-cat_2	2	False	False	32	11	0	False	0.0	32	0.0	0.0	0.0	0.0	0.0
c_000003377833__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003379777__full-cat_2	2	False	False	7	4	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
c_000003380095__full-cat_2	2	False	False	9	1	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000003380705__full-cat_2	2	False	False	10	0	0	False	0.0	8	0.0	2.0	0.0	0.0	0.0
c_000003382371__full-cat_1	1	False	False	12	0	0	False	0.0	8	4.0	0.0	0.0	0.0	0.0
c_000003382902__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003384598__full-cat_2	2	False	False	5	2	1	False	0.4	3	0.0	0.0	2.0	0.0	0.0
c_000003386845__full-cat_2	2	False	False	9	4	0	False	0.2222222222222222	7	0.0	0.0	2.0	0.0	0.0
c_000003390944__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003391623__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003391964__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003392106__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003394029__full-cat_2	2	False	False	17	0	0	False	0.0	17	0.0	0.0	0.0	0.0	0.0
c_000003394736__full-cat_2	2	False	False	17	7	2	False	0.11764705882352941	12	2.0	1.0	2.0	0.0	0.0
c_000003398848__full-cat_2	2	False	False	5	1	0	False	0.6	2	0.0	0.0	3.0	0.0	0.0
c_000003398985__full-cat_2	2	False	False	5	0	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
c_000003401091__full-cat_2	2	False	False	9	3	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
