	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral genes with host benefits	Viral hypothetical genes	Viral genes with unknown function	Viral genes with viral benefits	Viral replication genes	Viral structure genes
c_000001681519__full-cat_2	2	False	False	10	1	0	False	0.1	1.0	9.0	0.0	0.0	0.0	0.0
c_000001683970__full-cat_2	2	False	False	5	3	0	False	0.2	1.0	4.0	0.0	0.0	0.0	0.0
c_000001688575__full-cat_2	2	False	False	13	5	0	False	0.0	0.0	13.0	0.0	0.0	0.0	0.0
c_000001691176__full-cat_2	2	False	False	6	4	0	False	0.0	0.0	6.0	0.0	0.0	0.0	0.0
c_000001691269__full-cat_2	2	False	False	18	3	2	False	0.0	0.0	18.0	0.0	0.0	0.0	0.0
c_000001691912__full-cat_2	2	False	False	64	19	10	True	0.09375	7.0	52.0	5.0	0.0	0.0	0.0
c_000001692375__full-cat_1	1	False	False	10	4	2	True	0.1	2.0	8.0	0.0	0.0	0.0	0.0
c_000001692469__full-cat_1	1	False	False	6	0	0	False	0.0	0.0	4.0	1.0	0.0	1.0	0.0
c_000001695722__full-cat_2	2	False	False	9	1	0	True	0.0	0.0	9.0	0.0	0.0	0.0	0.0
c_000001695979__full-cat_2	2	False	False	10	4	0	False	0.0	0.0	10.0	0.0	0.0	0.0	0.0
c_000001696962__full-cat_1	1	False	False	3	0	0	False	0.0	0.0	2.0	1.0	0.0	0.0	0.0
c_000001697951__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	1.0	6.0	0.0	0.0	0.0	0.0
c_000001698493__full-cat_2	2	False	False	20	13	2	False	0.1	2.0	17.0	1.0	0.0	0.0	0.0
c_000001699973__full-cat_2	2	False	False	21	4	0	False	0.09523809523809523	2.0	15.0	3.0	1.0	0.0	0.0
c_000001701392__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	2.0	4.0	0.0	0.0	0.0	0.0
c_000001701624__full-cat_2	2	False	False	4	0	0	False	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001701755__full-cat_2	2	False	False	8	1	0	False	0.0	0.0	8.0	0.0	0.0	0.0	0.0
c_000001704673__full-cat_1	1	False	False	6	1	0	False	0.0	2.0	3.0	1.0	0.0	0.0	0.0
c_000001707840__full-cat_2	2	False	False	5	2	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001708648__full-cat_2	2	False	False	4	2	0	False	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001709245__full-cat_2	2	False	False	7	4	0	False	0.0	0.0	6.0	0.0	0.0	1.0	0.0
c_000001709339__full-cat_1	1	False	False	17	3	0	False	0.0	0.0	17.0	0.0	0.0	0.0	0.0
c_000001710673__full-cat_1	1	False	False	15	0	0	False	0.0	1.0	7.0	4.0	0.0	1.0	2.0
c_000001712064__full-cat_1	1	False	False	55	5	0	False	0.0	0.0	53.0	2.0	0.0	0.0	0.0
c_000001714226__full-cat_2	2	False	False	8	2	0	False	0.0	0.0	8.0	0.0	0.0	0.0	0.0
c_000001714712__full-cat_2	2	False	False	7	2	0	False	0.2857142857142857	2.0	4.0	1.0	0.0	0.0	0.0
c_000001718722__full-cat_2	2	False	False	5	3	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001721528__full-cat_2	2	False	False	9	3	0	False	0.0	0.0	9.0	0.0	0.0	0.0	0.0
c_000001722129__full-cat_2	2	False	False	9	4	0	False	0.1111111111111111	1.0	8.0	0.0	0.0	0.0	0.0
c_000001725969__full-cat_1	1	False	False	7	2	0	False	0.14285714285714285	1.0	5.0	1.0	0.0	0.0	0.0
c_000001725976__full-cat_2	2	False	False	7	1	0	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000001726034__full-cat_2	2	False	False	5	2	0	False	0.2	1.0	4.0	0.0	0.0	0.0	0.0
c_000001726706__full-cat_2	2	False	False	6	2	0	False	0.0	1.0	3.0	1.0	0.0	1.0	0.0
c_000001726817__full-cat_2	2	False	False	12	2	0	False	0.0	0.0	12.0	0.0	0.0	0.0	0.0
c_000001727243__full-cat_1	1	False	False	14	7	2	True	0.07142857142857142	2.0	12.0	0.0	0.0	0.0	0.0
c_000001728279__full-cat_1	1	False	False	2	0	0	False	0.0	1.0	1.0	0.0	0.0	0.0	0.0
c_000001731206__full-cat_2	2	False	False	4	2	0	False	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001732155__full-cat_2	2	False	False	4	2	0	False	0.25	1.0	2.0	1.0	0.0	0.0	0.0
c_000001735528__full-cat_2	2	False	False	8	3	0	False	0.0	0.0	8.0	0.0	0.0	0.0	0.0
c_000001735540__full-cat_2	2	False	False	10	5	0	False	0.0	0.0	8.0	1.0	0.0	1.0	0.0
c_000001738161__full-cat_2	2	False	False	8	3	0	False	0.0	0.0	8.0	0.0	0.0	0.0	0.0
c_000001739437__full-cat_2	2	False	False	8	3	0	False	0.0	0.0	8.0	0.0	0.0	0.0	0.0
c_000001739962__full-cat_2	2	False	False	11	2	0	False	0.0	0.0	10.0	1.0	0.0	0.0	0.0
c_000001740647__full-cat_2	2	False	False	7	0	0	False	0.0	1.0	6.0	0.0	0.0	0.0	0.0
c_000001741019__full-cat_2	2	False	False	13	7	0	True	0.0	0.0	12.0	1.0	0.0	0.0	0.0
c_000001741236__full-cat_2	2	False	False	9	2	0	False	0.0	0.0	7.0	2.0	0.0	0.0	0.0
c_000001741332__full-cat_2	2	False	False	5	2	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001742061__full-cat_2	2	False	False	8	4	0	False	0.125	1.0	7.0	0.0	0.0	0.0	0.0
c_000001742660__full-cat_1	1	False	False	12	2	0	False	0.0	0.0	12.0	0.0	0.0	0.0	0.0
c_000001743182__full-cat_1	1	False	False	26	0	0	False	0.0	3.0	8.0	12.0	0.0	1.0	2.0
c_000001743800__full-cat_2	2	False	False	9	2	0	False	0.0	0.0	9.0	0.0	0.0	0.0	0.0
c_000001744389__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	1.0	6.0	0.0	0.0	0.0	0.0
c_000001745597__full-cat_1	1	False	False	14	1	0	False	0.0	0.0	13.0	0.0	0.0	1.0	0.0
c_000001745840__full-cat_2	2	False	False	4	2	0	False	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001746325__full-cat_2	2	False	False	33	11	0	False	0.06060606060606061	3.0	29.0	1.0	0.0	0.0	0.0
c_000001746362__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	1.0	6.0	0.0	0.0	0.0	0.0
c_000001746399__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	1.0	2.0	0.0	0.0	0.0	0.0
c_000001748840__full-cat_2	2	False	False	4	2	0	False	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001749293__full-cat_2	2	False	False	12	4	0	False	0.0	4.0	8.0	0.0	0.0	0.0	0.0
c_000001749397__full-cat_2	2	False	False	7	4	0	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000001749529__full-cat_2	2	False	False	5	1	0	False	0.0	1.0	4.0	0.0	0.0	0.0	0.0
c_000001752276__full-cat_2	2	False	False	14	0	0	False	0.0	2.0	11.0	1.0	0.0	0.0	0.0
c_000001752641__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	5.0	1.0	0.0	0.0	0.0
c_000001753533__full-cat_2	2	False	False	25	12	0	False	0.04	1.0	24.0	0.0	0.0	0.0	0.0
c_000001755259__full-cat_2	2	False	False	6	0	0	False	0.0	0.0	6.0	0.0	0.0	0.0	0.0
c_000001760415__full-cat_2	2	False	False	7	3	0	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000001760839__full-cat_2	2	False	False	6	1	0	True	0.3333333333333333	2.0	3.0	0.0	0.0	1.0	0.0
c_000001762499__full-cat_2	2	False	False	14	4	0	False	0.0	0.0	10.0	4.0	0.0	0.0	0.0
c_000001762537__full-cat_2	2	False	False	6	1	0	False	0.0	0.0	6.0	0.0	0.0	0.0	0.0
c_000001763534__full-cat_2	2	False	False	5	2	0	False	0.2	2.0	3.0	0.0	0.0	0.0	0.0
c_000001763536__full-cat_1	1	False	False	7	1	0	False	0.2857142857142857	2.0	3.0	2.0	0.0	0.0	0.0
c_000001763768__full-cat_2	2	False	False	8	3	0	False	0.0	0.0	8.0	0.0	0.0	0.0	0.0
c_000001765068__full-cat_2	2	False	False	7	0	0	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000001765069__full-cat_2	2	False	False	4	2	0	False	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001766488__full-cat_1	1	False	False	12	4	0	False	0.0	3.0	8.0	1.0	0.0	0.0	0.0
c_000001768041__full-cat_1	1	False	False	24	10	0	False	0.0	0.0	23.0	1.0	0.0	0.0	0.0
c_000001770003__full-cat_2	2	False	False	3	2	0	False	0.0	0.0	3.0	0.0	0.0	0.0	0.0
c_000001771127__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	6.0	0.0	0.0	0.0	0.0
c_000001772461__full-cat_2	2	False	False	9	4	0	False	0.1111111111111111	1.0	8.0	0.0	0.0	0.0	0.0
c_000001773746__full-cat_2	2	False	False	16	8	0	False	0.0625	1.0	15.0	0.0	0.0	0.0	0.0
c_000001773934__full-cat_2	2	False	False	5	1	0	False	0.0	1.0	4.0	0.0	0.0	0.0	0.0
c_000001775955__full-cat_2	2	False	False	7	3	0	False	0.0	0.0	6.0	1.0	0.0	0.0	0.0
c_000001778226__full-cat_2	2	False	False	4	1	0	False	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001778851__full-cat_1	1	False	False	25	1	0	False	0.08	2.0	22.0	1.0	0.0	0.0	0.0
c_000001779921__full-cat_2	2	False	False	4	1	0	False	0.0	0.0	3.0	1.0	0.0	0.0	0.0
c_000001781441__full-cat_2	2	False	False	7	3	0	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000001782259__full-cat_2	2	False	False	3	0	0	False	0.0	0.0	3.0	0.0	0.0	0.0	0.0
c_000001783663__full-cat_2	2	False	False	5	2	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001784326__full-cat_2	2	False	False	5	2	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001787408__full-cat_2	2	False	False	14	7	0	False	0.07142857142857142	1.0	13.0	0.0	0.0	0.0	0.0
c_000001787429__full-cat_1	1	False	False	11	0	1	False	0.0	0.0	7.0	4.0	0.0	0.0	0.0
c_000001788670__full-cat_1	1	False	False	10	2	1	True	0.1	1.0	9.0	0.0	0.0	0.0	0.0
c_000001789933__full-cat_2	2	False	False	9	4	0	False	0.0	0.0	9.0	0.0	0.0	0.0	0.0
c_000001790019__full-cat_1	1	False	False	4	0	0	False	0.0	0.0	2.0	2.0	0.0	0.0	0.0
c_000001790261__full-cat_1	1	False	False	18	8	1	True	0.2777777777777778	5.0	10.0	2.0	0.0	1.0	0.0
c_000001790604__full-cat_2	2	False	False	9	1	0	False	0.0	0.0	8.0	1.0	0.0	0.0	0.0
c_000001792069__full-cat_2	2	False	False	8	3	0	False	0.125	1.0	7.0	0.0	0.0	0.0	0.0
c_000001792120__full-cat_2	2	False	False	4	1	0	False	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001792126__full-cat_2	2	False	False	4	1	0	False	0.25	1.0	3.0	0.0	0.0	0.0	0.0
c_000001792725__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	1.0	5.0	1.0	0.0	0.0	0.0
c_000001796635__full-cat_2	2	False	False	6	1	0	False	0.0	0.0	6.0	0.0	0.0	0.0	0.0
c_000001797587__full-cat_2	2	False	False	4	0	0	False	0.25	1.0	3.0	0.0	0.0	0.0	0.0
c_000001797927__full-cat_2	2	False	False	7	3	1	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000001799186__full-cat_2	2	False	False	8	2	0	False	0.0	0.0	8.0	0.0	0.0	0.0	0.0
c_000001799381__full-cat_2	2	False	False	4	0	0	False	0.0	0.0	3.0	1.0	0.0	0.0	0.0
c_000001801407__full-cat_2	2	False	False	6	3	0	False	0.0	0.0	5.0	1.0	0.0	0.0	0.0
c_000001804187__full-cat_2	2	False	False	5	1	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001805120__full-cat_1	1	False	False	16	0	0	False	0.0	1.0	13.0	2.0	0.0	0.0	0.0
c_000001806661__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	1.0	6.0	0.0	0.0	0.0	0.0
c_000001807486__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	1.0	5.0	0.0	0.0	0.0	0.0
c_000001809088__full-cat_2	2	False	False	12	0	0	False	0.0	0.0	10.0	1.0	0.0	0.0	1.0
c_000001809379__full-cat_2	2	False	False	14	2	0	False	0.0	1.0	11.0	2.0	0.0	0.0	0.0
c_000001810961__full-cat_2	2	False	False	12	2	0	False	0.0	0.0	12.0	0.0	0.0	0.0	0.0
c_000001811681__full-cat_2	2	False	False	3	1	0	False	0.0	0.0	3.0	0.0	0.0	0.0	0.0
c_000001812752__full-cat_2	2	False	False	8	3	0	False	0.125	1.0	7.0	0.0	0.0	0.0	0.0
c_000001813335__full-cat_1	1	False	False	20	5	0	False	0.05	2.0	13.0	3.0	0.0	2.0	0.0
c_000001814371__full-cat_2	2	False	False	7	0	0	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000001814534__full-cat_2	2	False	False	9	0	0	False	0.0	0.0	9.0	0.0	0.0	0.0	0.0
c_000001816183__full-cat_2	2	False	False	3	0	0	False	0.0	0.0	3.0	0.0	0.0	0.0	0.0
c_000001818781__full-cat_2	2	False	False	7	1	0	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000001819376__full-cat_2	2	False	False	19	8	0	False	0.0	0.0	19.0	0.0	0.0	0.0	0.0
c_000001819637__full-cat_2	2	False	False	9	4	0	False	0.0	0.0	8.0	1.0	0.0	0.0	0.0
c_000001822915__full-cat_2	2	False	False	9	3	0	False	0.1111111111111111	2.0	6.0	1.0	0.0	0.0	0.0
c_000001825907__full-cat_1	1	False	False	13	0	0	False	0.0	0.0	7.0	6.0	0.0	0.0	0.0
c_000001827878__full-cat_2	2	False	False	5	2	0	False	0.2	1.0	4.0	0.0	0.0	0.0	0.0
c_000001827963__full-cat_2	2	False	False	14	3	0	False	0.0	0.0	14.0	0.0	0.0	0.0	0.0
c_000001830986__full-cat_2	2	False	False	9	4	0	False	0.0	0.0	9.0	0.0	0.0	0.0	0.0
c_000001831247__full-cat_2	2	False	False	24	4	0	False	0.041666666666666664	2.0	20.0	0.0	0.0	1.0	1.0
c_000001832114__full-cat_1	1	False	False	16	3	0	False	0.0	2.0	12.0	1.0	0.0	1.0	0.0
c_000001834606__full-cat_2	2	False	False	11	2	0	False	0.09090909090909091	1.0	10.0	0.0	0.0	0.0	0.0
c_000001835557__full-cat_2	2	False	False	9	0	0	False	0.0	0.0	6.0	2.0	0.0	0.0	1.0
c_000001837518__full-cat_2	2	False	False	4	0	0	False	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001837724__full-cat_2	2	False	False	6	3	0	False	0.0	0.0	5.0	1.0	0.0	0.0	0.0
c_000001840354__full-cat_2	2	False	False	11	3	1	False	0.09090909090909091	2.0	5.0	4.0	0.0	0.0	0.0
c_000001843074__full-cat_2	2	False	False	3	1	0	False	0.0	0.0	3.0	0.0	0.0	0.0	0.0
c_000001843646__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	4.0	2.0	0.0	0.0	0.0
c_000001843953__full-cat_2	2	False	False	12	4	0	False	0.0	0.0	12.0	0.0	0.0	0.0	0.0
c_000001844711__full-cat_1	1	False	False	12	0	0	False	0.16666666666666666	2.0	10.0	0.0	0.0	0.0	0.0
c_000001848116__full-cat_1	1	False	False	5	1	0	False	0.0	1.0	2.0	1.0	0.0	0.0	1.0
c_000001850419__full-cat_2	2	False	False	5	1	0	True	0.0	1.0	4.0	0.0	0.0	0.0	0.0
c_000001852374__full-cat_2	2	False	False	10	2	0	False	0.0	0.0	10.0	0.0	0.0	0.0	0.0
c_000001854725__full-cat_2	2	False	False	12	2	0	False	0.0	1.0	11.0	0.0	0.0	0.0	0.0
c_000001856057__full-cat_2	2	False	False	3	0	0	False	0.0	0.0	3.0	0.0	0.0	0.0	0.0
c_000001856478__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	6.0	0.0	0.0	0.0	0.0
c_000001857388__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	2.0	5.0	0.0	0.0	0.0	0.0
c_000001860029__full-cat_2	2	False	False	9	3	0	False	0.1111111111111111	1.0	8.0	0.0	0.0	0.0	0.0
c_000001860385__full-cat_2	2	False	False	14	4	0	False	0.0	1.0	13.0	0.0	0.0	0.0	0.0
c_000001863843__full-cat_2	2	False	False	5	3	0	False	0.2	1.0	3.0	1.0	0.0	0.0	0.0
c_000001863998__full-cat_2	2	False	False	4	0	0	False	0.25	1.0	2.0	1.0	0.0	0.0	0.0
c_000001864341__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001866529__full-cat_2	2	False	False	7	1	1	False	0.0	1.0	6.0	0.0	0.0	0.0	0.0
c_000001868293__full-cat_2	2	False	False	12	2	0	False	0.0	1.0	10.0	1.0	0.0	0.0	0.0
c_000001868720__full-cat_2	2	False	False	16	3	0	False	0.0	0.0	16.0	0.0	0.0	0.0	0.0
c_000001872365__full-cat_2	2	False	False	6	3	0	True	0.0	0.0	6.0	0.0	0.0	0.0	0.0
c_000001872687__full-cat_2	2	False	False	12	7	0	False	0.08333333333333333	2.0	10.0	0.0	0.0	0.0	0.0
c_000001873205__full-cat_2	2	False	False	5	1	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001876085__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	1.0	6.0	0.0	0.0	0.0	0.0
c_000001877343__full-cat_2	2	False	False	5	0	0	False	0.4	2.0	3.0	0.0	0.0	0.0	0.0
c_000001877570__full-cat_2	2	False	False	2	1	0	False	0.0	0.0	2.0	0.0	0.0	0.0	0.0
c_000001878331__full-cat_2	2	False	False	5	1	0	False	0.0	1.0	3.0	1.0	0.0	0.0	0.0
c_000001878478__full-cat_2	2	False	False	2	1	0	False	0.0	0.0	2.0	0.0	0.0	0.0	0.0
c_000001878685__full-cat_2	2	False	False	6	1	0	False	0.0	0.0	5.0	0.0	0.0	1.0	0.0
c_000001879075__full-cat_2	2	False	False	10	5	0	False	0.1	2.0	8.0	0.0	0.0	0.0	0.0
c_000001879262__full-cat_2	2	False	False	2	0	0	False	0.0	0.0	1.0	1.0	0.0	0.0	0.0
c_000001879287__full-cat_1	1	False	False	61	4	0	False	0.03278688524590164	4.0	52.0	4.0	0.0	1.0	0.0
c_000001879596__full-cat_2	2	False	False	6	3	0	False	0.0	0.0	6.0	0.0	0.0	0.0	0.0
c_000001882736__full-cat_2	2	False	False	6	2	0	False	0.0	1.0	5.0	0.0	0.0	0.0	0.0
c_000001882846__full-cat_2	2	False	False	4	0	1	False	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001884884__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	6.0	0.0	0.0	0.0	0.0
c_000001889586__full-cat_2	2	False	False	13	2	1	False	0.07692307692307693	1.0	7.0	5.0	0.0	0.0	0.0
c_000001891646__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001891967__full-cat_2	2	False	False	3	0	0	False	0.0	0.0	3.0	0.0	0.0	0.0	0.0
c_000001893572__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001894168__full-cat_2	2	False	False	5	1	0	False	0.2	1.0	4.0	0.0	0.0	0.0	0.0
c_000001895029__full-cat_2	2	False	False	8	2	0	False	0.125	1.0	7.0	0.0	0.0	0.0	0.0
c_000001895301__full-cat_2	2	False	False	8	3	0	False	0.0	0.0	8.0	0.0	0.0	0.0	0.0
c_000001896915__full-cat_2	2	False	False	6	3	0	False	0.0	0.0	6.0	0.0	0.0	0.0	0.0
c_000001901069__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	5.0	1.0	0.0	0.0	0.0
c_000001901957__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	6.0	0.0	0.0	0.0	0.0
c_000001902805__full-cat_2	2	False	False	3	1	0	False	0.0	0.0	3.0	0.0	0.0	0.0	0.0
c_000001904543__full-cat_2	2	False	False	8	3	0	False	0.0	1.0	7.0	0.0	0.0	0.0	0.0
c_000001906392__full-cat_2	2	False	False	5	3	0	True	0.0	1.0	4.0	0.0	0.0	0.0	0.0
c_000001906453__full-cat_2	2	False	False	10	2	0	False	0.0	1.0	8.0	1.0	0.0	0.0	0.0
c_000001908658__full-cat_2	2	False	False	5	1	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001911293__full-cat_2	2	False	False	5	2	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001911649__full-cat_2	2	False	False	5	2	0	False	0.0	1.0	4.0	0.0	0.0	0.0	0.0
c_000001913154__full-cat_2	2	False	False	5	3	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001913260__full-cat_2	2	False	False	4	0	0	False	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001914928__full-cat_1	1	False	False	7	0	0	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000001919570__full-cat_2	2	False	False	7	3	0	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000001920185__full-cat_2	2	False	False	4	2	0	False	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001920886__full-cat_2	2	False	False	18	6	0	False	0.0	0.0	18.0	0.0	0.0	0.0	0.0
c_000001920932__full-cat_2	2	False	False	4	0	0	False	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001921195__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	1.0	5.0	0.0	0.0	0.0	0.0
c_000001922815__full-cat_1	1	False	False	14	0	0	False	0.07142857142857142	2.0	11.0	0.0	0.0	1.0	0.0
c_000001923409__full-cat_2	2	False	False	63	15	6	False	0.015873015873015872	1.0	59.0	3.0	0.0	0.0	0.0
c_000001923423__full-cat_2	2	False	False	6	4	0	False	0.0	0.0	6.0	0.0	0.0	0.0	0.0
c_000001923544__full-cat_2	2	False	False	7	2	0	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000001924927__full-cat_2	2	False	False	15	2	0	False	0.0	0.0	15.0	0.0	0.0	0.0	0.0
c_000001928362__full-cat_2	2	False	False	7	4	0	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000001928594__full-cat_2	2	False	False	4	0	0	False	0.0	1.0	3.0	0.0	0.0	0.0	0.0
c_000001929960__full-cat_2	2	False	False	7	4	0	False	0.0	0.0	6.0	1.0	0.0	0.0	0.0
c_000001931472__full-cat_2	2	False	False	2	1	0	False	0.0	0.0	1.0	1.0	0.0	0.0	0.0
c_000001936006__full-cat_2	2	False	False	7	2	0	False	0.0	1.0	5.0	0.0	1.0	0.0	0.0
c_000001936999__full-cat_2	2	False	False	6	1	1	False	0.0	0.0	6.0	0.0	0.0	0.0	0.0
c_000001937495__full-cat_2	2	False	False	4	1	0	True	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001938861__full-cat_2	2	False	False	4	1	0	False	0.0	0.0	3.0	1.0	0.0	0.0	0.0
c_000001940117__full-cat_2	2	False	False	3	1	0	False	0.0	0.0	3.0	0.0	0.0	0.0	0.0
c_000001940237__full-cat_2	2	False	False	7	2	0	False	0.0	1.0	6.0	0.0	0.0	0.0	0.0
c_000001942231__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001942492__full-cat_2	2	False	False	3	0	0	False	0.0	0.0	3.0	0.0	0.0	0.0	0.0
c_000001942864__full-cat_2	2	False	False	4	1	0	True	0.0	0.0	3.0	1.0	0.0	0.0	0.0
c_000001944152__full-cat_2	2	False	False	5	1	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001947957__full-cat_2	2	False	False	8	1	0	False	0.125	1.0	7.0	0.0	0.0	0.0	0.0
c_000001948800__full-cat_2	2	False	False	9	1	0	False	0.0	0.0	9.0	0.0	0.0	0.0	0.0
c_000001950545__full-cat_2	2	False	False	3	0	0	False	0.0	0.0	3.0	0.0	0.0	0.0	0.0
c_000001952004__full-cat_2	2	False	False	6	3	0	False	0.0	0.0	5.0	0.0	1.0	0.0	0.0
c_000001953001__full-cat_2	2	False	False	7	5	0	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000001953327__full-cat_2	2	False	False	8	3	1	False	0.125	1.0	7.0	0.0	0.0	0.0	0.0
c_000001953740__full-cat_2	2	False	False	6	0	0	False	0.5	3.0	3.0	0.0	0.0	0.0	0.0
c_000001953769__full-cat_2	2	False	False	18	7	0	False	0.0	0.0	18.0	0.0	0.0	0.0	0.0
c_000001953997__full-cat_2	2	False	False	8	3	0	False	0.0	0.0	8.0	0.0	0.0	0.0	0.0
c_000001954632__full-cat_2	2	False	False	3	1	0	False	0.0	0.0	3.0	0.0	0.0	0.0	0.0
c_000001955599__full-cat_1	1	False	False	8	4	0	False	0.25	2.0	5.0	1.0	0.0	0.0	0.0
c_000001957529__full-cat_2	2	False	False	11	0	0	False	0.0	0.0	10.0	1.0	0.0	0.0	0.0
c_000001958102__full-cat_2	2	False	False	15	1	0	False	0.0	0.0	15.0	0.0	0.0	0.0	0.0
c_000001959273__full-cat_1	1	False	False	14	0	0	False	0.0	0.0	12.0	1.0	0.0	0.0	1.0
c_000001961644__full-cat_2	2	False	False	3	0	0	False	0.0	1.0	2.0	0.0	0.0	0.0	0.0
c_000001961743__full-cat_2	2	False	False	6	3	0	False	0.0	0.0	6.0	0.0	0.0	0.0	0.0
c_000001962407__full-cat_1	1	False	False	13	2	0	False	0.0	0.0	12.0	0.0	0.0	1.0	0.0
c_000001965357__full-cat_2	2	False	False	10	6	0	False	0.0	0.0	10.0	0.0	0.0	0.0	0.0
c_000001967721__full-cat_1	1	False	False	17	3	0	False	0.0	1.0	12.0	3.0	0.0	0.0	1.0
c_000001969349__full-cat_2	2	False	False	5	2	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001969732__full-cat_2	2	False	False	14	1	0	False	0.0	0.0	14.0	0.0	0.0	0.0	0.0
c_000001970313__full-cat_2	2	False	False	7	3	0	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000001971140__full-cat_1	1	False	False	13	0	0	False	0.0	2.0	8.0	1.0	0.0	1.0	1.0
c_000001972599__full-cat_2	2	False	False	4	0	0	False	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001973345__full-cat_2	2	False	False	37	14	2	False	0.02702702702702703	1.0	36.0	0.0	0.0	0.0	0.0
c_000001973745__full-cat_1	1	False	False	7	0	0	False	0.14285714285714285	1.0	4.0	2.0	0.0	0.0	0.0
c_000001974906__full-cat_2	2	False	False	10	1	0	False	0.0	0.0	9.0	1.0	0.0	0.0	0.0
c_000001975669__full-cat_2	2	False	False	16	4	0	False	0.125	2.0	14.0	0.0	0.0	0.0	0.0
c_000001976718__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001977022__full-cat_2	2	False	False	4	2	0	False	0.0	0.0	4.0	0.0	0.0	0.0	0.0
c_000001977285__full-cat_2	2	False	False	12	5	0	False	0.08333333333333333	1.0	11.0	0.0	0.0	0.0	0.0
