	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral replication genes	Viral genes with host benefits	Viral genes with viral benefits	Viral structure genes
k141_3350837__full-cat_2	2	False	False	20	0	0	False	0.0	19	1.0	0.0	0.0	0.0	0.0
k141_3356565__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_3357096__full-cat_1	1	False	False	10	0	0	False	0.0	9	0.0	1.0	0.0	0.0	0.0
k141_3363219__full-cat_1	1	False	False	24	9	0	False	0.041666666666666664	21	2.0	0.0	1.0	0.0	0.0
k141_3369121__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_3388624__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_3395353__full-cat_1	1	False	False	12	0	0	False	0.0	9	1.0	0.0	1.0	0.0	1.0
k141_3397688__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_3408936__full-cat_2	2	False	False	30	3	0	False	0.06666666666666667	25	2.0	1.0	2.0	0.0	0.0
k141_3416304__full-cat_2	2	False	False	12	1	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
k141_3419506__full-cat_2	2	False	False	18	1	0	False	0.0	17	1.0	0.0	0.0	0.0	0.0
k141_3422967__full-cat_2	2	False	False	7	5	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_3429855__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_3434073__full-cat_1	1	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_3460667__full-cat_1	1	False	False	5	0	0	False	0.0	3	0.0	0.0	1.0	0.0	1.0
k141_3464322__full-cat_2	2	False	False	10	0	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_3465507__full-cat_2	2	False	False	7	4	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_3468086__full-cat_2	2	False	False	32	0	0	False	0.03125	25	2.0	0.0	3.0	2.0	0.0
k141_3469641__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_3469661__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	4	2.0	0.0	1.0	0.0	0.0
k141_3477942__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_3480074__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_3486700__full-cat_1	1	False	False	18	3	0	False	0.0	15	1.0	0.0	1.0	0.0	1.0
k141_440959__full-cat_2	2	False	False	7	5	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_455910__full-cat_2	2	False	False	7	4	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_4611555__full-cat_1	1	False	False	12	0	0	False	0.0	11	0.0	0.0	1.0	0.0	0.0
k141_4614697__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
k141_4622207__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_4632236__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
k141_4646796__full-cat_2	2	False	False	3	2	0	False	0.3333333333333333	2	0.0	0.0	1.0	0.0	0.0
k141_4654369__full-cat_2	2	False	False	8	2	0	False	0.125	6	1.0	0.0	1.0	0.0	0.0
k141_4654927__full-cat_2	2	False	False	10	7	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_4663907__full-cat_1	1	False	False	15	2	0	False	0.06666666666666667	10	0.0	0.0	4.0	1.0	0.0
k141_4667657__full-cat_1	1	False	False	11	1	0	False	0.0	8	1.0	2.0	0.0	0.0	0.0
k141_4673808__full-cat_2	2	False	False	11	0	0	False	0.18181818181818182	8	0.0	1.0	2.0	0.0	0.0
k141_4681809__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_4686837__full-cat_1	1	False	False	26	0	0	False	0.038461538461538464	21	0.0	0.0	4.0	0.0	1.0
k141_4687866__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_4690659__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_4691138__full-cat_2	2	False	False	5	2	0	False	0.2	3	0.0	0.0	2.0	0.0	0.0
k141_4692872__full-cat_2	2	False	False	5	0	0	True	0.0	4	0.0	0.0	1.0	0.0	0.0
k141_4704873__full-cat_1	1	False	False	6	1	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_4707651__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_4708219__full-cat_1	1	False	False	13	0	0	False	0.07692307692307693	11	1.0	0.0	1.0	0.0	0.0
k141_4718935__full-cat_1	1	False	False	6	1	0	False	0.0	3	1.0	0.0	2.0	0.0	0.0
k141_4728207__full-cat_2	2	False	False	14	0	0	False	0.0	13	0.0	0.0	1.0	0.0	0.0
k141_4729765__full-cat_2	2	False	False	8	4	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_4760658__full-cat_2	2	False	False	10	6	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_4762474__full-cat_2	2	False	False	36	8	4	False	0.1111111111111111	31	1.0	0.0	4.0	0.0	0.0
k141_4763258__full-cat_1	1	False	False	12	1	0	False	0.0	9	1.0	0.0	2.0	0.0	0.0
k141_4770758__full-cat_2	2	False	False	3	2	0	False	0.0	2	0.0	0.0	1.0	0.0	0.0
k141_4778443__full-cat_2	2	False	False	23	0	0	False	0.0	23	0.0	0.0	0.0	0.0	0.0
k141_4779433__full-cat_2	2	False	False	16	3	0	False	0.0	15	1.0	0.0	0.0	0.0	0.0
k141_4786515__full-cat_2	2	False	False	19	0	0	False	0.0	16	3.0	0.0	0.0	0.0	0.0
k141_4792272__full-cat_1	1	False	False	12	1	0	False	0.0	9	3.0	0.0	0.0	0.0	0.0
k141_4793769__full-cat_2	2	False	False	14	0	0	False	0.0	14	0.0	0.0	0.0	0.0	0.0
k141_4802846__full-cat_2	2	False	False	8	4	1	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_4805677__full-cat_1	1	False	False	8	1	2	False	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_480719__full-cat_1	1	False	False	34	1	0	False	0.029411764705882353	29	0.0	1.0	4.0	0.0	0.0
k141_4809400__full-cat_2	2	False	False	9	0	0	False	0.0	8	0.0	0.0	0.0	0.0	1.0
k141_4810115__full-cat_2	2	False	False	5	3	0	True	0.0	3	0.0	2.0	0.0	0.0	0.0
k141_4812438__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_4815268__full-cat_2	2	False	False	10	3	0	False	0.3	7	0.0	0.0	3.0	0.0	0.0
k141_481896__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_4839382__full-cat_2	2	False	False	10	4	0	False	0.1	9	0.0	0.0	1.0	0.0	0.0
k141_4841102__full-cat_2	2	False	False	19	2	0	False	0.0	17	1.0	0.0	0.0	0.0	1.0
k141_4848669__full-cat_1	1	False	False	40	2	1	False	0.0	40	0.0	0.0	0.0	0.0	0.0
k141_4864259__full-cat_2	2	False	False	8	1	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_4886595__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_496039__full-cat_1	1	False	False	10	0	0	False	0.0	6	3.0	0.0	1.0	0.0	0.0
k141_499812__full-cat_2	2	False	False	7	2	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_510588__full-cat_2	2	False	False	6	4	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_515815__full-cat_1	1	False	False	12	0	0	False	0.0	11	1.0	0.0	0.0	0.0	0.0
k141_528849__full-cat_2	2	False	False	17	1	0	False	0.0	15	2.0	0.0	0.0	0.0	0.0
k141_549203__full-cat_2	2	False	False	10	5	0	True	0.0	9	0.0	0.0	1.0	0.0	0.0
k141_549903__full-cat_2	2	False	False	7	1	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_550814__full-cat_1	1	False	False	39	2	0	False	0.0	31	5.0	0.0	3.0	0.0	0.0
k141_553081__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_556354__full-cat_2	2	False	False	6	0	0	True	0.0	3	0.0	0.0	3.0	0.0	0.0
k141_558702__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_559879__full-cat_1	1	False	False	8	0	1	False	0.0	6	1.0	0.0	1.0	0.0	0.0
k141_561357__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_577287__full-cat_2	2	False	False	10	3	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_577730__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_578047__full-cat_2	2	False	False	25	1	0	False	0.0	23	2.0	0.0	0.0	0.0	0.0
k141_5994634__full-cat_2	2	False	False	10	1	0	False	0.1	9	0.0	0.0	1.0	0.0	0.0
k141_5995289__full-cat_2	2	False	False	8	0	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_6003676__full-cat_2	2	False	False	3	1	0	False	0.0	2	1.0	0.0	0.0	0.0	0.0
k141_6004262__full-cat_1	1	False	False	26	4	0	False	0.0	22	3.0	0.0	1.0	0.0	0.0
k141_6011271__full-cat_1	1	False	False	7	0	0	False	0.0	4	1.0	2.0	0.0	0.0	0.0
k141_6021814__full-cat_2	2	False	False	5	1	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_602713__full-cat_2	2	False	False	9	2	0	False	0.1111111111111111	8	0.0	0.0	1.0	0.0	0.0
k141_6029634__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_6032556__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_6034798__full-cat_2	2	False	False	5	2	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_6053752__full-cat_1	1	False	False	13	3	0	False	0.0	9	3.0	0.0	1.0	0.0	0.0
k141_6063319__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_6063875__full-cat_2	2	False	False	10	3	0	False	0.2	4	2.0	1.0	3.0	0.0	0.0
k141_606868__full-cat_2	2	False	False	5	3	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
k141_6072112__full-cat_2	2	False	False	4	0	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
k141_6078883__full-cat_2	2	False	False	59	6	5	False	0.0847457627118644	50	3.0	0.0	6.0	0.0	0.0
k141_6081181__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_6092382__full-cat_1	1	False	False	7	0	0	False	0.0	5	2.0	0.0	0.0	0.0	0.0
k141_6101279__full-cat_2	2	False	False	27	2	0	False	0.037037037037037035	22	3.0	0.0	2.0	0.0	0.0
k141_611455__full-cat_2	2	False	False	11	0	0	False	0.0	10	1.0	0.0	0.0	0.0	0.0
k141_6116430__full-cat_2	2	False	False	5	4	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_6116454__full-cat_1	1	False	False	21	0	0	False	0.0	20	0.0	0.0	0.0	0.0	1.0
k141_6116670__full-cat_2	2	False	False	5	1	0	True	0.0	4	0.0	1.0	0.0	0.0	0.0
k141_611876__full-cat_2	2	False	False	36	1	0	False	0.0	33	3.0	0.0	0.0	0.0	0.0
k141_6121027__full-cat_1	1	False	False	86	0	1	False	0.011627906976744186	68	17.0	0.0	1.0	0.0	0.0
k141_6124056__full-cat_1	1	False	False	8	1	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_6126745__full-cat_2	2	False	False	8	3	1	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_6127452__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	4	0.0	0.0	3.0	0.0	0.0
k141_6130936__full-cat_2	2	False	False	6	1	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_6140387__full-cat_2	2	False	False	7	0	2	False	0.42857142857142855	3	1.0	0.0	3.0	0.0	0.0
k141_6147552__full-cat_2	2	False	False	11	0	0	False	0.09090909090909091	9	0.0	0.0	2.0	0.0	0.0
k141_614980__full-cat_2	2	False	False	4	2	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
k141_6156391__full-cat_2	2	False	False	6	3	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
k141_6156532__full-cat_2	2	False	False	8	5	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_6156553__full-cat_2	2	False	False	4	2	0	False	0.0	3	0.0	1.0	0.0	0.0	0.0
k141_6161523__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_6162906__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_6164586__full-cat_2	2	False	False	4	1	1	False	0.25	3	0.0	0.0	1.0	0.0	0.0
k141_6167639__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_619077__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	4	2.0	0.0	1.0	0.0	0.0
k141_6192373__full-cat_1	1	False	False	40	0	0	False	0.025	33	3.0	0.0	4.0	0.0	0.0
k141_6195563__full-cat_2	2	False	False	6	1	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_6202353__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_6203087__full-cat_1	1	False	False	13	0	0	False	0.0	10	2.0	1.0	0.0	0.0	0.0
k141_6211128__full-cat_2	2	False	False	9	2	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
k141_6214198__full-cat_2	2	False	False	7	1	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_6219936__full-cat_2	2	False	False	5	1	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_6224257__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_6230626__full-cat_1	1	False	False	6	4	0	False	0.0	4	1.0	0.0	1.0	0.0	0.0
k141_6230649__full-cat_2	2	False	False	9	0	0	False	0.1111111111111111	7	1.0	0.0	1.0	0.0	0.0
k141_6245386__full-cat_1	1	False	False	11	6	0	False	0.09090909090909091	9	1.0	0.0	1.0	0.0	0.0
k141_6247732__full-cat_1	1	False	False	7	0	0	False	0.0	6	0.0	1.0	0.0	0.0	0.0
k141_6250785__full-cat_2	2	False	False	6	4	1	False	0.0	5	0.0	0.0	1.0	0.0	0.0
k141_6252770__full-cat_2	2	False	False	15	4	0	False	0.0	15	0.0	0.0	0.0	0.0	0.0
k141_625779__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_6260585__full-cat_1	1	False	False	10	0	0	False	0.0	9	0.0	0.0	1.0	0.0	0.0
k141_6263889__full-cat_2	2	False	False	23	7	0	False	0.0	23	0.0	0.0	0.0	0.0	0.0
k141_627005__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	4	2.0	0.0	1.0	0.0	0.0
k141_627692__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_629753__full-cat_2	2	False	False	8	1	0	False	0.25	5	1.0	0.0	2.0	0.0	0.0
k141_631085__full-cat_2	2	False	False	6	3	1	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_635903__full-cat_2	2	False	False	31	3	0	False	0.03225806451612903	24	5.0	0.0	2.0	0.0	0.0
k141_643381__full-cat_1	1	False	False	22	1	0	False	0.0	21	0.0	0.0	1.0	0.0	0.0
k141_647197__full-cat_2	2	False	False	7	1	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
k141_660634__full-cat_2	2	False	False	14	1	0	False	0.07142857142857142	12	1.0	0.0	1.0	0.0	0.0
k141_671215__full-cat_2	2	False	False	9	0	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
k141_678839__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_679640__full-cat_2	2	False	False	7	0	1	False	0.2857142857142857	5	0.0	0.0	2.0	0.0	0.0
k141_688631__full-cat_1	1	False	False	44	3	0	False	0.0	40	1.0	1.0	1.0	0.0	1.0
k141_694775__full-cat_2	2	False	False	8	3	0	False	0.125	6	1.0	0.0	1.0	0.0	0.0
k141_704585__full-cat_2	2	False	False	10	0	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_721339__full-cat_1	1	False	False	8	1	0	False	0.0	6	1.0	1.0	0.0	0.0	0.0
k141_7381750__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_7386283__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_7395918__full-cat_2	2	False	False	11	3	0	False	0.2727272727272727	8	0.0	0.0	3.0	0.0	0.0
k141_7401028__full-cat_2	2	False	False	10	0	0	False	0.0	9	1.0	0.0	0.0	0.0	0.0
k141_7402218__full-cat_2	2	False	False	11	2	1	False	0.18181818181818182	9	0.0	0.0	2.0	0.0	0.0
k141_7408491__full-cat_2	2	False	False	5	0	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_7410884__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_7417963__full-cat_2	2	False	False	8	3	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_7433143__full-cat_2	2	False	False	11	5	0	False	0.0	10	1.0	0.0	0.0	0.0	0.0
k141_7438327__full-cat_2	2	False	False	10	2	0	False	0.0	9	1.0	0.0	0.0	0.0	0.0
k141_7438601__full-cat_2	2	False	False	11	1	0	False	0.0	10	0.0	0.0	1.0	0.0	0.0
k141_7445027__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_7451243__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_7453539__full-cat_2	2	False	False	11	3	0	False	0.0	9	1.0	0.0	1.0	0.0	0.0
k141_7463977__full-cat_2	2	False	False	3	1	0	False	0.0	1	2.0	0.0	0.0	0.0	0.0
k141_7467111__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_7468133__full-cat_2	2	False	False	9	0	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_7474085__full-cat_2	2	False	False	10	2	0	True	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_7482772__full-cat_2	2	False	False	11	2	0	False	0.0	9	0.0	0.0	2.0	0.0	0.0
k141_7483300__full-cat_1	1	False	False	75	2	0	False	0.0	70	2.0	3.0	0.0	0.0	0.0
k141_7500622__full-cat_2	2	False	False	8	0	0	False	0.0	5	1.0	0.0	2.0	0.0	0.0
k141_7502644__full-cat_2	2	False	False	13	1	0	False	0.07692307692307693	11	1.0	0.0	1.0	0.0	0.0
k141_7503830__full-cat_2	2	False	False	3	0	0	False	0.3333333333333333	2	0.0	0.0	1.0	0.0	0.0
k141_7532547__full-cat_2	2	False	False	9	1	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_7535404__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_7536571__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_7545512__full-cat_1	1	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_7562927__full-cat_2	2	False	False	9	1	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_7564547__full-cat_2	2	False	False	9	1	0	False	0.0	8	0.0	0.0	1.0	0.0	0.0
k141_7569251__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_7573775__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_7577908__full-cat_2	2	False	False	4	2	0	False	0.5	2	0.0	0.0	2.0	0.0	0.0
k141_7594822__full-cat_1	1	False	False	9	0	0	False	0.0	7	1.0	1.0	0.0	0.0	0.0
k141_7596241__full-cat_2	2	False	False	16	2	0	False	0.0	15	1.0	0.0	0.0	0.0	0.0
k141_7609838__full-cat_1	1	False	False	8	0	0	False	0.0	5	2.0	1.0	0.0	0.0	0.0
k141_7614745__full-cat_2	2	False	False	25	1	0	False	0.0	23	2.0	0.0	0.0	0.0	0.0
k141_7616732__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_7631101__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_7631906__full-cat_2	2	False	False	7	1	0	False	0.42857142857142855	4	0.0	0.0	3.0	0.0	0.0
k141_7640220__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_7646363__full-cat_1	1	False	False	11	0	0	False	0.0	7	1.0	0.0	2.0	0.0	1.0
k141_7652837__full-cat_1	1	False	False	47	1	0	False	0.06382978723404255	30	9.0	1.0	6.0	1.0	0.0
k141_7659886__full-cat_1	1	False	False	7	1	0	False	0.0	2	3.0	0.0	2.0	0.0	0.0
k141_7662056__full-cat_1	1	False	False	17	2	0	False	0.0	14	1.0	2.0	0.0	0.0	0.0
k141_8771704__full-cat_2	2	False	False	6	0	3	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_8772766__full-cat_1	1	False	False	7	0	0	False	0.0	4	3.0	0.0	0.0	0.0	0.0
k141_8781033__full-cat_2	2	False	False	27	1	1	False	0.0	26	1.0	0.0	0.0	0.0	0.0
k141_8782234__full-cat_2	2	False	False	6	3	1	False	0.0	5	0.0	0.0	1.0	0.0	0.0
k141_8801771__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_8803463__full-cat_2	2	False	False	6	1	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_8817658__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_8822050__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_8825301__full-cat_2	2	False	False	18	0	0	False	0.0	17	1.0	0.0	0.0	0.0	0.0
k141_8831442__full-cat_1	1	False	False	61	4	1	False	0.01639344262295082	50	9.0	0.0	2.0	0.0	0.0
k141_8834323__full-cat_1	1	False	False	17	3	0	False	0.0	14	0.0	1.0	2.0	0.0	0.0
k141_8837104__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_8862851__full-cat_2	2	False	False	5	1	0	True	0.0	3	1.0	0.0	1.0	0.0	0.0
k141_8870651__full-cat_2	2	False	False	4	1	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
k141_8870770__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_8873669__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_8874355__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_8877428__full-cat_2	2	False	False	9	1	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_8878603__full-cat_2	2	False	False	13	6	0	False	0.07692307692307693	11	1.0	0.0	1.0	0.0	0.0
k141_8900313__full-cat_2	2	False	False	5	1	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
k141_8907362__full-cat_1	1	False	False	13	1	0	False	0.0	12	0.0	0.0	1.0	0.0	0.0
k141_8909453__full-cat_2	2	False	False	7	0	0	True	0.0	4	0.0	0.0	3.0	0.0	0.0
k141_8916186__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	5	1.0	0.0	1.0	0.0	0.0
k141_8918017__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_8921738__full-cat_1	1	False	False	52	3	1	False	0.0	44	6.0	1.0	0.0	0.0	1.0
k141_8933991__full-cat_1	1	False	False	8	1	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_8941567__full-cat_1	1	False	False	47	0	0	False	0.0	38	6.0	2.0	1.0	0.0	0.0
k141_8957970__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_8971641__full-cat_1	1	False	False	13	1	0	False	0.0	12	0.0	0.0	1.0	0.0	0.0
k141_8973079__full-cat_1	1	False	False	19	1	0	False	0.0	17	1.0	1.0	0.0	0.0	0.0
k141_8978144__full-cat_2	2	False	False	7	0	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
k141_8991992__full-cat_2	2	False	False	9	4	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_9000350__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_9011926__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_9012182__full-cat_2	2	False	False	7	3	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
k141_9017377__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_9025390__full-cat_2	2	False	False	29	3	0	False	0.034482758620689655	26	1.0	1.0	1.0	0.0	0.0
k141_9028257__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_9032568__full-cat_2	2	False	False	4	2	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
k141_9034043__full-cat_2	2	False	False	34	0	0	False	0.029411764705882353	27	5.0	0.0	2.0	0.0	0.0
k141_9038693__full-cat_2	2	False	False	4	2	0	False	0.5	2	0.0	0.0	2.0	0.0	0.0
k141_9039668__full-cat_2	2	False	False	6	2	0	True	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_9040330__full-cat_2	2	False	False	8	4	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
