	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral genes with host benefits	Viral genes with viral benefits	Viral structure genes	Viral replication genes
k141_32129647__full-cat_1	1	False	False	9	0	0	False	0.0	7.0	2.0	0.0	0.0	0.0	0.0
k141_32276587__full-cat_1	1	False	False	54	3	0	False	0.018518518518518517	43.0	7.0	2.0	0.0	1.0	1.0
k141_32527285__0_partial-cat_1	1	False	False	18	0	0	False	0.0	15.0	0.0	2.0	0.0	1.0	0.0
k141_33282613__full-cat_1	1	False	False	71	2	0	False	0.0	65.0	3.0	2.0	0.0	0.0	1.0
k141_33282617__full-cat_1	1	False	False	73	4	1	False	0.0136986301369863	62.0	6.0	5.0	0.0	0.0	0.0
k141_33282641__full-cat_1	1	False	False	84	7	0	False	0.011904761904761904	75.0	5.0	3.0	0.0	1.0	0.0
k141_33282642__full-cat_1	1	False	False	67	6	0	False	0.014925373134328358	57.0	7.0	2.0	0.0	0.0	1.0
k141_33282643__full-cat_1	1	False	False	63	2	1	False	0.047619047619047616	52.0	5.0	5.0	0.0	1.0	0.0
k141_33282646__full-cat_1	1	False	False	111	8	0	False	0.0	107.0	4.0	0.0	0.0	0.0	0.0
k141_33282669__full-cat_1	1	False	False	99	6	4	False	0.010101010101010102	84.0	9.0	3.0	0.0	3.0	0.0
k141_33282702__full-cat_1	1	False	False	70	4	0	False	0.014285714285714285	65.0	2.0	3.0	0.0	0.0	0.0
k141_33282780__full-cat_1	1	False	False	99	4	0	False	0.0	94.0	3.0	2.0	0.0	0.0	0.0
k141_33282794__full-cat_1	1	False	False	65	6	1	False	0.015384615384615385	61.0	2.0	2.0	0.0	0.0	0.0
k141_33282889__full-cat_1	1	False	False	64	8	0	False	0.015625	58.0	1.0	4.0	0.0	0.0	1.0
k141_33283254__full-cat_1	1	False	False	90	0	0	False	0.0	75.0	13.0	2.0	0.0	0.0	0.0
k141_33283383__full-cat_1	1	False	False	73	4	0	False	0.0273972602739726	63.0	6.0	3.0	0.0	1.0	0.0
k141_33283487__full-cat_1	1	False	False	67	9	0	False	0.014925373134328358	58.0	5.0	3.0	0.0	0.0	1.0
k141_33283573__full-cat_1	1	False	False	77	6	2	False	0.012987012987012988	70.0	3.0	4.0	0.0	0.0	0.0
k141_33284049__full-cat_1	1	False	False	79	6	1	False	0.012658227848101266	77.0	1.0	1.0	0.0	0.0	0.0
k141_33284160__full-cat_1	1	False	False	75	16	1	False	0.013333333333333334	67.0	4.0	2.0	0.0	2.0	0.0
k141_33284389__full-cat_1	1	False	False	66	4	0	False	0.0	60.0	6.0	0.0	0.0	0.0	0.0
k141_33284716__full-cat_1	1	False	False	61	2	1	False	0.01639344262295082	49.0	7.0	4.0	0.0	1.0	0.0
k141_33285005__full-cat_1	1	False	False	68	2	1	False	0.014705882352941176	60.0	4.0	4.0	0.0	0.0	0.0
k141_33285287__full-cat_1	1	False	False	55	2	0	False	0.01818181818181818	51.0	1.0	3.0	0.0	0.0	0.0
k141_33285449__full-cat_2	2	False	False	16	2	0	False	0.0	15.0	1.0	0.0	0.0	0.0	0.0
k141_33285461__full-cat_1	1	False	False	59	4	1	False	0.01694915254237288	53.0	1.0	4.0	0.0	1.0	0.0
k141_33285673__full-cat_1	1	False	False	63	0	0	False	0.015873015873015872	54.0	7.0	2.0	0.0	0.0	0.0
k141_33285871__full-cat_1	1	False	False	73	4	1	False	0.0	61.0	7.0	5.0	0.0	0.0	0.0
k141_33287507__full-cat_1	1	False	False	65	2	0	False	0.015384615384615385	61.0	2.0	1.0	0.0	0.0	1.0
k141_33288329__full-cat_2	2	False	False	10	0	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_33288536__full-cat_2	2	False	False	9	0	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_37693__full-cat_1	1	False	False	6	2	0	False	0.16666666666666666	4.0	1.0	1.0	0.0	0.0	0.0
k141_4170212__full-cat_2	2	False	False	8	1	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_4171776__full-cat_2	2	False	False	22	8	0	False	0.045454545454545456	21.0	0.0	1.0	0.0	0.0	0.0
k141_4172913__full-cat_1	1	False	False	13	0	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_4177725__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4180549__full-cat_1	1	False	False	11	0	0	False	0.0	7.0	2.0	0.0	0.0	1.0	1.0
k141_4180890__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	0.0	1.0	0.0	0.0	0.0
k141_4187503__full-cat_2	2	False	False	7	0	1	False	0.2857142857142857	5.0	0.0	2.0	0.0	0.0	0.0
k141_4193441__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4195397__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4206267__full-cat_2	2	False	False	7	1	0	True	0.0	2.0	0.0	5.0	0.0	0.0	0.0
k141_4209395__full-cat_1	1	False	False	7	1	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_4210545__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_4213507__full-cat_2	2	False	False	3	0	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
k141_4214097__full-cat_1	1	False	False	76	2	0	False	0.0	69.0	6.0	1.0	0.0	0.0	0.0
k141_4217517__full-cat_2	2	False	False	4	1	0	False	0.25	0.0	3.0	1.0	0.0	0.0	0.0
k141_4221631__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4224475__full-cat_2	2	False	False	10	1	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_4224546__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_4226228__full-cat_2	2	False	False	3	0	0	False	0.3333333333333333	2.0	0.0	1.0	0.0	0.0	0.0
k141_4233938__full-cat_2	2	False	False	7	0	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_4239100__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4244413__full-cat_2	2	False	False	11	0	0	False	0.09090909090909091	8.0	2.0	1.0	0.0	0.0	0.0
k141_4255064__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_4265732__full-cat_2	2	False	False	4	0	0	False	0.25	2.0	1.0	1.0	0.0	0.0	0.0
k141_4267682__full-cat_2	2	False	False	12	3	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_4271369__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	0.0	0.0	1.0	0.0	0.0
k141_4282626__full-cat_2	2	False	False	13	0	0	False	0.07692307692307693	12.0	0.0	1.0	0.0	0.0	0.0
k141_4283434__full-cat_2	2	False	False	10	0	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_4288738__full-cat_1	1	False	False	276	8	1	False	0.021739130434782608	242.0	18.0	13.0	0.0	3.0	0.0
k141_4291592__full-cat_2	2	False	False	7	3	1	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4293476__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6.0	0.0	1.0	0.0	0.0	0.0
k141_4301884__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4303529__full-cat_2	2	False	False	5	0	0	False	0.4	3.0	0.0	2.0	0.0	0.0	0.0
k141_4309848__full-cat_2	2	False	False	7	3	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_4312090__full-cat_2	2	False	False	5	1	0	True	0.0	2.0	0.0	3.0	0.0	0.0	0.0
k141_4312372__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	4.0	1.0	1.0	1.0	0.0	0.0
k141_4315293__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4315992__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_4334659__full-cat_1	1	False	False	37	2	0	False	0.02702702702702703	35.0	1.0	1.0	0.0	0.0	0.0
k141_4340019__full-cat_2	2	False	False	11	6	1	False	0.09090909090909091	9.0	1.0	1.0	0.0	0.0	0.0
k141_4346494__full-cat_2	2	False	False	22	1	0	False	0.0	18.0	4.0	0.0	0.0	0.0	0.0
k141_4347049__full-cat_1	1	False	False	10	0	0	False	0.0	8.0	1.0	0.0	0.0	1.0	0.0
k141_4354706__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4356913__full-cat_2	2	False	False	9	2	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_4437090__full_1-cat_1	1	False	False	3	0	0	False	0.0	1.0	2.0	0.0	0.0	0.0	0.0
k141_467277__full-cat_1	1	False	False	92	4	1	False	0.03260869565217391	75.0	10.0	6.0	0.0	0.0	1.0
k141_4698228__full_1-cat_1	1	False	False	24	0	0	False	0.041666666666666664	21.0	2.0	1.0	0.0	0.0	0.0
k141_5040__full-cat_1	1	False	False	66	4	0	False	0.0	60.0	2.0	4.0	0.0	0.0	0.0
k141_5348680__full-cat_1	1	False	False	82	4	0	False	0.0	73.0	7.0	2.0	0.0	0.0	0.0
k141_5560508__full-cat_2	2	False	False	5	1	0	True	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_5564067__full-cat_2	2	False	False	8	0	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_5568417__full-cat_2	2	False	False	5	0	0	False	0.2	2.0	0.0	2.0	0.0	0.0	1.0
k141_5569544__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_5574867__full-cat_1	1	False	False	28	2	0	False	0.0	22.0	4.0	2.0	0.0	0.0	0.0
k141_5588534__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_5589573__full-cat_2	2	False	False	13	1	1	False	0.07692307692307693	12.0	0.0	1.0	0.0	0.0	0.0
k141_559313__full_1-cat_2	2	False	False	8	0	0	False	0.0	6.0	1.0	1.0	0.0	0.0	0.0
k141_5596232__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_5598854__full-cat_2	2	False	False	15	0	2	False	0.0	12.0	3.0	0.0	0.0	0.0	0.0
k141_5599362__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_5601362__full-cat_2	2	False	False	11	1	0	False	0.0	9.0	0.0	2.0	0.0	0.0	0.0
k141_5603013__full-cat_2	2	False	False	5	1	0	False	0.2	4.0	0.0	1.0	0.0	0.0	0.0
k141_5608780__full-cat_2	2	False	False	11	2	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_5616670__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_5617753__full-cat_1	1	False	False	4	1	0	False	0.5	2.0	0.0	2.0	0.0	0.0	0.0
k141_5621029__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_5622376__full-cat_2	2	False	False	5	1	1	False	0.2	3.0	1.0	1.0	0.0	0.0	0.0
k141_5623010__full-cat_1	1	False	False	6	0	1	False	0.0	4.0	2.0	0.0	0.0	0.0	0.0
k141_5625635__full-cat_2	2	False	False	11	2	0	False	0.0	10.0	0.0	0.0	1.0	0.0	0.0
k141_5632040__full-cat_2	2	False	False	9	4	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_5633032__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_5636494__full-cat_1	1	False	False	24	0	0	False	0.0	22.0	1.0	1.0	0.0	0.0	0.0
k141_5640183__full-cat_1	1	False	False	6	0	0	False	0.16666666666666666	4.0	0.0	2.0	0.0	0.0	0.0
k141_5646027__full-cat_2	2	False	False	14	0	0	False	0.07142857142857142	11.0	1.0	1.0	0.0	0.0	1.0
k141_5649382__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_5653283__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_5657193__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5.0	0.0	1.0	0.0	0.0	0.0
k141_5663996__full-cat_1	1	False	False	12	3	0	False	0.0	10.0	0.0	2.0	0.0	0.0	0.0
k141_5667521__full-cat_2	2	False	False	4	1	0	False	0.25	3.0	0.0	1.0	0.0	0.0	0.0
k141_5670620__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_5673800__full-cat_2	2	False	False	18	5	0	True	0.05555555555555555	14.0	2.0	1.0	0.0	0.0	1.0
k141_5676177__full-cat_2	2	False	False	9	0	2	False	0.1111111111111111	8.0	0.0	1.0	0.0	0.0	0.0
k141_5681154__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_5683150__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_5690333__full-cat_2	2	False	False	10	3	0	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
k141_5690398__full-cat_1	1	False	False	84	1	2	False	0.03571428571428571	75.0	3.0	5.0	0.0	1.0	0.0
k141_5691605__full-cat_1	1	False	False	19	2	0	False	0.0	14.0	4.0	1.0	0.0	0.0	0.0
k141_5694811__full-cat_2	2	False	False	7	3	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_5696019__full-cat_1	1	False	False	36	2	0	False	0.0	28.0	5.0	2.0	0.0	0.0	1.0
k141_5698581__full-cat_1	1	False	False	71	10	3	False	0.04225352112676056	60.0	2.0	7.0	1.0	1.0	0.0
k141_5704169__full-cat_2	2	False	False	7	3	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_5706313__full-cat_1	1	False	False	16	1	0	False	0.0	14.0	2.0	0.0	0.0	0.0	0.0
k141_5712728__full-cat_1	1	False	False	42	2	0	False	0.0	35.0	5.0	1.0	0.0	1.0	0.0
k141_5717642__full-cat_2	2	False	False	11	7	0	True	0.0	10.0	0.0	1.0	0.0	0.0	0.0
k141_5720288__full-cat_2	2	False	False	8	1	0	False	0.125	7.0	0.0	1.0	0.0	0.0	0.0
k141_5726358__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_5727911__full-cat_1	1	False	False	10	0	0	False	0.0	6.0	3.0	1.0	0.0	0.0	0.0
k141_5733043__full-cat_2	2	False	False	12	0	2	False	0.16666666666666666	9.0	1.0	2.0	0.0	0.0	0.0
k141_6282672__full-cat_1	1	False	False	39	6	0	False	0.0	37.0	2.0	0.0	0.0	0.0	0.0
k141_64348__full-cat_1	1	False	False	5	0	0	False	0.0	4.0	0.0	0.0	0.0	1.0	0.0
k141_6754136__full_1-cat_1	1	False	False	9	1	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_6892693__0_partial-cat_1	1	False	False	11	1	0	False	0.0	10.0	1.0	0.0	0.0	0.0	0.0
k141_69238__full-cat_1	1	False	False	6	2	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_6929872__0_partial-cat_1	1	False	False	23	1	0	False	0.0	19.0	0.0	3.0	0.0	1.0	0.0
k141_6947929__full-cat_2	2	False	False	7	0	0	False	0.2857142857142857	4.0	0.0	3.0	0.0	0.0	0.0
k141_6951416__full-cat_1	1	False	False	6	0	0	False	0.16666666666666666	4.0	1.0	1.0	0.0	0.0	0.0
k141_6961357__full-cat_2	2	False	False	4	1	1	False	0.25	3.0	0.0	1.0	0.0	0.0	0.0
k141_6978878__full-cat_2	2	False	False	6	3	1	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_6979018__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_6991085__full-cat_2	2	False	False	6	0	2	False	0.16666666666666666	4.0	0.0	1.0	1.0	0.0	0.0
k141_6997235__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_6997538__full-cat_2	2	False	False	9	2	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_7004858__full-cat_2	2	False	False	14	3	0	False	0.07142857142857142	13.0	0.0	1.0	0.0	0.0	0.0
k141_7007294__full-cat_1	1	False	False	17	2	0	False	0.0	15.0	1.0	1.0	0.0	0.0	0.0
k141_7012370__full-cat_2	2	False	False	13	6	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_7021134__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_7034849__full-cat_2	2	False	False	15	5	0	True	0.0	14.0	0.0	0.0	0.0	0.0	1.0
k141_7037036__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_7044323__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_7046234__full-cat_1	1	False	False	11	0	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_7051066__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_7054392__full-cat_1	1	False	False	12	2	1	False	0.0	8.0	3.0	0.0	0.0	1.0	0.0
k141_7055373__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_7060886__full-cat_1	1	False	False	5	1	0	False	0.2	4.0	0.0	1.0	0.0	0.0	0.0
k141_7064212__full-cat_2	2	False	False	10	0	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_7070164__full-cat_1	1	False	False	6	1	0	False	0.16666666666666666	3.0	1.0	1.0	0.0	1.0	0.0
k141_7071176__full-cat_1	1	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_70751__full-cat_2	2	False	False	5	3	0	False	0.2	4.0	0.0	1.0	0.0	0.0	0.0
k141_7081222__full-cat_2	2	False	False	6	1	0	False	0.3333333333333333	3.0	1.0	2.0	0.0	0.0	0.0
k141_7087023__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_7090405__full_1-cat_1	1	False	False	16	0	0	False	0.0	15.0	1.0	0.0	0.0	0.0	0.0
k141_7091687__full-cat_2	2	False	False	22	1	0	False	0.0	21.0	0.0	0.0	0.0	0.0	1.0
k141_7095808__full-cat_2	2	False	False	16	1	0	False	0.0	14.0	0.0	1.0	0.0	1.0	0.0
k141_7098861__full-cat_1	1	False	False	8	0	0	False	0.0	5.0	1.0	2.0	0.0	0.0	0.0
k141_7104835__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	5.0	1.0	1.0	0.0	0.0	0.0
k141_7107921__full-cat_2	2	False	False	41	0	0	False	0.0	36.0	4.0	1.0	0.0	0.0	0.0
k141_7112492__full-cat_2	2	False	False	20	4	0	False	0.0	17.0	1.0	2.0	0.0	0.0	0.0
k141_7117010__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_7118686__full-cat_2	2	False	False	35	1	0	False	0.0	32.0	2.0	1.0	0.0	0.0	0.0
k141_7210888__full-cat_1	1	False	False	28	2	0	False	0.0	23.0	2.0	1.0	0.0	1.0	1.0
k141_7272704__full_1-cat_2	2	False	False	2	0	0	False	0.0	1.0	0.0	1.0	0.0	0.0	0.0
k141_7585429__full_1-cat_1	1	False	False	8	0	0	False	0.125	6.0	0.0	2.0	0.0	0.0	0.0
k141_7721067__full_1-cat_1	1	False	False	6	0	0	False	0.0	4.0	1.0	0.0	0.0	1.0	0.0
k141_7742__full-cat_2	2	False	False	3	2	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_79039__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	4.0	0.0	2.0	0.0	0.0	0.0
k141_8159951__full-cat_1	1	False	False	104	10	1	False	0.0	86.0	16.0	1.0	0.0	1.0	0.0
k141_8334968__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_8335050__full-cat_2	2	False	False	8	1	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_8336557__full-cat_1	1	False	False	32	2	0	False	0.0	31.0	1.0	0.0	0.0	0.0	0.0
k141_8343395__full-cat_1	1	False	False	9	1	1	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_8348801__full-cat_1	1	False	False	7	0	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_8349052__full-cat_2	2	False	False	13	0	0	False	0.0	12.0	1.0	0.0	0.0	0.0	0.0
k141_8353038__full-cat_2	2	False	False	7	1	1	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_8356079__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_8356480__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	5.0	0.0	2.0	0.0	0.0	0.0
k141_8357567__full-cat_1	1	False	False	8	1	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_8358215__full-cat_2	2	False	False	43	0	0	False	0.023255813953488372	41.0	1.0	1.0	0.0	0.0	0.0
k141_8358762__full-cat_2	2	False	False	3	1	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_8369348__full-cat_1	1	False	False	11	1	0	False	0.0	9.0	1.0	1.0	0.0	0.0	0.0
k141_8374532__full-cat_2	2	False	False	4	1	0	True	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_8380043__full-cat_2	2	False	False	11	4	1	False	0.09090909090909091	10.0	0.0	1.0	0.0	0.0	0.0
k141_8381963__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_8383966__full-cat_2	2	False	False	4	2	1	False	0.25	3.0	0.0	1.0	0.0	0.0	0.0
k141_8386970__full-cat_2	2	False	False	7	0	1	False	0.42857142857142855	3.0	0.0	4.0	0.0	0.0	0.0
k141_8397171__full-cat_2	2	False	False	7	0	0	False	0.0	5.0	2.0	0.0	0.0	0.0	0.0
k141_8398810__full-cat_2	2	False	False	10	1	0	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
k141_8404626__full-cat_2	2	False	False	8	2	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_8406563__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_8409826__full-cat_1	1	False	False	6	0	0	False	0.0	5.0	0.0	0.0	0.0	1.0	0.0
k141_8411386__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_8424983__full-cat_2	2	False	False	14	1	0	False	0.0	11.0	3.0	0.0	0.0	0.0	0.0
k141_8425614__full-cat_1	1	False	False	45	2	1	False	0.0	41.0	1.0	3.0	0.0	0.0	0.0
k141_8431760__full-cat_1	1	False	False	135	2	2	False	0.007407407407407408	121.0	8.0	2.0	0.0	2.0	2.0
k141_8433410__full-cat_2	2	False	False	4	0	0	False	0.0	1.0	3.0	0.0	0.0	0.0	0.0
k141_8444728__full-cat_2	2	False	False	9	2	1	False	0.2222222222222222	7.0	0.0	2.0	0.0	0.0	0.0
k141_8445530__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_8450591__full-cat_2	2	False	False	6	4	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_8451289__full-cat_1	1	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_8451910__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	5.0	1.0	1.0	0.0	0.0	0.0
k141_8457844__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5.0	0.0	1.0	0.0	0.0	0.0
k141_8458180__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_8458285__full-cat_1	1	False	False	8	2	0	False	0.0	4.0	3.0	1.0	0.0	0.0	0.0
k141_8464743__full-cat_2	2	False	False	11	3	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_8466004__full-cat_2	2	False	False	8	3	0	False	0.125	7.0	0.0	1.0	0.0	0.0	0.0
k141_8467523__full-cat_1	1	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_8468781__full-cat_2	2	False	False	7	0	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_8481238__full-cat_2	2	False	False	30	0	0	False	0.0	30.0	0.0	0.0	0.0	0.0	0.0
k141_8486162__full-cat_2	2	False	False	7	2	0	True	0.14285714285714285	6.0	0.0	1.0	0.0	0.0	0.0
k141_8489789__full-cat_2	2	False	False	8	3	0	False	0.125	6.0	1.0	1.0	0.0	0.0	0.0
k141_8503464__full-cat_2	2	False	False	13	1	0	False	0.0	11.0	1.0	1.0	0.0	0.0	0.0
k141_8508804__full-cat_1	1	False	False	21	0	0	False	0.0	18.0	1.0	1.0	0.0	1.0	0.0
k141_8509310__full-cat_2	2	False	False	5	1	1	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_8509928__full-cat_2	2	False	False	29	1	0	False	0.034482758620689655	25.0	2.0	2.0	0.0	0.0	0.0
k141_8511873__full-cat_2	2	False	False	8	3	0	False	0.25	5.0	1.0	2.0	0.0	0.0	0.0
k141_8520388__full-cat_2	2	False	False	12	0	0	False	0.0	10.0	0.0	1.0	0.0	1.0	0.0
k141_8630557__full_1-cat_2	2	False	False	7	2	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_8650632__full-cat_1	1	False	False	75	6	3	False	0.013333333333333334	63.0	9.0	2.0	0.0	1.0	0.0
k141_8839__full-cat_1	1	False	False	9	0	0	False	0.0	7.0	1.0	1.0	0.0	0.0	0.0
k141_89133__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_89657__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_9039125__full_1-cat_1	1	False	False	16	0	0	False	0.0	12.0	1.0	3.0	0.0	0.0	0.0
k141_9165__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_92505__full-cat_2	2	False	False	6	2	0	False	0.0	4.0	2.0	0.0	0.0	0.0	0.0
k141_9632257__full-cat_1	1	False	False	35	2	1	False	0.0	28.0	2.0	2.0	0.0	2.0	1.0
k141_96971__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_97266__full-cat_2	2	False	False	6	0	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_9731704__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_9731875__full-cat_2	2	False	False	14	7	0	False	0.07142857142857142	13.0	0.0	1.0	0.0	0.0	0.0
k141_9738019__full-cat_2	2	False	False	8	3	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_9738357__full-cat_2	2	False	False	16	1	0	False	0.0	15.0	1.0	0.0	0.0	0.0	0.0
