	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with host benefits	Viral genes with unknown function	Viral replication genes	Viral genes with viral benefits	Viral structure genes
k141_3339367__full-cat_2	2	False	False	4	0	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_33480656__full-cat_2	2	False	False	12	4	2	False	0.0	11.0	0.0	0.0	1.0	0.0	0.0
k141_33480766__full-cat_2	2	False	False	9	3	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_33493331__full-cat_2	2	False	False	7	3	1	False	0.0	5.0	1.0	1.0	0.0	0.0	0.0
k141_33493364__full-cat_2	2	False	False	16	0	0	False	0.0	16.0	0.0	0.0	0.0	0.0	0.0
k141_33494523__full-cat_2	2	False	False	14	0	0	False	0.0	12.0	0.0	2.0	0.0	0.0	0.0
k141_33499328__full-cat_2	2	False	False	7	1	0	False	0.0	5.0	0.0	2.0	0.0	0.0	0.0
k141_33502104__full-cat_2	2	False	False	25	0	0	False	0.04	19.0	1.0	4.0	0.0	1.0	0.0
k141_3352243__full-cat_2	2	False	False	8	3	1	False	0.375	5.0	3.0	0.0	0.0	0.0	0.0
k141_33529891__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_33544073__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_33585809__full-cat_2	2	False	False	9	4	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_3359138__full-cat_2	2	False	False	6	1	1	True	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_33601962__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_33607567__full-cat_2	2	False	False	7	1	0	False	0.2857142857142857	5.0	2.0	0.0	0.0	0.0	0.0
k141_33613339__full-cat_2	2	False	False	14	0	0	False	0.0	11.0	0.0	3.0	0.0	0.0	0.0
k141_33616943__full-cat_2	2	False	False	18	0	0	False	0.0	14.0	0.0	3.0	1.0	0.0	0.0
k141_33620680__full-cat_2	2	False	False	14	1	0	False	0.07142857142857142	13.0	1.0	0.0	0.0	0.0	0.0
k141_3362149__full-cat_1	1	False	False	25	4	0	False	0.0	22.0	1.0	1.0	1.0	0.0	0.0
k141_33632541__full-cat_2	2	False	False	5	2	0	False	0.2	3.0	2.0	0.0	0.0	0.0	0.0
k141_33634805__full-cat_2	2	False	False	13	2	0	False	0.0	12.0	0.0	1.0	0.0	0.0	0.0
k141_33638274__full-cat_2	2	False	False	33	0	0	False	0.0	29.0	0.0	3.0	1.0	0.0	0.0
k141_33644082__full-cat_2	2	False	False	5	0	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_33651532__full-cat_2	2	False	False	18	0	0	False	0.0	18.0	0.0	0.0	0.0	0.0	0.0
k141_33667107__full-cat_2	2	False	False	16	0	1	False	0.25	10.0	4.0	2.0	0.0	0.0	0.0
k141_33670022__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_33687293__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_33704395__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_33712160__full-cat_2	2	False	False	11	4	0	False	0.0	10.0	1.0	0.0	0.0	0.0	0.0
k141_33714452__full-cat_2	2	False	False	14	0	0	False	0.07142857142857142	10.0	1.0	3.0	0.0	0.0	0.0
k141_33734633__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_33740050__full-cat_2	2	False	False	6	1	0	False	0.0	4.0	1.0	1.0	0.0	0.0	0.0
k141_33743347__full-cat_2	2	False	False	9	3	0	False	0.0	8.0	0.0	0.0	1.0	0.0	0.0
k141_33745213__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_33759065__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_33761618__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_33791637__full-cat_1	1	False	False	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
k141_33799448__full-cat_2	2	False	False	4	2	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
k141_33811374__full-cat_2	2	False	False	13	2	1	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_33813653__full-cat_2	2	False	False	7	1	0	False	0.0	5.0	2.0	0.0	0.0	0.0	0.0
k141_33831959__full-cat_2	2	False	False	9	2	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_33838876__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_33839032__full-cat_1	1	False	False	10	0	0	False	0.0	8.0	1.0	0.0	0.0	0.0	1.0
k141_33840778__full-cat_2	2	False	False	8	2	0	False	0.125	7.0	1.0	0.0	0.0	0.0	0.0
k141_33840820__full-cat_2	2	False	False	26	2	0	False	0.0	16.0	1.0	9.0	0.0	0.0	0.0
k141_33864250__full-cat_1	1	False	False	13	0	0	False	0.0	8.0	4.0	0.0	0.0	0.0	1.0
k141_33869232__full-cat_1	1	False	False	23	2	0	False	0.0	19.0	2.0	2.0	0.0	0.0	0.0
k141_33876562__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_33884143__full-cat_1	1	False	False	13	0	0	False	0.0	8.0	1.0	1.0	0.0	0.0	3.0
k141_33885263__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_33903337__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_33905234__full-cat_2	2	False	False	5	0	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_3404148__full-cat_1	1	False	False	13	4	0	False	0.0	10.0	0.0	2.0	1.0	0.0	0.0
k141_3408659__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_3411__full-cat_2	2	False	False	7	2	0	False	0.2857142857142857	5.0	2.0	0.0	0.0	0.0	0.0
k141_3414297__full-cat_1	1	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_3418839__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_3421181__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_3425461__full-cat_2	2	False	False	11	1	0	False	0.0	8.0	1.0	2.0	0.0	0.0	0.0
k141_34255976__full_1-cat_1	1	False	False	8	0	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_3430425__full-cat_2	2	False	False	4	1	0	True	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_3432687__full-cat_2	2	False	False	15	0	0	False	0.0	13.0	1.0	1.0	0.0	0.0	0.0
k141_3455566__full_1-cat_1	1	False	False	8	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	2.0
k141_3457661__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_3470327__full-cat_2	2	False	False	9	0	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_3478180__full-cat_2	2	False	False	12	1	0	False	0.0	11.0	0.0	1.0	0.0	0.0	0.0
k141_3483698__full-cat_1	1	False	False	14	0	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_34853639__full-cat_1	1	False	False	74	4	0	False	0.04054054054054054	55.0	5.0	12.0	0.0	0.0	2.0
k141_34999369__full-cat_1	1	False	False	89	3	1	True	0.02247191011235955	71.0	6.0	10.0	2.0	0.0	0.0
k141_35000287__full-cat_2	2	False	False	10	0	0	False	0.0	6.0	1.0	3.0	0.0	0.0	0.0
k141_35002793__full-cat_2	2	False	False	11	5	1	False	0.0	10.0	0.0	0.0	0.0	1.0	0.0
k141_35015714__full-cat_2	2	False	False	12	1	0	False	0.0	11.0	0.0	1.0	0.0	0.0	0.0
k141_35029521__full-cat_1	1	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_35042042__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_35048525__full-cat_1	1	False	False	31	0	4	False	0.03225806451612903	25.0	2.0	2.0	0.0	0.0	2.0
k141_35059890__full-cat_1	1	False	False	12	2	0	False	0.08333333333333333	8.0	3.0	1.0	0.0	0.0	0.0
k141_35091456__full-cat_2	2	False	False	10	0	0	False	0.0	7.0	1.0	2.0	0.0	0.0	0.0
k141_35100650__full-cat_2	2	False	False	29	0	0	False	0.0	21.0	1.0	7.0	0.0	0.0	0.0
k141_35102427__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_3510644__full-cat_2	2	False	False	4	2	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_35213129__full-cat_2	2	False	False	5	0	0	False	0.0	3.0	1.0	1.0	0.0	0.0	0.0
k141_35230283__full-cat_2	2	False	False	22	0	0	False	0.09090909090909091	16.0	2.0	4.0	0.0	0.0	0.0
k141_35267672__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_35271303__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_35277652__full-cat_2	2	False	False	8	5	0	False	0.125	7.0	1.0	0.0	0.0	0.0	0.0
k141_35289673__full-cat_2	2	False	False	22	2	0	False	0.0	19.0	1.0	2.0	0.0	0.0	0.0
k141_35292936__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_35307219__full-cat_2	2	False	False	10	0	0	False	0.0	6.0	1.0	3.0	0.0	0.0	0.0
k141_35350731__full-cat_1	1	False	False	15	1	0	False	0.0	10.0	1.0	4.0	0.0	0.0	0.0
k141_35377143__full-cat_2	2	False	False	15	0	0	False	0.0	14.0	0.0	1.0	0.0	0.0	0.0
k141_35405593__full-cat_2	2	False	False	10	4	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_35414872__full-cat_2	2	False	False	3	0	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_35423739__full-cat_2	2	False	False	12	0	1	False	0.0	8.0	1.0	3.0	0.0	0.0	0.0
k141_35431780__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_35432805__full-cat_2	2	False	False	8	0	0	False	0.0	5.0	1.0	2.0	0.0	0.0	0.0
k141_35433471__full-cat_1	1	False	False	4	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	1.0
k141_35439112__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_361413__full-cat_2	2	False	False	12	2	0	False	0.0	11.0	0.0	1.0	0.0	0.0	0.0
k141_36233929__full_1-cat_1	1	False	False	11	0	0	False	0.09090909090909091	8.0	3.0	0.0	0.0	0.0	0.0
k141_36480252__full-cat_1	1	False	False	29	2	0	True	0.0	28.0	1.0	0.0	0.0	0.0	0.0
k141_3720919__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_374424__full-cat_1	1	False	False	17	1	0	False	0.11764705882352941	10.0	4.0	2.0	0.0	0.0	1.0
k141_3772543__full_1-cat_1	1	False	False	18	0	0	False	0.0	17.0	0.0	0.0	1.0	0.0	0.0
k141_4083898__full-cat_1	1	False	False	53	6	0	True	0.018867924528301886	50.0	2.0	1.0	0.0	0.0	0.0
k141_419942__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_429349__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_432747__full-cat_2	2	False	False	9	1	0	False	0.2222222222222222	6.0	2.0	1.0	0.0	0.0	0.0
k141_4575716__full-cat_2	2	False	False	9	5	0	False	0.1111111111111111	8.0	1.0	0.0	0.0	0.0	0.0
k141_4623283__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4639664__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	0.0	0.0	1.0	0.0	0.0
k141_4650075__full-cat_2	2	False	False	7	4	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_4650725__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_4656430__full-cat_2	2	False	False	5	1	0	True	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4662557__full-cat_2	2	False	False	8	2	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_4673522__full-cat_2	2	False	False	6	2	0	True	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_4674563__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_4675572__full-cat_1	1	False	False	15	0	0	False	0.06666666666666667	9.0	3.0	1.0	0.0	0.0	2.0
k141_4677995__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_4687032__full-cat_1	1	False	False	70	1	0	False	0.014285714285714285	60.0	2.0	6.0	0.0	0.0	2.0
k141_468725__full-cat_2	2	False	False	8	3	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
k141_4706825__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4708722__full-cat_2	2	False	False	37	0	0	False	0.0	34.0	0.0	3.0	0.0	0.0	0.0
k141_4731904__full-cat_1	1	False	False	4	0	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_4736186__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_4750834__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_4767433__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4811418__full-cat_1	1	False	False	18	3	0	False	0.0	17.0	0.0	0.0	1.0	0.0	0.0
k141_4815973__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4834544__full-cat_1	1	False	False	13	1	0	False	0.0	11.0	0.0	2.0	0.0	0.0	0.0
k141_4836880__full-cat_2	2	False	False	15	1	1	False	0.0	13.0	0.0	1.0	0.0	1.0	0.0
k141_4846372__full-cat_2	2	False	False	8	0	0	False	0.0	6.0	0.0	1.0	1.0	0.0	0.0
k141_4847853__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4858902__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_4865921__full-cat_1	1	False	False	12	0	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_4876738__full-cat_1	1	False	False	7	0	0	False	0.14285714285714285	4.0	1.0	2.0	0.0	0.0	0.0
k141_4891023__full-cat_1	1	False	False	12	1	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_4893693__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	4.0	2.0	0.0	0.0	0.0	0.0
k141_4901513__full-cat_1	1	False	False	13	0	0	False	0.07692307692307693	11.0	1.0	1.0	0.0	0.0	0.0
k141_4907258__full-cat_1	1	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4912590__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_4945428__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_4965399__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_4984657__full-cat_1	1	False	False	52	1	0	False	0.0	51.0	1.0	0.0	0.0	0.0	0.0
k141_4989539__full-cat_1	1	False	False	11	1	0	False	0.0	7.0	2.0	2.0	0.0	0.0	0.0
k141_5004009__full-cat_1	1	False	False	17	0	0	False	0.0	13.0	2.0	1.0	0.0	0.0	1.0
k141_5467664__full-cat_1	1	False	False	100	2	0	False	0.04	88.0	7.0	5.0	0.0	0.0	0.0
k141_6112864__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_6124575__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_6129800__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_6137104__full-cat_2	2	False	False	21	0	0	False	0.047619047619047616	19.0	1.0	1.0	0.0	0.0	0.0
k141_6142371__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	0.0	0.0	0.0	1.0	0.0
k141_6143144__full-cat_2	2	False	False	11	4	0	False	0.0	10.0	1.0	0.0	0.0	0.0	0.0
k141_6146796__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	5.0	2.0	0.0	0.0	0.0	0.0
k141_6149683__full-cat_2	2	False	False	10	0	0	False	0.1	7.0	1.0	2.0	0.0	0.0	0.0
k141_6170234__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_6191572__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_6213188__full-cat_2	2	False	False	9	0	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_6217581__full-cat_1	1	False	False	10	0	0	False	0.0	6.0	1.0	3.0	0.0	0.0	0.0
k141_6220506__full-cat_2	2	False	False	7	5	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_6264329__full-cat_2	2	False	False	50	0	1	False	0.0	49.0	0.0	1.0	0.0	0.0	0.0
k141_6281138__full-cat_1	1	False	False	21	1	0	False	0.0	19.0	0.0	2.0	0.0	0.0	0.0
k141_6284028__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_6285055__full-cat_2	2	False	False	7	3	0	False	0.0	6.0	0.0	0.0	1.0	0.0	0.0
k141_6301590__full-cat_2	2	False	False	5	3	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_6305822__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_6314193__full-cat_2	2	False	False	22	0	0	False	0.0	20.0	1.0	1.0	0.0	0.0	0.0
k141_6336152__full-cat_2	2	False	False	7	2	1	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_6342334__full-cat_2	2	False	False	14	0	2	False	0.07142857142857142	13.0	1.0	0.0	0.0	0.0	0.0
k141_6354226__full-cat_1	1	False	False	11	3	0	False	0.0	7.0	2.0	2.0	0.0	0.0	0.0
k141_6377735__full-cat_2	2	False	False	6	2	0	True	0.0	4.0	2.0	0.0	0.0	0.0	0.0
k141_6379272__full-cat_2	2	False	False	10	0	0	False	0.0	8.0	0.0	2.0	0.0	0.0	0.0
k141_6382048__full-cat_2	2	False	False	3	0	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_6404675__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_6418918__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_6420328__full-cat_1	1	False	False	14	0	0	False	0.07142857142857142	12.0	1.0	1.0	0.0	0.0	0.0
k141_6430530__full-cat_2	2	False	False	8	4	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_6433829__full-cat_2	2	False	False	8	2	0	False	0.0	5.0	0.0	3.0	0.0	0.0	0.0
k141_6465975__full-cat_2	2	False	False	3	1	1	False	0.0	1.0	0.0	1.0	0.0	1.0	0.0
k141_6486060__full-cat_1	1	False	False	12	1	0	False	0.0	11.0	0.0	1.0	0.0	0.0	0.0
k141_6487192__full-cat_1	1	False	False	11	0	0	False	0.0	10.0	0.0	1.0	0.0	0.0	0.0
k141_6492213__full-cat_2	2	False	False	12	3	0	False	0.08333333333333333	11.0	1.0	0.0	0.0	0.0	0.0
k141_6496053__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_6510180__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_6512920__full-cat_2	2	False	False	13	0	0	False	0.0	10.0	2.0	1.0	0.0	0.0	0.0
k141_6517520__full-cat_2	2	False	False	11	0	0	False	0.0	8.0	0.0	3.0	0.0	0.0	0.0
k141_6830145__full-cat_1	1	False	False	43	2	0	False	0.0	32.0	0.0	9.0	1.0	0.0	1.0
k141_7614428__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_7618351__full-cat_2	2	False	False	6	3	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_7630415__full-cat_1	1	False	False	10	0	0	False	0.0	9.0	0.0	1.0	0.0	0.0	0.0
k141_7637949__full-cat_1	1	False	False	59	2	0	False	0.0	55.0	1.0	2.0	1.0	0.0	0.0
k141_7646510__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_7659687__full-cat_1	1	False	False	13	0	0	False	0.0	11.0	1.0	0.0	0.0	0.0	1.0
k141_7662717__full-cat_2	2	False	False	6	4	1	False	0.3333333333333333	4.0	2.0	0.0	0.0	0.0	0.0
k141_7674325__full-cat_1	1	False	False	38	0	0	False	0.0	38.0	0.0	0.0	0.0	0.0	0.0
k141_7691133__full-cat_1	1	False	False	18	0	0	False	0.0	18.0	0.0	0.0	0.0	0.0	0.0
k141_7695888__full-cat_1	1	False	False	19	0	0	False	0.0	12.0	2.0	4.0	1.0	0.0	0.0
k141_7703675__full-cat_1	1	False	False	4	0	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_7719463__full-cat_1	1	False	False	83	2	0	False	0.012048192771084338	63.0	7.0	12.0	0.0	0.0	1.0
k141_7729292__full-cat_1	1	False	False	15	1	0	False	0.0	14.0	1.0	0.0	0.0	0.0	0.0
k141_7737652__full-cat_2	2	False	False	10	2	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_7740850__full-cat_1	1	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_7743287__full-cat_2	2	False	False	3	1	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_7748185__full-cat_2	2	False	False	101	2	0	False	0.019801980198019802	93.0	4.0	4.0	0.0	0.0	0.0
k141_7800135__full-cat_1	1	False	False	63	2	0	False	0.0	57.0	1.0	5.0	0.0	0.0	0.0
k141_7831193__full-cat_2	2	False	False	24	1	0	False	0.0	24.0	0.0	0.0	0.0	0.0	0.0
k141_7834371__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_7849618__full-cat_2	2	False	False	47	2	0	False	0.0	46.0	0.0	1.0	0.0	0.0	0.0
k141_7852325__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	5.0	2.0	0.0	0.0	0.0	0.0
k141_7852767__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_7853413__full-cat_1	1	False	False	22	1	0	False	0.09090909090909091	16.0	4.0	2.0	0.0	0.0	0.0
k141_7875217__full-cat_2	2	False	False	17	0	0	False	0.0	16.0	1.0	0.0	0.0	0.0	0.0
k141_7889485__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_7891124__full-cat_2	2	False	False	11	0	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_7898724__full-cat_2	2	False	False	14	1	0	False	0.0	11.0	2.0	1.0	0.0	0.0	0.0
k141_7910839__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_7911825__full-cat_1	1	False	False	10	0	0	False	0.0	9.0	0.0	0.0	1.0	0.0	0.0
k141_7916584__full-cat_1	1	False	False	21	0	0	False	0.0	17.0	0.0	2.0	0.0	0.0	2.0
k141_7917258__full-cat_2	2	False	False	7	2	1	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_7940702__full-cat_2	2	False	False	32	2	0	False	0.03125	30.0	1.0	1.0	0.0	0.0	0.0
k141_7944680__full-cat_1	1	False	False	56	0	0	False	0.03571428571428571	41.0	4.0	10.0	0.0	0.0	1.0
k141_7956397__full-cat_1	1	False	False	29	1	0	False	0.034482758620689655	28.0	1.0	0.0	0.0	0.0	0.0
k141_7980104__full-cat_1	1	False	False	30	7	0	False	0.1	22.0	4.0	3.0	1.0	0.0	0.0
k141_7984160__full-cat_2	2	False	False	18	0	0	False	0.0	16.0	1.0	1.0	0.0	0.0	0.0
k141_7986613__full-cat_1	1	False	False	11	0	0	False	0.0	6.0	1.0	2.0	0.0	0.0	2.0
k141_8008873__full-cat_2	2	False	False	14	0	1	False	0.0	13.0	1.0	0.0	0.0	0.0	0.0
k141_8025011__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_8027958__full-cat_1	1	False	False	8	0	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_8034748__full-cat_2	2	False	False	9	4	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_8039109__full-cat_1	1	False	False	13	0	0	False	0.07692307692307693	12.0	1.0	0.0	0.0	0.0	0.0
k141_9164538__full-cat_1	1	False	False	14	1	1	False	0.0	8.0	1.0	5.0	0.0	0.0	0.0
k141_9189821__full-cat_2	2	False	False	5	0	0	False	0.0	3.0	0.0	2.0	0.0	0.0	0.0
k141_9198813__full-cat_1	1	False	False	64	6	0	False	0.015625	52.0	3.0	6.0	1.0	0.0	2.0
k141_9199942__full-cat_1	1	False	False	41	1	2	False	0.0	38.0	1.0	2.0	0.0	0.0	0.0
k141_9201684__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_9206557__full-cat_2	2	False	False	26	7	0	False	0.0	22.0	2.0	1.0	1.0	0.0	0.0
k141_9211417__full-cat_1	1	False	False	11	0	0	False	0.0	8.0	0.0	2.0	1.0	0.0	0.0
k141_9216800__full-cat_2	2	False	False	15	0	0	False	0.0	15.0	0.0	0.0	0.0	0.0	0.0
k141_9229469__full-cat_2	2	False	False	12	1	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_9253783__full-cat_2	2	False	False	10	0	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_9256246__full-cat_1	1	False	False	9	0	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_9268450__full-cat_2	2	False	False	6	2	0	True	0.0	2.0	3.0	0.0	1.0	0.0	0.0
k141_9278278__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_9314690__full-cat_1	1	False	False	4	1	0	False	0.0	2.0	1.0	1.0	0.0	0.0	0.0
k141_9324351__full-cat_1	1	False	False	12	0	0	False	0.0	10.0	1.0	1.0	0.0	0.0	0.0
