	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with host benefits	Viral genes with unknown function	Viral genes with viral benefits	Viral replication genes	Viral structure genes
k141_33086494__full-cat_2	2	False	False	8	2	0	False	0.0	7	0.0	1.0	0.0	0.0	0.0
k141_33087190__full-cat_1	1	False	False	18	2	0	False	0.05555555555555555	16	1.0	0.0	1.0	0.0	0.0
k141_33090421__full-cat_1	1	False	False	15	0	0	False	0.0	13	0.0	1.0	0.0	1.0	0.0
k141_33090852__full-cat_1	1	False	False	7	0	0	False	0.0	3	1.0	1.0	0.0	1.0	1.0
k141_33091175__full-cat_2	2	False	False	9	5	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_33099954__full-cat_2	2	False	False	5	0	0	False	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_33105313__full-cat_2	2	False	False	5	3	0	False	0.2	2	1.0	0.0	0.0	2.0	0.0
k141_33110896__full-cat_2	2	False	False	9	4	0	False	0.0	8	0.0	1.0	0.0	0.0	0.0
k141_33111639__full-cat_2	2	False	False	10	0	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_33115479__full-cat_2	2	False	False	4	1	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
k141_33145829__full-cat_2	2	False	False	22	1	0	False	0.0	21	0.0	0.0	0.0	1.0	0.0
k141_33147100__full-cat_2	2	False	False	4	1	0	False	0.25	2	1.0	0.0	0.0	1.0	0.0
k141_33148814__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_33150556__full-cat_1	1	False	False	15	0	1	False	0.0	14	0.0	0.0	0.0	1.0	0.0
k141_33157758__full-cat_2	2	False	False	5	2	0	False	0.0	4	0.0	1.0	0.0	0.0	0.0
k141_33159095__full-cat_2	2	False	False	5	4	0	False	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_33166840__full-cat_2	2	False	False	9	0	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_33173048__full-cat_1	1	False	False	53	0	2	False	0.0	46	2.0	2.0	2.0	1.0	0.0
k141_33189120__full-cat_2	2	False	False	26	1	0	False	0.0	23	0.0	1.0	0.0	2.0	0.0
k141_33201801__full-cat_2	2	False	False	11	1	0	False	0.0	10	0.0	1.0	0.0	0.0	0.0
k141_33207757__full-cat_2	2	False	False	18	1	0	False	0.0	13	0.0	5.0	0.0	0.0	0.0
k141_33212098__full-cat_2	2	False	False	5	1	0	False	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_33215539__full-cat_1	1	False	False	18	0	0	False	0.0	12	0.0	6.0	0.0	0.0	0.0
k141_33218896__full-cat_2	2	False	False	13	4	0	False	0.15384615384615385	11	2.0	0.0	0.0	0.0	0.0
k141_33223096__full-cat_2	2	False	False	4	1	0	False	0.25	3	1.0	0.0	0.0	0.0	0.0
k141_33230292__full-cat_2	2	False	False	10	2	0	False	0.0	9	0.0	1.0	0.0	0.0	0.0
k141_33236393__full-cat_2	2	False	False	4	0	0	False	0.25	3	1.0	0.0	0.0	0.0	0.0
k141_33241519__full-cat_2	2	False	False	5	2	0	False	0.0	3	1.0	0.0	0.0	1.0	0.0
k141_33249827__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_33255434__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_3794122__full-cat_2	2	False	False	12	0	0	False	0.0	10	0.0	1.0	1.0	0.0	0.0
k141_3796773__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_3797581__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_3814112__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_3831942__full-cat_2	2	False	False	8	5	0	False	0.125	7	1.0	0.0	0.0	0.0	0.0
k141_3832742__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_3837823__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	1.0	0.0	0.0	0.0	0.0
k141_3841570__full-cat_2	2	False	False	8	0	0	False	0.125	6	1.0	1.0	0.0	0.0	0.0
k141_3844701__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	6	1.0	0.0	0.0	0.0	0.0
k141_3845203__full-cat_2	2	False	False	21	1	0	False	0.09523809523809523	15	2.0	3.0	0.0	1.0	0.0
k141_3846170__full-cat_2	2	False	False	16	1	0	False	0.0	15	0.0	0.0	0.0	1.0	0.0
k141_3852028__full-cat_1	1	False	False	18	0	0	False	0.0	16	0.0	1.0	0.0	1.0	0.0
k141_3875178__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_3876676__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6	1.0	0.0	0.0	0.0	0.0
k141_3887732__full-cat_1	1	False	False	10	0	0	False	0.0	9	0.0	1.0	0.0	0.0	0.0
k141_3904000__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_3916091__full-cat_2	2	False	False	21	0	0	False	0.0	19	0.0	2.0	0.0	0.0	0.0
k141_3916505__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_3916593__full-cat_1	1	False	False	14	3	0	False	0.07142857142857142	10	1.0	3.0	0.0	0.0	0.0
k141_3918659__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_3923886__full-cat_2	2	False	False	12	0	0	False	0.0	11	0.0	0.0	1.0	0.0	0.0
k141_3930578__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_3958604__full-cat_1	1	False	False	16	0	0	False	0.0	15	0.0	1.0	0.0	0.0	0.0
k141_3960974__full-cat_1	1	False	False	17	0	0	False	0.0	17	0.0	0.0	0.0	0.0	0.0
k141_3965605__full-cat_1	1	False	False	9	0	0	False	0.0	7	1.0	0.0	1.0	0.0	0.0
k141_3972205__full-cat_1	1	False	False	18	1	0	False	0.0	13	0.0	5.0	0.0	0.0	0.0
k141_3974003__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_3977479__full-cat_2	2	False	False	6	3	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
k141_3984506__full-cat_2	2	False	False	3	0	0	False	0.0	2	0.0	1.0	0.0	0.0	0.0
k141_3995139__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_3998066__full-cat_1	1	False	False	10	0	0	False	0.0	7	0.0	1.0	0.0	2.0	0.0
k141_4011413__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_4025223__full-cat_2	2	False	False	11	0	0	False	0.09090909090909091	9	1.0	0.0	0.0	1.0	0.0
k141_4035641__full-cat_1	1	False	False	9	2	0	False	0.0	8	0.0	1.0	0.0	0.0	0.0
k141_4035799__full-cat_1	1	False	False	9	0	0	False	0.0	6	0.0	2.0	0.0	1.0	0.0
k141_4045528__full-cat_2	2	False	False	5	3	0	False	0.0	4	0.0	1.0	0.0	0.0	0.0
k141_4047043__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_4051732__full-cat_2	2	False	False	7	4	0	False	0.14285714285714285	5	1.0	1.0	0.0	0.0	0.0
k141_4057291__full-cat_2	2	False	False	16	1	0	False	0.0625	13	1.0	2.0	0.0	0.0	0.0
k141_4081310__full-cat_2	2	False	False	16	4	0	False	0.0625	13	1.0	2.0	0.0	0.0	0.0
k141_4090088__full-cat_2	2	False	False	14	0	0	False	0.0	13	1.0	0.0	0.0	0.0	0.0
k141_4094117__full-cat_2	2	False	False	5	1	0	False	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_4100033__full-cat_2	2	False	False	4	3	0	True	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_5214442__full-cat_2	2	False	False	3	2	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_5215408__full-cat_2	2	False	False	9	0	1	False	0.2222222222222222	7	2.0	0.0	0.0	0.0	0.0
k141_5222806__full-cat_1	1	False	False	9	0	0	False	0.0	7	0.0	0.0	0.0	2.0	0.0
k141_5233734__full-cat_2	2	False	False	7	4	0	False	0.0	6	0.0	1.0	0.0	0.0	0.0
k141_5233848__full-cat_1	1	False	False	21	0	0	False	0.047619047619047616	19	1.0	0.0	0.0	1.0	0.0
k141_5245750__full-cat_2	2	False	False	9	3	0	False	0.0	7	0.0	2.0	0.0	0.0	0.0
k141_5247409__full-cat_2	2	False	False	4	0	0	False	0.25	3	1.0	0.0	0.0	0.0	0.0
k141_5262976__full-cat_1	1	False	False	41	0	0	False	0.0	37	1.0	3.0	0.0	0.0	0.0
k141_5268879__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_5270161__full-cat_2	2	False	False	11	3	0	True	0.0	9	0.0	1.0	0.0	1.0	0.0
k141_5275423__full-cat_1	1	False	False	22	3	0	False	0.0	19	0.0	3.0	0.0	0.0	0.0
k141_5279003__full-cat_1	1	False	False	22	3	0	False	0.0	17	0.0	3.0	0.0	2.0	0.0
k141_5291298__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_5294827__full-cat_2	2	False	False	7	3	0	False	0.0	6	0.0	0.0	0.0	1.0	0.0
k141_5298665__full-cat_1	1	False	False	4	3	1	False	0.25	2	1.0	1.0	0.0	0.0	0.0
k141_5312628__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_5313200__full-cat_1	1	False	False	77	2	0	False	0.03896103896103896	66	6.0	3.0	0.0	2.0	0.0
k141_5326829__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_5331576__full-cat_1	1	False	False	11	7	0	False	0.0	10	0.0	1.0	0.0	0.0	0.0
k141_5342986__full-cat_1	1	False	False	7	0	0	False	0.0	3	1.0	0.0	0.0	3.0	0.0
k141_5345647__full-cat_2	2	False	False	13	0	0	False	0.0	9	0.0	1.0	1.0	2.0	0.0
k141_5349102__full-cat_2	2	False	False	10	4	0	False	0.1	9	1.0	0.0	0.0	0.0	0.0
k141_5349280__full-cat_1	1	False	False	6	0	0	False	0.0	3	3.0	0.0	0.0	0.0	0.0
k141_5356490__full-cat_1	1	False	False	15	0	0	False	0.06666666666666667	10	3.0	0.0	1.0	1.0	0.0
k141_5361515__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_5364523__full-cat_2	2	False	False	13	0	0	False	0.0	11	0.0	2.0	0.0	0.0	0.0
k141_5367951__full-cat_2	2	False	False	9	4	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_5368601__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	1.0	0.0	0.0	0.0	0.0
k141_5379962__full-cat_1	1	False	False	12	0	0	False	0.0	11	1.0	0.0	0.0	0.0	0.0
k141_5382936__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_5397591__full-cat_2	2	False	False	18	0	0	False	0.05555555555555555	16	1.0	1.0	0.0	0.0	0.0
k141_5406363__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_5410756__full-cat_2	2	False	False	15	1	0	False	0.0	14	0.0	0.0	0.0	1.0	0.0
k141_5421891__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_5436096__full-cat_2	2	False	False	20	0	0	False	0.1	10	2.0	6.0	0.0	2.0	0.0
k141_5446310__full-cat_1	1	False	False	38	0	1	False	0.0	31	0.0	4.0	1.0	2.0	0.0
k141_5449819__full-cat_1	1	False	False	64	0	1	False	0.015625	52	2.0	6.0	1.0	3.0	0.0
k141_5462096__full-cat_2	2	False	False	9	0	0	True	0.0	8	0.0	1.0	0.0	0.0	0.0
k141_5464036__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_5474094__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_5495830__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_6584023__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	1.0	0.0	0.0	0.0	0.0
k141_6588375__full-cat_2	2	False	False	5	1	0	False	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_6607223__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_6619865__full-cat_2	2	False	False	7	4	0	False	0.14285714285714285	6	1.0	0.0	0.0	0.0	0.0
k141_6627740__full-cat_2	2	False	False	4	0	0	False	0.0	3	0.0	1.0	0.0	0.0	0.0
k141_6629542__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	4	1.0	1.0	0.0	0.0	0.0
k141_6654752__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_6662021__full-cat_2	2	False	False	55	14	0	False	0.05454545454545454	45	3.0	1.0	3.0	3.0	0.0
k141_6665110__full-cat_1	1	False	False	10	0	0	False	0.0	8	1.0	0.0	0.0	1.0	0.0
k141_6665752__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_6669720__full-cat_2	2	False	False	10	0	0	False	0.0	7	0.0	2.0	0.0	1.0	0.0
k141_6683379__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_6686701__full-cat_1	1	False	False	7	0	0	False	0.0	6	0.0	0.0	0.0	1.0	0.0
k141_6688002__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_6689399__full-cat_2	2	False	False	40	0	0	True	0.025	34	1.0	1.0	0.0	4.0	0.0
k141_6692627__full-cat_2	2	False	False	6	0	0	True	0.0	3	0.0	0.0	0.0	3.0	0.0
k141_6700826__full-cat_2	2	False	False	4	2	0	False	0.25	2	1.0	1.0	0.0	0.0	0.0
k141_6721863__full-cat_2	2	False	False	21	11	0	False	0.0	20	0.0	1.0	0.0	0.0	0.0
k141_6723210__full-cat_2	2	False	False	8	4	1	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_6725392__full-cat_2	2	False	False	9	0	0	False	0.0	7	0.0	1.0	0.0	1.0	0.0
k141_6725894__full-cat_1	1	False	False	43	12	0	False	0.023255813953488372	36	1.0	4.0	0.0	2.0	0.0
k141_6740524__full-cat_2	2	False	False	9	0	0	False	0.0	8	0.0	0.0	0.0	1.0	0.0
k141_6765446__full-cat_2	2	False	False	4	2	0	True	0.25	3	1.0	0.0	0.0	0.0	0.0
k141_6768755__full-cat_2	2	False	False	10	2	0	True	0.0	9	0.0	0.0	0.0	1.0	0.0
k141_6770380__full-cat_2	2	False	False	15	0	0	False	0.06666666666666667	14	1.0	0.0	0.0	0.0	0.0
k141_6783555__full-cat_1	1	False	False	8	0	0	False	0.0	6	0.0	1.0	0.0	1.0	0.0
k141_6785516__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_6788856__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_6813404__full-cat_2	2	False	False	7	1	0	False	0.0	6	0.0	0.0	0.0	1.0	0.0
k141_6814120__full-cat_2	2	False	False	11	0	0	False	0.09090909090909091	7	1.0	1.0	0.0	2.0	0.0
k141_6819264__full-cat_1	1	False	False	9	5	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_6824662__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_6827795__full-cat_2	2	False	False	9	1	0	False	0.1111111111111111	4	1.0	3.0	0.0	1.0	0.0
k141_6831003__full-cat_1	1	False	False	5	2	1	False	0.2	2	2.0	0.0	0.0	1.0	0.0
k141_6832771__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_6834000__full-cat_1	1	False	False	5	2	0	False	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_6849845__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_6855977__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_6868591__full-cat_1	1	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_6889699__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_6891390__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_6898081__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_7979497__full-cat_2	2	False	False	16	11	0	False	0.0	14	0.0	1.0	0.0	1.0	0.0
k141_7986829__full-cat_1	1	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_7995072__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_8003115__full-cat_2	2	False	False	9	1	0	True	0.0	7	0.0	1.0	0.0	1.0	0.0
k141_8003374__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_8014257__full-cat_2	2	False	False	11	5	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
k141_8023691__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_8026043__full-cat_2	2	False	False	7	3	0	False	0.2857142857142857	5	2.0	0.0	0.0	0.0	0.0
k141_8034277__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6	1.0	0.0	0.0	0.0	0.0
k141_8044011__full-cat_2	2	False	False	7	1	0	False	0.0	6	0.0	1.0	0.0	0.0	0.0
k141_8050502__full-cat_2	2	False	False	13	4	0	False	0.0	12	0.0	0.0	1.0	0.0	0.0
k141_8071691__full-cat_2	2	False	False	5	3	0	False	0.4	3	2.0	0.0	0.0	0.0	0.0
k141_8089029__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	6	1.0	0.0	0.0	0.0	0.0
k141_8090242__full-cat_2	2	False	False	2	0	0	False	0.0	1	0.0	0.0	0.0	1.0	0.0
k141_8094004__full-cat_2	2	False	False	7	2	0	False	0.0	6	0.0	0.0	0.0	1.0	0.0
k141_8097989__full-cat_1	1	False	False	50	0	0	False	0.02	45	1.0	3.0	0.0	1.0	0.0
k141_8108166__full-cat_2	2	False	False	22	2	0	False	0.0	17	0.0	4.0	0.0	1.0	0.0
k141_8121259__full-cat_1	1	False	False	11	0	0	False	0.0	10	0.0	0.0	0.0	0.0	1.0
k141_8124690__full-cat_2	2	False	False	4	3	0	False	0.0	3	0.0	1.0	0.0	0.0	0.0
k141_8126779__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_8139160__full-cat_2	2	False	False	4	2	0	False	0.0	3	0.0	1.0	0.0	0.0	0.0
k141_8139396__full-cat_1	1	False	False	14	0	0	False	0.0	11	1.0	1.0	0.0	1.0	0.0
k141_8140689__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_8143139__full-cat_2	2	False	False	11	2	0	False	0.0	8	0.0	3.0	0.0	0.0	0.0
k141_8159878__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	6	1.0	0.0	0.0	0.0	0.0
k141_8160006__full-cat_1	1	False	False	6	0	0	False	0.16666666666666666	5	1.0	0.0	0.0	0.0	0.0
k141_8161671__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_8165181__full-cat_2	2	False	False	11	2	0	False	0.0	10	0.0	1.0	0.0	0.0	0.0
k141_8170319__full-cat_2	2	False	False	5	2	0	False	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_8184256__full-cat_1	1	False	False	10	0	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_8186463__full-cat_2	2	False	False	6	4	0	False	0.0	5	0.0	0.0	0.0	1.0	0.0
k141_8191873__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_8195277__full-cat_2	2	False	False	6	2	0	False	0.3333333333333333	3	2.0	1.0	0.0	0.0	0.0
k141_8196652__full-cat_2	2	False	False	13	4	1	False	0.0	13	0.0	0.0	0.0	0.0	0.0
k141_8205364__full-cat_2	2	False	False	9	0	0	False	0.0	7	0.0	1.0	0.0	1.0	0.0
k141_8216372__full-cat_1	1	False	False	5	1	0	False	0.4	3	2.0	0.0	0.0	0.0	0.0
k141_8226452__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_8228604__full-cat_1	1	False	False	10	0	0	False	0.0	7	0.0	2.0	0.0	1.0	0.0
k141_8243943__full-cat_2	2	False	False	5	2	0	False	0.0	3	0.0	2.0	0.0	0.0	0.0
k141_8245174__full-cat_1	1	False	False	13	4	0	False	0.0	9	0.0	2.0	1.0	1.0	0.0
k141_8248168__full-cat_1	1	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_8259572__full-cat_2	2	False	False	8	1	0	False	0.125	6	1.0	1.0	0.0	0.0	0.0
k141_8271062__full-cat_2	2	False	False	9	1	0	False	0.1111111111111111	5	1.0	2.0	0.0	1.0	0.0
k141_8280586__full-cat_2	2	False	False	9	0	0	False	0.1111111111111111	7	1.0	1.0	0.0	0.0	0.0
k141_8284668__full-cat_1	1	False	False	20	0	0	False	0.0	20	0.0	0.0	0.0	0.0	0.0
k141_8285975__full-cat_1	1	False	False	18	0	0	False	0.0	15	0.0	2.0	1.0	0.0	0.0
k141_8287836__full-cat_2	2	False	False	6	4	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_8291782__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_8293000__full-cat_2	2	False	False	7	2	0	False	0.0	6	0.0	0.0	0.0	1.0	0.0
k141_9364497__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_9376134__full-cat_2	2	False	False	6	0	0	True	0.0	3	0.0	0.0	0.0	3.0	0.0
k141_9376305__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	1.0	0.0	0.0	0.0	0.0
k141_9385748__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_9386167__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_9388265__full-cat_2	2	False	False	5	1	1	False	0.0	4	0.0	0.0	0.0	1.0	0.0
k141_9416020__full-cat_1	1	False	False	18	0	0	False	0.05555555555555555	13	2.0	2.0	0.0	1.0	0.0
k141_9417145__full-cat_2	2	False	False	6	2	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
k141_9456097__full-cat_2	2	False	False	8	1	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_9467928__full-cat_2	2	False	False	6	1	0	False	0.6666666666666666	2	4.0	0.0	0.0	0.0	0.0
k141_9471307__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_9483264__full-cat_2	2	False	False	5	0	1	False	0.2	4	1.0	0.0	0.0	0.0	0.0
k141_9495626__full-cat_1	1	False	False	8	0	0	False	0.0	5	1.0	1.0	0.0	1.0	0.0
k141_9507984__full-cat_2	2	False	False	21	0	0	False	0.0	20	0.0	0.0	0.0	1.0	0.0
k141_9509417__full-cat_1	1	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_9525365__full-cat_2	2	False	False	9	5	0	False	0.0	8	0.0	1.0	0.0	0.0	0.0
k141_9536280__full-cat_1	1	False	False	16	3	2	True	0.0	16	0.0	0.0	0.0	0.0	0.0
k141_9544993__full-cat_2	2	False	False	8	3	0	False	0.375	5	3.0	0.0	0.0	0.0	0.0
k141_9555804__full-cat_2	2	False	False	14	0	0	False	0.0	14	0.0	0.0	0.0	0.0	0.0
k141_9557465__full-cat_2	2	False	False	10	0	0	False	0.1	5	4.0	0.0	0.0	0.0	1.0
k141_9558876__full-cat_2	2	False	False	12	0	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
k141_9560934__full-cat_1	1	False	False	6	0	0	False	0.0	4	0.0	1.0	0.0	1.0	0.0
k141_9580742__full-cat_2	2	False	False	8	1	0	False	0.0	7	0.0	1.0	0.0	0.0	0.0
k141_9600120__full-cat_2	2	False	False	4	0	0	False	0.25	3	1.0	0.0	0.0	0.0	0.0
k141_9602940__full-cat_2	2	False	False	5	2	0	False	0.4	3	2.0	0.0	0.0	0.0	0.0
k141_9609056__full-cat_1	1	False	False	9	0	0	False	0.0	5	0.0	2.0	0.0	1.0	1.0
k141_9615397__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_9619063__full-cat_1	1	False	False	4	0	0	False	0.0	3	0.0	1.0	0.0	0.0	0.0
k141_9622259__full-cat_2	2	False	False	9	0	0	False	0.0	8	0.0	0.0	0.0	1.0	0.0
k141_9631274__full-cat_2	2	False	False	5	0	0	False	0.0	4	0.0	1.0	0.0	0.0	0.0
k141_9634923__full-cat_2	2	False	False	7	4	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_9635687__full-cat_2	2	False	False	14	0	0	False	0.0	12	0.0	0.0	0.0	2.0	0.0
k141_9644191__full-cat_2	2	False	False	6	0	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
k141_9645659__full-cat_2	2	False	False	8	1	0	False	0.0	6	0.0	2.0	0.0	0.0	0.0
k141_9646440__full-cat_1	1	False	False	8	1	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_9652697__full-cat_1	1	False	False	57	4	0	False	0.017543859649122806	46	1.0	6.0	0.0	4.0	0.0
k141_9655816__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_9675500__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	5	1.0	0.0	0.0	0.0	0.0
