	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral genes with host benefits	Viral hypothetical genes	Viral genes with unknown function	Viral replication genes	Viral structure genes	Viral genes with viral benefits
k141_35571347__full-cat_1	1	False	False	19	1	0	False	0.0	0.0	17	1.0	1.0	0.0	0.0
k141_35581617__full-cat_1	1	False	False	7	0	0	False	0.0	0.0	5	2.0	0.0	0.0	0.0
k141_35590715__full-cat_1	1	False	False	14	0	0	False	0.0	0.0	13	0.0	0.0	0.0	1.0
k141_35591347__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	1.0	5	0.0	0.0	0.0	0.0
k141_3564722__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_35666556__full-cat_2	2	False	False	28	1	0	False	0.0	0.0	23	4.0	1.0	0.0	0.0
k141_35680473__full-cat_2	2	False	False	5	1	0	False	0.2	1.0	3	1.0	0.0	0.0	0.0
k141_35704967__full-cat_2	2	False	False	14	0	0	False	0.0	0.0	11	2.0	1.0	0.0	0.0
k141_35708379__full-cat_2	2	False	False	6	1	0	False	0.0	0.0	5	0.0	1.0	0.0	0.0
k141_35709698__full-cat_2	2	False	False	11	1	1	False	0.18181818181818182	2.0	9	0.0	0.0	0.0	0.0
k141_3571168__full-cat_2	2	False	False	5	3	0	False	0.0	0.0	4	1.0	0.0	0.0	0.0
k141_35723172__full-cat_2	2	False	False	6	0	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_35730602__full-cat_2	2	False	False	6	1	0	False	0.0	0.0	5	0.0	1.0	0.0	0.0
k141_35731085__full-cat_1	1	False	False	7	0	0	False	0.0	0.0	3	2.0	0.0	2.0	0.0
k141_35740858__full-cat_2	2	False	False	10	0	0	False	0.0	0.0	9	0.0	0.0	1.0	0.0
k141_35784545__full-cat_1	1	False	False	13	1	0	False	0.0	0.0	8	3.0	0.0	0.0	2.0
k141_35795242__full-cat_2	2	False	False	5	2	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_35906085__full-cat_2	2	False	False	5	1	0	False	0.2	1.0	3	0.0	1.0	0.0	0.0
k141_3590915__full-cat_2	2	False	False	8	2	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_35912375__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_35920562__full-cat_1	1	False	False	13	0	0	False	0.0	0.0	12	0.0	0.0	0.0	1.0
k141_35938993__full-cat_1	1	False	False	11	0	0	False	0.0	0.0	10	0.0	0.0	1.0	0.0
k141_35973611__full-cat_1	1	False	False	9	0	0	False	0.0	0.0	7	0.0	0.0	2.0	0.0
k141_35977573__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	3	0.0	1.0	0.0	1.0
k141_36022614__full-cat_2	2	False	False	6	1	1	False	0.16666666666666666	1.0	5	0.0	0.0	0.0	0.0
k141_3602640__full-cat_1	1	False	False	11	0	0	False	0.0	0.0	10	1.0	0.0	0.0	0.0
k141_36040450__full-cat_2	2	False	False	8	0	0	False	0.25	2.0	6	0.0	0.0	0.0	0.0
k141_3605237__full-cat_2	2	False	False	5	1	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_36052482__full-cat_2	2	False	False	4	1	0	False	0.0	0.0	3	0.0	1.0	0.0	0.0
k141_3605750__full-cat_2	2	False	False	14	0	0	False	0.07142857142857142	1.0	12	1.0	0.0	0.0	0.0
k141_36069747__full-cat_2	2	False	False	7	2	0	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_36076691__full-cat_2	2	False	False	5	2	0	False	0.0	0.0	4	1.0	0.0	0.0	0.0
k141_36099487__full-cat_2	2	False	False	10	3	0	False	0.0	0.0	10	0.0	0.0	0.0	0.0
k141_36107561__full-cat_2	2	False	False	41	4	0	False	0.0	0.0	37	4.0	0.0	0.0	0.0
k141_3628590__full-cat_2	2	False	False	20	1	1	False	0.05	1.0	19	0.0	0.0	0.0	0.0
k141_3665634__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	4	1.0	0.0	0.0	0.0
k141_3668332__full-cat_2	2	False	False	13	0	0	False	0.0	0.0	12	1.0	0.0	0.0	0.0
k141_3669671__full-cat_1	1	False	False	12	0	0	False	0.0	0.0	12	0.0	0.0	0.0	0.0
k141_3674494__full-cat_2	2	False	False	14	0	0	False	0.0	0.0	14	0.0	0.0	0.0	0.0
k141_3718894__full-cat_2	2	False	False	29	1	0	False	0.0	0.0	28	0.0	1.0	0.0	0.0
k141_3738020__full-cat_1	1	False	False	17	0	0	False	0.0	0.0	17	0.0	0.0	0.0	0.0
k141_3749619__full-cat_2	2	False	False	5	0	0	False	0.2	1.0	4	0.0	0.0	0.0	0.0
k141_3772944__full-cat_2	2	False	False	6	0	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_3775625__full-cat_2	2	False	False	16	0	0	False	0.0	0.0	16	0.0	0.0	0.0	0.0
k141_3781147__full-cat_1	1	False	False	16	1	0	False	0.0625	1.0	12	2.0	0.0	1.0	0.0
k141_3782815__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_3795106__full-cat_1	1	False	False	3	0	0	False	0.0	0.0	3	0.0	0.0	0.0	0.0
k141_3802633__full-cat_2	2	False	False	10	1	0	False	0.0	0.0	9	1.0	0.0	0.0	0.0
k141_3807725__full-cat_2	2	False	False	4	1	0	False	0.0	0.0	4	0.0	0.0	0.0	0.0
k141_3811546__full-cat_2	2	False	False	9	0	0	False	0.0	0.0	9	0.0	0.0	0.0	0.0
k141_3825524__full-cat_2	2	False	False	13	0	0	False	0.0	0.0	8	3.0	1.0	0.0	1.0
k141_3862694__full-cat_2	2	False	False	13	0	0	False	0.07692307692307693	1.0	11	1.0	0.0	0.0	0.0
k141_3874334__full-cat_1	1	False	False	8	0	0	False	0.0	0.0	5	1.0	1.0	0.0	1.0
k141_3878695__full-cat_2	2	False	False	4	1	0	False	0.0	0.0	4	0.0	0.0	0.0	0.0
k141_3880959__full-cat_2	2	False	False	13	0	0	False	0.0	0.0	11	2.0	0.0	0.0	0.0
k141_3881074__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_3896234__full-cat_2	2	False	False	3	0	0	False	0.0	0.0	3	0.0	0.0	0.0	0.0
k141_3967892__full-cat_2	2	False	False	10	0	0	False	0.0	0.0	5	1.0	4.0	0.0	0.0
k141_3985508__full-cat_2	2	False	False	20	2	1	False	0.0	0.0	19	1.0	0.0	0.0	0.0
k141_4014556__full-cat_2	2	False	False	39	0	0	False	0.0	0.0	35	2.0	2.0	0.0	0.0
k141_4029596__full-cat_1	1	False	False	9	0	0	False	0.0	0.0	5	3.0	0.0	1.0	0.0
k141_4041027__full-cat_2	2	False	False	6	3	1	False	0.0	0.0	4	2.0	0.0	0.0	0.0
k141_4042422__full-cat_2	2	False	False	4	2	0	False	0.0	0.0	2	1.0	1.0	0.0	0.0
k141_4068567__full-cat_1	1	False	False	6	0	0	False	0.0	0.0	3	2.0	0.0	1.0	0.0
k141_4075044__full-cat_2	2	False	False	30	0	0	False	0.0	0.0	28	1.0	1.0	0.0	0.0
k141_4079111__full-cat_2	2	False	False	9	2	0	False	0.0	0.0	9	0.0	0.0	0.0	0.0
k141_4095905__full-cat_1	1	False	False	38	0	0	False	0.02631578947368421	1.0	33	4.0	0.0	0.0	0.0
k141_4103133__full-cat_2	2	False	False	4	3	0	False	0.25	1.0	2	0.0	1.0	0.0	0.0
k141_4104084__full-cat_2	2	False	False	29	6	0	False	0.034482758620689655	1.0	24	3.0	1.0	0.0	0.0
k141_4121020__full-cat_2	2	False	False	7	1	1	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_4150161__full-cat_2	2	False	False	8	1	0	False	0.25	2.0	4	1.0	0.0	0.0	1.0
k141_4164507__full-cat_2	2	False	False	8	0	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_4216097__full-cat_2	2	False	False	11	0	0	False	0.0	0.0	11	0.0	0.0	0.0	0.0
k141_478672__full-cat_2	2	False	False	10	1	0	False	0.1	1.0	8	1.0	0.0	0.0	0.0
k141_480529__full-cat_2	2	False	False	10	0	0	False	0.0	0.0	10	0.0	0.0	0.0	0.0
k141_488180__full-cat_1	1	False	False	14	0	0	False	0.0	0.0	11	2.0	1.0	0.0	0.0
k141_491580__full-cat_2	2	False	False	10	2	0	False	0.3	3.0	7	0.0	0.0	0.0	0.0
k141_493397__full-cat_2	2	False	False	9	2	0	False	0.0	0.0	8	1.0	0.0	0.0	0.0
k141_497966__full-cat_2	2	False	False	14	0	0	False	0.0	0.0	14	0.0	0.0	0.0	0.0
k141_5060654__full-cat_2	2	False	False	11	2	0	False	0.0	0.0	11	0.0	0.0	0.0	0.0
k141_5061151__full-cat_2	2	False	False	6	1	0	False	0.3333333333333333	2.0	4	0.0	0.0	0.0	0.0
k141_5065054__full-cat_2	2	False	False	19	0	0	False	0.0	0.0	18	1.0	0.0	0.0	0.0
k141_5065193__full-cat_1	1	False	False	29	0	0	False	0.034482758620689655	1.0	24	4.0	0.0	0.0	0.0
k141_5113141__full-cat_2	2	False	False	7	2	0	False	0.0	0.0	6	1.0	0.0	0.0	0.0
k141_513282__full-cat_2	2	False	False	7	2	0	False	0.0	0.0	6	1.0	0.0	0.0	0.0
k141_5150367__full-cat_2	2	False	False	17	0	3	False	0.29411764705882354	5.0	10	1.0	1.0	0.0	0.0
k141_5150499__full-cat_2	2	False	False	16	0	0	False	0.0625	1.0	10	3.0	2.0	0.0	0.0
k141_5188490__full-cat_2	2	False	False	6	0	0	False	0.0	0.0	5	1.0	0.0	0.0	0.0
k141_5202824__full-cat_2	2	False	False	10	1	0	False	0.0	0.0	9	1.0	0.0	0.0	0.0
k141_5210944__full-cat_2	2	False	False	29	0	2	False	0.034482758620689655	1.0	26	2.0	0.0	0.0	0.0
k141_5212682__full-cat_2	2	False	False	3	0	0	False	0.0	0.0	3	0.0	0.0	0.0	0.0
k141_521336__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_5246938__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_5258764__full-cat_2	2	False	False	7	3	0	False	0.2857142857142857	2.0	4	1.0	0.0	0.0	0.0
k141_5260470__full-cat_2	2	False	False	4	1	0	False	0.0	0.0	4	0.0	0.0	0.0	0.0
k141_5265030__full-cat_1	1	False	False	32	3	2	False	0.03125	1.0	27	3.0	1.0	0.0	0.0
k141_5272556__full-cat_2	2	False	False	4	1	0	False	0.25	1.0	3	0.0	0.0	0.0	0.0
k141_5281778__full-cat_2	2	False	False	6	1	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_5290889__full-cat_2	2	False	False	9	0	0	False	0.1111111111111111	1.0	8	0.0	0.0	0.0	0.0
k141_5297711__full-cat_2	2	False	False	4	1	0	False	0.0	0.0	4	0.0	0.0	0.0	0.0
k141_5326304__full-cat_2	2	False	False	7	3	0	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_532946__full-cat_2	2	False	False	13	0	0	False	0.0	0.0	9	4.0	0.0	0.0	0.0
k141_5381646__full-cat_1	1	False	False	5	0	0	False	0.0	0.0	4	0.0	0.0	0.0	1.0
k141_5386528__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	1.0	6	0.0	0.0	0.0	0.0
k141_5394121__full-cat_2	2	False	False	4	0	0	False	0.0	0.0	3	0.0	0.0	0.0	1.0
k141_5408209__full-cat_1	1	False	False	7	0	0	False	0.0	0.0	2	4.0	1.0	0.0	0.0
k141_5409724__full-cat_2	2	False	False	7	0	1	False	0.0	0.0	6	1.0	0.0	0.0	0.0
k141_5411119__full-cat_2	2	False	False	16	1	0	False	0.0	0.0	14	2.0	0.0	0.0	0.0
k141_5443260__full-cat_2	2	False	False	15	0	0	False	0.06666666666666667	1.0	12	2.0	0.0	0.0	0.0
k141_5475069__full-cat_2	2	False	False	7	2	0	False	0.0	0.0	6	0.0	1.0	0.0	0.0
k141_5502604__full-cat_2	2	False	False	8	0	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_5544246__full-cat_2	2	False	False	19	2	0	False	0.0	0.0	14	4.0	1.0	0.0	0.0
k141_5546974__full-cat_1	1	False	False	8	0	0	False	0.0	0.0	7	1.0	0.0	0.0	0.0
k141_5551112__full-cat_2	2	False	False	8	1	0	True	0.0	0.0	4	0.0	4.0	0.0	0.0
k141_5555326__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_5565385__full-cat_2	2	False	False	17	0	0	False	0.0	0.0	16	1.0	0.0	0.0	0.0
k141_5576476__full-cat_2	2	False	False	4	3	0	False	0.0	0.0	4	0.0	0.0	0.0	0.0
k141_5597926__full-cat_2	2	False	False	17	0	0	False	0.058823529411764705	1.0	10	6.0	0.0	0.0	0.0
k141_561330__full-cat_1	1	False	False	6	0	0	False	0.0	0.0	5	1.0	0.0	0.0	0.0
k141_5641407__full-cat_2	2	False	False	5	2	0	False	0.2	1.0	4	0.0	0.0	0.0	0.0
k141_5673728__full-cat_2	2	False	False	4	0	0	False	0.0	0.0	4	0.0	0.0	0.0	0.0
k141_568767__full-cat_2	2	False	False	57	3	2	False	0.03508771929824561	2.0	49	3.0	2.0	0.0	1.0
k141_570128__full-cat_2	2	False	False	4	2	0	False	0.0	0.0	4	0.0	0.0	0.0	0.0
k141_5702247__full-cat_1	1	False	False	5	1	0	False	0.0	0.0	3	1.0	1.0	0.0	0.0
k141_5712138__full-cat_2	2	False	False	17	0	0	False	0.0	0.0	17	0.0	0.0	0.0	0.0
k141_573552__full-cat_1	1	False	False	12	3	0	False	0.0	0.0	11	1.0	0.0	0.0	0.0
k141_592253__full-cat_2	2	False	False	5	1	0	False	0.0	0.0	4	0.0	1.0	0.0	0.0
k141_619752__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_626432__full-cat_2	2	False	False	13	2	4	False	0.38461538461538464	5.0	8	0.0	0.0	0.0	0.0
k141_626623__full-cat_2	2	False	False	7	1	0	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_629955__full-cat_2	2	False	False	76	5	0	False	0.013157894736842105	1.0	74	1.0	0.0	0.0	0.0
k141_643108__full-cat_2	2	False	False	3	0	0	False	0.0	0.0	2	0.0	1.0	0.0	0.0
k141_6526217__full-cat_1	1	False	False	8	0	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_6533004__full-cat_2	2	False	False	20	1	0	False	0.0	0.0	20	0.0	0.0	0.0	0.0
k141_6534398__full-cat_2	2	False	False	11	0	0	False	0.09090909090909091	1.0	10	0.0	0.0	0.0	0.0
k141_6560366__full-cat_2	2	False	False	9	0	0	False	0.2222222222222222	2.0	4	1.0	2.0	0.0	0.0
k141_6568238__full-cat_2	2	False	False	7	0	0	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_6599772__full-cat_1	1	False	False	16	0	0	False	0.0	0.0	15	1.0	0.0	0.0	0.0
k141_6652713__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	4	1.0	0.0	0.0	0.0
k141_6657281__full-cat_2	2	False	False	11	4	0	False	0.09090909090909091	1.0	10	0.0	0.0	0.0	0.0
k141_6657962__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	4	1.0	0.0	0.0	0.0
k141_666532__full-cat_2	2	False	False	6	0	0	False	0.0	0.0	5	1.0	0.0	0.0	0.0
k141_6666897__full-cat_2	2	False	False	11	0	0	False	0.0	0.0	11	0.0	0.0	0.0	0.0
k141_6669799__full-cat_2	2	False	False	6	4	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_6709943__full-cat_2	2	False	False	7	2	0	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_6715000__full-cat_2	2	False	False	5	1	0	False	0.2	1.0	3	0.0	0.0	0.0	1.0
k141_6753006__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	5	0.0	0.0	1.0	0.0
k141_6755633__full-cat_1	1	False	False	7	2	0	False	0.14285714285714285	1.0	4	1.0	1.0	0.0	0.0
k141_6761924__full-cat_1	1	False	False	31	1	0	False	0.03225806451612903	1.0	26	0.0	1.0	1.0	2.0
k141_6781195__full-cat_2	2	False	False	11	0	0	False	0.0	0.0	9	2.0	0.0	0.0	0.0
k141_6791142__full-cat_1	1	False	False	52	1	1	False	0.0	0.0	49	3.0	0.0	0.0	0.0
k141_681264__full-cat_2	2	False	False	9	2	0	False	0.0	0.0	9	0.0	0.0	0.0	0.0
k141_6847773__full-cat_2	2	False	False	8	3	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_6860133__full-cat_1	1	False	False	7	0	0	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_6874894__full-cat_1	1	False	False	15	1	0	False	0.0	0.0	14	1.0	0.0	0.0	0.0
k141_687489__full-cat_2	2	False	False	13	1	0	False	0.07692307692307693	1.0	12	0.0	0.0	0.0	0.0
k141_6876068__full-cat_2	2	False	False	7	0	0	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_6893413__full-cat_1	1	False	False	64	0	4	False	0.03125	2.0	59	3.0	0.0	0.0	0.0
k141_6921182__full-cat_2	2	False	False	7	3	1	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_6956744__full-cat_1	1	False	False	9	0	0	False	0.0	0.0	7	0.0	0.0	1.0	1.0
k141_6964780__full-cat_2	2	False	False	7	4	0	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_6966348__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	2	1.0	0.0	0.0	2.0
k141_6973922__full-cat_2	2	False	False	3	0	0	False	0.0	0.0	3	0.0	0.0	0.0	0.0
k141_6974191__full-cat_2	2	False	False	9	0	1	False	0.2222222222222222	2.0	6	1.0	0.0	0.0	0.0
k141_7047531__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_7070373__full-cat_1	1	False	False	13	0	0	False	0.07692307692307693	1.0	11	1.0	0.0	0.0	0.0
k141_7078548__full-cat_2	2	False	False	9	0	0	False	0.1111111111111111	1.0	8	0.0	0.0	0.0	0.0
k141_7120843__full-cat_2	2	False	False	8	0	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_7127657__full-cat_2	2	False	False	24	2	0	False	0.041666666666666664	1.0	23	0.0	0.0	0.0	0.0
k141_7139967__full-cat_1	1	False	False	11	0	0	False	0.0	0.0	11	0.0	0.0	0.0	0.0
k141_7150315__full-cat_2	2	False	False	3	0	0	False	0.0	0.0	3	0.0	0.0	0.0	0.0
k141_7155993__full-cat_2	2	False	False	3	1	0	False	0.0	0.0	3	0.0	0.0	0.0	0.0
k141_7159636__full-cat_2	2	False	False	5	3	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_7171872__full-cat_2	2	False	False	17	1	0	False	0.0	0.0	16	1.0	0.0	0.0	0.0
k141_7172268__full-cat_2	2	False	False	11	0	0	False	0.0	0.0	10	1.0	0.0	0.0	0.0
k141_7184241__full-cat_2	2	False	False	3	1	0	False	0.0	0.0	2	0.0	1.0	0.0	0.0
k141_759304__full-cat_2	2	False	False	20	0	2	False	0.2	4.0	12	4.0	0.0	0.0	0.0
k141_776283__full-cat_2	2	False	False	10	2	0	False	0.0	0.0	9	1.0	0.0	0.0	0.0
k141_802704__full-cat_2	2	False	False	6	3	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_8057014__full-cat_1	1	False	False	63	5	2	False	0.031746031746031744	2.0	48	4.0	8.0	1.0	0.0
k141_8082071__full-cat_2	2	False	False	11	0	0	False	0.0	0.0	11	0.0	0.0	0.0	0.0
k141_8103319__full-cat_2	2	False	False	6	3	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_8104473__full-cat_2	2	False	False	5	2	0	False	0.2	1.0	4	0.0	0.0	0.0	0.0
k141_811125__full-cat_1	1	False	False	19	0	0	False	0.0	0.0	18	1.0	0.0	0.0	0.0
k141_8113227__full-cat_1	1	False	False	9	0	0	False	0.0	0.0	2	6.0	0.0	1.0	0.0
k141_8125539__full-cat_2	2	False	False	2	1	0	False	0.0	0.0	1	1.0	0.0	0.0	0.0
k141_8239770__full-cat_2	2	False	False	12	0	0	False	0.0	0.0	10	2.0	0.0	0.0	0.0
k141_8253766__full-cat_1	1	False	False	11	0	0	False	0.0	0.0	7	0.0	0.0	3.0	1.0
k141_8273324__full-cat_1	1	False	False	20	0	0	False	0.0	0.0	16	3.0	1.0	0.0	0.0
k141_8297236__full-cat_2	2	False	False	14	0	0	False	0.14285714285714285	2.0	10	2.0	0.0	0.0	0.0
k141_8309062__full-cat_2	2	False	False	8	1	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_8317965__full-cat_1	1	False	False	11	0	0	False	0.0	0.0	10	1.0	0.0	0.0	0.0
k141_8323862__full-cat_2	2	False	False	9	0	0	False	0.0	0.0	6	1.0	2.0	0.0	0.0
k141_8324996__full-cat_1	1	False	False	13	2	0	False	0.0	0.0	8	4.0	0.0	0.0	1.0
k141_8328216__full-cat_2	2	False	False	15	1	0	False	0.0	0.0	13	2.0	0.0	0.0	0.0
k141_8334387__full-cat_1	1	False	False	12	0	0	False	0.0	0.0	12	0.0	0.0	0.0	0.0
k141_8365156__full-cat_2	2	False	False	7	0	0	False	0.0	0.0	6	0.0	1.0	0.0	0.0
k141_8404855__full-cat_1	1	False	False	7	0	0	False	0.14285714285714285	1.0	6	0.0	0.0	0.0	0.0
k141_8419268__full-cat_2	2	False	False	19	0	0	False	0.0	0.0	19	0.0	0.0	0.0	0.0
k141_8440713__full-cat_2	2	False	False	5	3	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_844987__full-cat_2	2	False	False	6	1	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_8471982__full-cat_2	2	False	False	6	1	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_8472350__full-cat_2	2	False	False	12	0	1	False	0.4166666666666667	5.0	4	2.0	1.0	0.0	0.0
k141_8473705__full-cat_2	2	False	False	8	1	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_8477818__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_8486071__full-cat_1	1	False	False	23	0	0	False	0.0	0.0	23	0.0	0.0	0.0	0.0
k141_8498902__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_8503955__full-cat_2	2	False	False	23	0	0	False	0.043478260869565216	1.0	21	0.0	1.0	0.0	0.0
k141_8510191__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	5	0.0	0.0	1.0	0.0
k141_8512988__full-cat_2	2	False	False	6	0	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_8546765__full-cat_1	1	False	False	18	1	0	False	0.0	0.0	10	3.0	1.0	1.0	3.0
k141_8551758__full-cat_1	1	False	False	6	0	0	False	0.0	0.0	5	1.0	0.0	0.0	0.0
k141_855998__full-cat_1	1	False	False	3	1	0	False	0.3333333333333333	1.0	2	0.0	0.0	0.0	0.0
k141_859313__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	1.0	5	0.0	0.0	0.0	0.0
k141_8594721__full-cat_1	1	False	False	35	2	0	False	0.0	0.0	29	6.0	0.0	0.0	0.0
k141_8595325__full-cat_1	1	False	False	11	0	0	False	0.0	0.0	9	2.0	0.0	0.0	0.0
k141_8598261__full-cat_1	1	False	False	9	2	0	False	0.0	0.0	3	4.0	0.0	1.0	1.0
k141_8604860__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	1.0	5	0.0	0.0	0.0	0.0
k141_8607989__full-cat_2	2	False	False	6	4	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_8697362__full-cat_2	2	False	False	16	1	0	False	0.0	0.0	16	0.0	0.0	0.0	0.0
k141_874587__full-cat_2	2	False	False	13	0	0	False	0.0	0.0	11	1.0	1.0	0.0	0.0
k141_937806__full-cat_1	1	False	False	9	0	0	False	0.0	0.0	6	3.0	0.0	0.0	0.0
k141_9641615__full-cat_2	2	False	False	13	0	0	False	0.0	0.0	10	2.0	1.0	0.0	0.0
k141_9667176__full-cat_1	1	False	False	50	0	0	False	0.0	0.0	44	2.0	1.0	1.0	2.0
k141_9673753__full-cat_2	2	False	False	6	0	0	False	0.0	0.0	6	0.0	0.0	0.0	0.0
k141_9686942__full-cat_2	2	False	False	5	2	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
k141_9690789__full-cat_2	2	False	False	4	0	0	False	0.25	1.0	3	0.0	0.0	0.0	0.0
k141_9749294__full-cat_2	2	False	False	20	0	0	False	0.0	0.0	20	0.0	0.0	0.0	0.0
k141_9752543__full-cat_2	2	False	False	25	3	0	False	0.0	0.0	21	4.0	0.0	0.0	0.0
k141_9753576__full-cat_2	2	False	False	8	5	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_9763143__full-cat_2	2	False	False	2	0	0	False	0.0	0.0	2	0.0	0.0	0.0	0.0
k141_9767928__full-cat_1	1	False	False	5	1	0	False	0.0	0.0	4	0.0	0.0	0.0	1.0
k141_9783212__full-cat_2	2	False	False	21	0	0	False	0.0	0.0	21	0.0	0.0	0.0	0.0
k141_9797690__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	1.0	5	0.0	0.0	1.0	0.0
k141_980374__full-cat_1	1	False	False	22	1	0	False	0.0	0.0	19	3.0	0.0	0.0	0.0
k141_9814703__full-cat_2	2	False	False	19	0	0	False	0.0	0.0	17	2.0	0.0	0.0	0.0
k141_9864683__full-cat_2	2	False	False	10	1	0	False	0.1	1.0	9	0.0	0.0	0.0	0.0
k141_9889192__full-cat_2	2	False	False	9	0	0	False	0.1111111111111111	1.0	7	1.0	0.0	0.0	0.0
k141_9916150__full-cat_2	2	False	False	28	3	0	False	0.03571428571428571	1.0	26	1.0	0.0	0.0	0.0
k141_992491__full-cat_2	2	False	False	8	0	0	False	0.0	0.0	8	0.0	0.0	0.0	0.0
k141_9958977__full-cat_2	2	False	False	7	2	0	False	0.0	0.0	7	0.0	0.0	0.0	0.0
k141_9973028__full-cat_2	2	False	False	8	5	0	False	0.0	0.0	7	0.0	0.0	0.0	1.0
k141_9976166__full-cat_2	2	False	False	12	0	0	False	0.0	0.0	10	1.0	1.0	0.0	0.0
k141_9989400__full-cat_2	2	False	False	5	3	0	False	0.0	0.0	5	0.0	0.0	0.0	0.0
