genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
Rubio_Protillo_k141_712999.fa,3.595566873074014,NA,NA,NA,NA,NA,2584_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_713349.fa,3.11781451116184,NA,NA,NA,NA,NA,2585_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_718964.fa,3.084989216287685,NA,NA,NA,NA,NA,2586_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_751473.fa,3.1062185812723064,NA,NA,NA,NA,NA,2587_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_759189.fa,3.1993115059079145,NA,NA,NA,NA,NA,2588_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_763817.fa,3.117108069059565,NA,NA,NA,NA,NA,2589_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_764391.fa,3.578955245414603,NA,NA,NA,NA,NA,2590_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_790641.fa,3.222953027546353,NA,NA,NA,NA,NA,2591_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_795987.fa,3.554484455223232,NA,NA,NA,NA,NA,2592_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_81669.fa,3.0578757437675854,NA,NA,NA,NA,NA,2593_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_820845.fa,3.606941408562721,NA,NA,NA,NA,NA,2594_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_821304.fa,3.716349471560198,NA,NA,NA,NA,NA,2595_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_83069.fa,3.2930876795053763,NA,NA,NA,NA,NA,2596_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_850872.fa,3.0752239151783103,NA,NA,NA,NA,NA,2597_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_86830.fa,3.3147706145218647,NA,NA,NA,NA,NA,2598_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_869697.fa,3.218998077278994,NA,NA,NA,NA,NA,2599_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_870120.fa,3.0769008088902554,NA,NA,NA,NA,NA,2600_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_870837.fa,3.13292891501513,NA,NA,NA,NA,NA,2601_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_871020.fa,3.0999541480220465,NA,NA,NA,NA,NA,2602_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_872341.fa,3.1723797320691123,NA,NA,NA,NA,NA,2603_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_88078.fa,3.066699138064971,NA,NA,NA,NA,NA,2604_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_889724.fa,3.0801137527075935,NA,NA,NA,NA,NA,2605_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_908728.fa,3.6783582728872055,NA,NA,NA,NA,NA,2606_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_908979.fa,3.265637563435061,NA,NA,NA,NA,NA,2607_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_92304.fa,3.426266635870101,NA,NA,NA,NA,NA,2608_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_961272.fa,3.118408519778161,NA,NA,NA,NA,NA,2609_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_962785.fa,3.2675628996694286,NA,NA,NA,NA,NA,2610_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_974346.fa,3.0982863931061253,NA,NA,NA,NA,NA,2611_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_977052.fa,3.2033269614909066,NA,NA,NA,NA,NA,2612_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_977253.fa,3.173099955255574,NA,NA,NA,NA,NA,2613_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_986810.fa,3.1650443952584126,NA,NA,NA,NA,NA,2614_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_10051237.fa,3.0905627850813118,NA,NA,NA,NA,NA,2615_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_10411517.fa,3.069074729177898,NA,NA,NA,NA,NA,2616_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_1054098.fa,3.603761698390004,NA,NA,NA,NA,NA,2617_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_1059824.fa,3.2743776521618067,NA,NA,NA,NA,NA,2618_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_10681081.fa,3.1441215958405606,NA,NA,NA,NA,NA,2619_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_10683038.fa,3.2540113954614838,NA,NA,NA,NA,NA,2620_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_10693509.fa,3.1152435011864634,NA,NA,NA,NA,NA,2621_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_10703592.fa,3.2241470650970303,NA,NA,NA,NA,NA,2622_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_10735901.fa,3.0727581942367683,NA,NA,NA,NA,NA,2623_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_10751041.fa,3.2704480650703185,NA,NA,NA,NA,NA,2624_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_10920880.fa,3.0801542709221024,NA,NA,NA,NA,NA,2625_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_10983834.fa,3.0925361367221433,NA,NA,NA,NA,NA,2626_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_1139773.fa,3.288522812218293,NA,NA,NA,NA,NA,2627_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_12229426.fa,3.10869168281923,NA,NA,NA,NA,NA,2628_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_12237800.fa,3.092142183064956,NA,NA,NA,NA,NA,2629_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_12255759.fa,3.2975805062338366,NA,NA,NA,NA,NA,2630_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_12318431.fa,3.750089041161754,NA,NA,NA,NA,NA,2631_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_12385194.fa,3.1383487522885285,NA,NA,NA,NA,NA,2632_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_12553907.fa,3.05021709297223,NA,NA,NA,NA,NA,2633_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_12578937.fa,3.100534419540123,NA,NA,NA,NA,NA,2634_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_12602335.fa,3.055823753029028,NA,NA,NA,NA,NA,2635_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_12613935.fa,3.499154293053878,NA,NA,NA,NA,NA,2636_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_12676774.fa,3.1724124954112805,NA,NA,NA,NA,NA,2637_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_12882802.fa,3.1650777166595807,NA,NA,NA,NA,NA,2638_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_13071063.fa,3.073828392534886,NA,NA,NA,NA,NA,2639_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_13113388.fa,3.0847487431464886,NA,NA,NA,NA,NA,2640_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_13135342.fa,3.1989418149029114,NA,NA,NA,NA,NA,2641_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_13277954.fa,3.1129578340845097,NA,NA,NA,NA,NA,2642_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_13332422.fa,3.0583872301141586,NA,NA,NA,NA,NA,2643_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_13491199.fa,4.197546480147848,NA,NA,NA,NA,NA,2644_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_13590047.fa,3.176877868835267,NA,NA,NA,NA,NA,2645_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_13760000.fa,3.919554386275213,NA,NA,NA,NA,NA,2646_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_13859690.fa,3.0731701211213966,NA,NA,NA,NA,NA,2647_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_14122659.fa,3.135112113266837,NA,NA,NA,NA,NA,2648_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_14162914.fa,3.213012209774829,NA,NA,NA,NA,NA,2649_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_14295944.fa,3.225105740887016,NA,NA,NA,NA,NA,2650_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_14535348.fa,3.420272467849528,NA,NA,NA,NA,NA,2651_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_14552032.fa,3.64577170200094,NA,NA,NA,NA,NA,2652_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_14624945.fa,3.1497496808489873,NA,NA,NA,NA,NA,2653_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_14778714.fa,3.3914938773990286,NA,NA,NA,NA,NA,2654_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15030724.fa,3.1944185186020686,NA,NA,NA,NA,NA,2655_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15100635.fa,3.1073617629850387,NA,NA,NA,NA,NA,2656_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15237403.fa,3.162906490253314,NA,NA,NA,NA,NA,2657_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15290804.fa,3.720542705089717,NA,NA,NA,NA,NA,2658_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15307672.fa,3.252924027637801,NA,NA,NA,NA,NA,2659_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15358384.fa,3.1958177144918274,NA,NA,NA,NA,NA,2660_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15467247.fa,3.1642105282499933,NA,NA,NA,NA,NA,2661_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15477708.fa,3.705810494495252,NA,NA,NA,NA,NA,2662_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15479828.fa,3.4812028845565166,NA,NA,NA,NA,NA,2663_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15496032.fa,3.1993730904913846,NA,NA,NA,NA,NA,2664_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15569573.fa,3.051344230411601,NA,NA,NA,NA,NA,2665_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15622619.fa,3.0912742250542298,NA,NA,NA,NA,NA,2666_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15664706.fa,3.4358385500839983,NA,NA,NA,NA,NA,2667_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15677847.fa,3.3173125578314444,NA,NA,NA,NA,NA,2668_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15954387.fa,3.0643104809633077,NA,NA,NA,NA,NA,2669_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_15954422.fa,3.7847118420520376,NA,NA,NA,NA,NA,2670_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_16003094.fa,3.207547425577808,NA,NA,NA,NA,NA,2671_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_16175790.fa,3.591454428747589,NA,NA,NA,NA,NA,2672_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_16366536.fa,3.2401355208770313,NA,NA,NA,NA,NA,2673_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_16628047.fa,3.2006336537464284,NA,NA,NA,NA,NA,2674_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_16822522.fa,3.3359396798117866,NA,NA,NA,NA,NA,2675_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_16839365.fa,3.1858955755640186,NA,NA,NA,NA,NA,2676_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_16869607.fa,3.118185861746161,NA,NA,NA,NA,NA,2677_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_16883277.fa,3.1408573959815334,NA,NA,NA,NA,NA,2678_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_17151422.fa,3.1484014222700774,NA,NA,NA,NA,NA,2679_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_17297169.fa,3.292640797817615,NA,NA,NA,NA,NA,2680_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_17486330.fa,3.2070031968325248,NA,NA,NA,NA,NA,2681_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_17843637.fa,3.0798705640039525,NA,NA,NA,NA,NA,2682_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_17847798.fa,3.091076719715475,NA,NA,NA,NA,NA,2683_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_178856.fa,3.1088813393495607,NA,NA,NA,NA,NA,2684_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_18057941.fa,3.27188349178524,NA,NA,NA,NA,NA,2685_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_18084884.fa,3.066824493667488,NA,NA,NA,NA,NA,2686_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_1813337.fa,3.0701125695654667,NA,NA,NA,NA,NA,2687_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_18260799.fa,3.2351737123573363,NA,NA,NA,NA,NA,2688_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_18275936.fa,3.066573746269123,NA,NA,NA,NA,NA,2689_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_18345445.fa,3.161900712865614,NA,NA,NA,NA,NA,2690_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_18350254.fa,3.4291422866473207,NA,NA,NA,NA,NA,2691_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_18407129.fa,3.146284178244864,NA,NA,NA,NA,NA,2692_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_18433141.fa,3.676134978635388,NA,NA,NA,NA,NA,2693_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_18731190.fa,3.4409704141626154,NA,NA,NA,NA,NA,2694_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_18774765.fa,3.05702192557868,NA,NA,NA,NA,NA,2695_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_18792931.fa,3.130554338988772,NA,NA,NA,NA,NA,2696_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_19102275.fa,3.1592747382302946,NA,NA,NA,NA,NA,2697_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_19175629.fa,3.1786577004314145,NA,NA,NA,NA,NA,2698_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_1929884.fa,3.052986340856785,NA,NA,NA,NA,NA,2699_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_19825666.fa,3.126458387712152,NA,NA,NA,NA,NA,2700_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_19832933.fa,3.6442709751083497,NA,NA,NA,NA,NA,2701_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_19834405.fa,3.0543643711077517,NA,NA,NA,NA,NA,2702_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_1991790.fa,3.164911084081892,NA,NA,NA,NA,NA,2703_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_19931202.fa,3.8311591566242447,NA,NA,NA,NA,NA,2704_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_20016608.fa,3.5254241948182035,NA,NA,NA,NA,NA,2705_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_20023270.fa,3.0948532172677314,NA,NA,NA,NA,NA,2706_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_20099501.fa,3.5007877920728983,NA,NA,NA,NA,NA,2707_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_20176532.fa,3.580007489976044,NA,NA,NA,NA,NA,2708_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_20236784.fa,3.2841881478532016,NA,NA,NA,NA,NA,2709_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_20287027.fa,3.41332987888716,NA,NA,NA,NA,NA,2710_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_20415128.fa,3.1448203803547994,NA,NA,NA,NA,NA,2711_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_20446813.fa,3.167039167877679,NA,NA,NA,NA,NA,2712_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_20811340.fa,3.220232370181804,NA,NA,NA,NA,NA,2713_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_20918170.fa,3.2930132311496774,NA,NA,NA,NA,NA,2714_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_2093579.fa,3.1013454993365386,NA,NA,NA,NA,NA,2715_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_21205461.fa,3.3627272837781232,NA,NA,NA,NA,NA,2716_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_21311363.fa,3.0750599685995788,NA,NA,NA,NA,NA,2717_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_21367107.fa,3.110697840353612,NA,NA,NA,NA,NA,2718_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_21425084.fa,3.5186426683915113,NA,NA,NA,NA,NA,2719_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_21472209.fa,3.1491624929285944,NA,NA,NA,NA,NA,2720_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_21525031.fa,3.085589817243457,NA,NA,NA,NA,NA,2721_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_21553667.fa,3.0961438407492263,NA,NA,NA,NA,NA,2722_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_21846238.fa,3.1230581609888364,NA,NA,NA,NA,NA,2723_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_21942776.fa,3.1860543495510556,NA,NA,NA,NA,NA,2724_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_22105491.fa,3.2761099199912733,NA,NA,NA,NA,NA,2725_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_22158078.fa,3.1169591978671223,NA,NA,NA,NA,NA,2726_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_22369139.fa,3.438988785124714,NA,NA,NA,NA,NA,2727_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_22482722.fa,3.1288191830988477,NA,NA,NA,NA,NA,2728_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_22818319.fa,3.1207026597194734,NA,NA,NA,NA,NA,2729_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_22867867.fa,3.130987046910887,NA,NA,NA,NA,NA,2730_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_2294211.fa,3.076819159241227,NA,NA,NA,NA,NA,2731_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_23294734.fa,3.050781027353495,NA,NA,NA,NA,NA,2732_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_23299960.fa,3.2589516750078245,NA,NA,NA,NA,NA,2733_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_23376973.fa,3.092693618178643,NA,NA,NA,NA,NA,2734_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_23460567.fa,3.175090713082634,NA,NA,NA,NA,NA,2735_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_23488195.fa,3.065778756389041,NA,NA,NA,NA,NA,2736_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_23521395.fa,3.2919198531501976,NA,NA,NA,NA,NA,2737_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_23558841.fa,3.0568937079478995,NA,NA,NA,NA,NA,2738_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_23579361.fa,3.1011525224473813,NA,NA,NA,NA,NA,2739_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_23847023.fa,3.0639741770209157,NA,NA,NA,NA,NA,2740_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_24137454.fa,3.270081924933815,NA,NA,NA,NA,NA,2741_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_24426762.fa,3.848588500294284,NA,NA,NA,NA,NA,2742_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_24447646.fa,3.3016625499897945,NA,NA,NA,NA,NA,2743_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_24481601.fa,3.3123324138226264,NA,NA,NA,NA,NA,2744_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_24532214.fa,3.5307828025614785,NA,NA,NA,NA,NA,2745_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_24545599.fa,3.0576624465372757,NA,NA,NA,NA,NA,2746_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_24558281.fa,3.0579183906455984,NA,NA,NA,NA,NA,2747_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_24571738.fa,3.2872168890080014,NA,NA,NA,NA,NA,2748_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_24748284.fa,3.620893036218392,NA,NA,NA,NA,NA,2749_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_24963461.fa,3.175773949850885,NA,NA,NA,NA,NA,2750_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_25524004.fa,3.1740801568796995,NA,NA,NA,NA,NA,2751_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_25547660.fa,3.124304344001435,NA,NA,NA,NA,NA,2752_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_25640061.fa,3.097547433078635,NA,NA,NA,NA,NA,2753_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_25777055.fa,3.089057018033444,NA,NA,NA,NA,NA,2754_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_26477.fa,3.2377180825676044,NA,NA,NA,NA,NA,2755_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_26528189.fa,3.0634271270706965,NA,NA,NA,NA,NA,2756_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_26615450.fa,3.0567226922016837,NA,NA,NA,NA,NA,2757_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_26900903.fa,3.103884790394692,NA,NA,NA,NA,NA,2758_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_2692361.fa,3.118148740973294,NA,NA,NA,NA,NA,2759_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_27112516.fa,3.682406672162299,NA,NA,NA,NA,NA,2760_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_27433551.fa,3.3812652916762254,NA,NA,NA,NA,NA,2761_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_27473142.fa,3.162906490253314,NA,NA,NA,NA,NA,2762_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_27565158.fa,3.7190564117776574,NA,NA,NA,NA,NA,2763_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_27641455.fa,3.2080909731855582,NA,NA,NA,NA,NA,2764_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_27654318.fa,3.24267893953454,NA,NA,NA,NA,NA,2765_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_27719303.fa,3.7161434272915583,NA,NA,NA,NA,NA,2766_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_27751209.fa,3.108805486675907,NA,NA,NA,NA,NA,2767_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_27800705.fa,3.669760962552078,NA,NA,NA,NA,NA,2768_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_2785062.fa,3.2669308537410213,NA,NA,NA,NA,NA,2769_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_27879746.fa,3.2388441465468967,NA,NA,NA,NA,NA,2770_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_27889485.fa,3.667398786072972,NA,NA,NA,NA,NA,2771_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_27909954.fa,3.325955981753744,NA,NA,NA,NA,NA,2772_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_27974452.fa,3.1445759336492487,NA,NA,NA,NA,NA,2773_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_27988429.fa,3.1434216851622345,NA,NA,NA,NA,NA,2774_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_27990274.fa,3.6850009291088166,NA,NA,NA,NA,NA,2775_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_28203291.fa,3.1408573959815334,NA,NA,NA,NA,NA,2776_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_28641036.fa,3.1905394669723415,NA,NA,NA,NA,NA,2777_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_28681621.fa,3.1367512312420565,NA,NA,NA,NA,NA,2778_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_28803893.fa,3.1046513504417415,NA,NA,NA,NA,NA,2779_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_29050277.fa,3.7906310794983273,NA,NA,NA,NA,NA,2780_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_29118344.fa,3.450002345927956,NA,NA,NA,NA,NA,2781_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_2912516.fa,3.2442922815519726,NA,NA,NA,NA,NA,2782_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_29144088.fa,3.1452042331218184,NA,NA,NA,NA,NA,2783_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_29169561.fa,3.051344230411601,NA,NA,NA,NA,NA,2784_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_29217684.fa,3.6354268870614863,NA,NA,NA,NA,NA,2785_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_29284122.fa,3.3897296186846035,NA,NA,NA,NA,NA,2786_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_29620699.fa,3.1533589398665622,NA,NA,NA,NA,NA,2787_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_29733684.fa,3.0780015793468576,NA,NA,NA,NA,NA,2788_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_29735192.fa,3.259863382701547,NA,NA,NA,NA,NA,2789_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_29750518.fa,3.2211704349016204,NA,NA,NA,NA,NA,2790_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_29815957.fa,3.2842641243787893,NA,NA,NA,NA,NA,2791_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_29839740.fa,3.0978198278165934,NA,NA,NA,NA,NA,2792_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_29894743.fa,3.3146761821488244,NA,NA,NA,NA,NA,2793_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_29935803.fa,3.050824376605605,NA,NA,NA,NA,NA,2794_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_29981876.fa,3.079343187519106,NA,NA,NA,NA,NA,2795_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_30037238.fa,3.0516471913460377,NA,NA,NA,NA,NA,2796_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_30405026.fa,3.1466319755581607,NA,NA,NA,NA,NA,2797_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_30569373.fa,3.2387879126374686,NA,NA,NA,NA,NA,2798_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_3060652.fa,3.3232791316265766,NA,NA,NA,NA,NA,2799_0,NA,NA,1,NA,NA,NA,NA
