user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Bin_METABAT__298_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	ANI	classification based on placement in class-level tree	GCF_000014045.1, s__Roseobacter denitrificans, 95.0, 77.75, 0.3; GCF_015644665.1, s__Roseobacter sp015644665, 95.0, 77.73, 0.295; GCF_000154785.2, s__Roseobacter litoralis, 95.0, 77.71, 0.284; GCF_009811755.1, s__Roseobacter cerasinus, 95.0, 77.59, 0.275; GCF_012932215.1, s__Roseobacter ponti, 95.0, 77.37, 0.258; GCF_014337925.1, s__Roseobacter litoralis_A, 95.0, 77.23, 0.257	81.02	11	0.98151	N/A
Bin_METABAT__300_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_010667575.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sediminilitoris	78.97	0.419	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017854855.1, s__Sulfitobacter sp017854855, 95.0, 78.75, 0.475; GCF_000622365.1, s__Sulfitobacter noctilucae, 95.0, 78.52, 0.388; GCF_000622325.1, s__Sulfitobacter geojensis, 95.0, 78.45, 0.382; GCF_001650875.1, s__Sulfitobacter sp001650875, 95.0, 78.45, 0.355; GCF_003054325.1, s__Sulfitobacter mediterraneus, 95.0, 78.44, 0.372; GCF_003335585.1, s__Sulfitobacter sp003335585, 95.0, 78.41, 0.366; GCF_016801775.1, s__Sulfitobacter mediterraneus_A, 95.0, 78.31, 0.375; GCF_000622385.1, s__Sulfitobacter noctilucicola, 95.0, 78.26, 0.353; GCA_017854675.1, s__Sulfitobacter sp017854675, 95.0, 78.09, 0.365; GCF_009363555.1, s__Sulfitobacter sp009363555, 95.0, 78.02, 0.323; GCF_003611275.1, s__Sulfitobacter sp001634775, 95.0, 77.93, 0.286; GCF_018200035.1, s__Sulfitobacter sp018200035, 95.0, 77.85, 0.333; GCF_014763045.1, s__Sulfitobacter aestuariivivens, 95.0, 77.74, 0.314; GCF_003352065.1, s__Sulfitobacter sp003352065, 95.0, 77.72, 0.28; GCF_900102535.1, s__Sulfitobacter delicatus, 95.0, 77.69, 0.282; GCF_000172095.1, s__Sulfitobacter indolifex, 95.0, 77.64, 0.276; GCA_013002405.1, s__Sulfitobacter sp013002405, 95.0, 77.63, 0.349; GCF_900106935.1, s__Sulfitobacter pontiacus, 95.0, 77.6, 0.274; GCF_017743885.1, s__Sulfitobacter sp001635605, 95.0, 77.6, 0.339; GCF_900113435.1, s__Sulfitobacter dubius, 95.0, 77.6, 0.306; GCF_000156335.1, s__Sulfitobacter sp000156335, 95.0, 77.57, 0.225; GCA_002703405.1, s__Sulfitobacter sp002703405, 95.0, 77.57, 0.311; GCF_001886735.1, s__Sulfitobacter alexandrii, 95.0, 77.57, 0.282; GCF_013346665.1, s__Sulfitobacter maritimus, 95.0, 77.55, 0.273; GCF_013282155.1, s__Sulfitobacter sp013282155, 95.0, 77.55, 0.273; GCF_001634885.1, s__Sulfitobacter sp001634885, 95.0, 77.54, 0.247; GCF_006064855.1, s__Sulfitobacter sp006064855, 95.0, 77.43, 0.261; GCF_900112755.1, s__Sulfitobacter brevis, 95.0, 77.39, 0.248; GCF_900103185.1, s__Sulfitobacter litoralis, 95.0, 77.38, 0.249; GCA_013139555.1, s__Sulfitobacter sp013139555, 95.0, 77.22, 0.224; GCF_014196805.1, s__Sulfitobacter undariae, 95.0, 77.2, 0.177; GCF_900116285.1, s__Sulfitobacter marinus, 95.0, 77.15, 0.241; GCF_000622405.1, s__Sulfitobacter donghicola, 95.0, 77.09, 0.208; GCF_003352085.1, s__Sulfitobacter sp003352085, 95.0, 76.91, 0.186; GCA_011050655.1, s__Sulfitobacter sp011050655, 95.0, 76.88, 0.139; GCA_002731875.1, s__Sulfitobacter sp002731875, 95.0, 76.86, 0.143; GCF_003610455.1, s__Sulfitobacter guttiformis, 95.0, 76.64, 0.159	86.34	11	0.99155	N/A
Bin_METABAT__301_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000154785.2, s__Roseobacter litoralis, 95.0, 80.7, 0.658; GCF_000014045.1, s__Roseobacter denitrificans, 95.0, 80.14, 0.604; GCF_015644665.1, s__Roseobacter sp015644665, 95.0, 77.78, 0.281; GCF_012932215.1, s__Roseobacter ponti, 95.0, 77.61, 0.252; GCF_014337925.1, s__Roseobacter litoralis_A, 95.0, 77.53, 0.296; GCF_009811755.1, s__Roseobacter cerasinus, 95.0, 77.34, 0.269	61.06	11	0.9886	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_METABAT__30_1-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA6054;s__	N/A	N/A	N/A	N/A	N/A	GCA_002429045.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA6054;s__UBA6054 sp002429045	79.45	0.412	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA6054;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003696675.1, s__UBA6054 sp003696675, 95.0, 77.47, 0.269	84.41	11	0.96872	N/A
Bin_METABAT__310-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001586275.1, s__Parasphingorhabdus sp001586275, 95.0, 80.52, 0.582; GCF_002776575.1, s__Parasphingorhabdus sp002776575, 95.0, 80.31, 0.61; GCF_013371215.1, s__Parasphingorhabdus flavimaris, 95.0, 80.18, 0.545; GCF_002218195.1, s__Parasphingorhabdus sp002218195, 95.0, 80.07, 0.547; GCA_002783865.1, s__Parasphingorhabdus sp002783865, 95.0, 80.03, 0.501; GCA_905479715.1, s__Parasphingorhabdus sp905479715, 95.0, 79.97, 0.503; GCA_018067055.1, s__Parasphingorhabdus sp018067055, 95.0, 79.95, 0.498; GCF_902506555.1, s__Parasphingorhabdus sp902506555, 95.0, 79.91, 0.551; GCA_002354635.1, s__Parasphingorhabdus sp002354635, 95.0, 79.82, 0.52; GCA_013204445.1, s__Parasphingorhabdus sp013204445, 95.0, 79.76, 0.571; GCA_002733865.1, s__Parasphingorhabdus sp002733865, 95.0, 79.44, 0.494; GCA_001650955.1, s__Parasphingorhabdus sp001650955, 95.0, 78.85, 0.406; GCA_900149705.1, s__Parasphingorhabdus sp900149705, 95.0, 78.0, 0.261; GCF_012516475.1, s__Parasphingorhabdus sp012516475, 95.0, 77.82, 0.303; GCF_900258045.1, s__Parasphingorhabdus sp900258045, 95.0, 77.8, 0.28; GCF_017498565.1, s__Parasphingorhabdus sp017498565, 95.0, 77.72, 0.284; GCF_900128895.1, s__Parasphingorhabdus marina, 95.0, 77.61, 0.274; GCA_015478735.1, s__Parasphingorhabdus sp015478735, 95.0, 77.55, 0.243	86.62	11	0.9863	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_METABAT__317-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	ANI	classification based on placement in class-level tree	GCA_013002205.1, s__Granulosicoccus sp013002205, 95.0, 77.41, 0.054; GCF_002215215.1, s__Granulosicoccus antarcticus, 95.0, 76.67, 0.085; GCA_002746645.1, s__Granulosicoccus sp002746645, 95.0, 76.62, 0.021	97.66	11	0.94057	N/A
Bin_METABAT__318-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA6054;s__	N/A	N/A	N/A	N/A	N/A	GCA_002429045.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA6054;s__UBA6054 sp002429045	81.64	0.666	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA6054;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003696675.1, s__UBA6054 sp003696675, 95.0, 78.0, 0.376	73.99	11	0.97871	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_METABAT__319_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Congregibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Congregibacter;s__	ANI	classification based on placement in class-level tree	GCA_000158155.1, s__Congregibacter sp000158155, 95.0, 77.55, 0.111; GCF_000153125.2, s__Congregibacter litoralis, 95.0, 76.87, 0.099; GCA_002428935.1, s__Congregibacter sp002428935, 95.0, 76.37, 0.079	88.84	11	0.94834	N/A
Bin_METABAT__323-contigs.cleaned	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__BACL24;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__BACL24;s__	ANI	classification based on placement in class-level tree	GCA_018663485.1, s__BACL24 sp018663485, 95.0, 77.56, 0.026; GCA_017857255.1, s__BACL24 sp017857255, 95.0, 77.41, 0.038; GCA_905182435.1, s__BACL24 sp905182435, 95.0, 77.23, 0.045; GCA_002292345.1, s__BACL24 sp002292345, 95.0, 76.9, 0.028; GCA_003503355.1, s__BACL24 sp003503355, 95.0, 76.81, 0.042; GCA_017854655.1, s__BACL24 sp017854655, 95.0, 76.67, 0.041; GCF_902728235.1, s__BACL24 sp902728235, 95.0, 76.55, 0.058; GCA_905479975.1, s__BACL24 sp905479975, 95.0, 76.55, 0.043; GCA_002430605.1, s__BACL24 sp002430605, 95.0, 76.49, 0.043; GCA_018607135.1, s__BACL24 sp003485085, 95.0, 76.05, 0.045	70.47	11	0.93757	N/A
Bin_METABAT__326-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Salaquimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_002400845.2	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Salaquimonas;s__Salaquimonas sp002400845	78.21	0.301	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Salaquimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001953055.1, s__Salaquimonas pukyongi, 95.0, 76.42, 0.021; GCA_017854535.1, s__Salaquimonas sp017854535, 95.0, 75.85, 0.069	89.26	11	0.9675	N/A
Bin_METABAT__328-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__	ANI	classification based on placement in class-level tree	GCA_002402195.1, s__GCA-2402195 sp002402195, 95.0, 77.34, 0.109; GCA_905479865.1, s__GCA-2402195 sp905479865, 95.0, 77.09, 0.25; GCA_905479885.1, s__GCA-2402195 sp905479885, 95.0, 76.76, 0.25; GCA_013298405.1, s__GCA-2402195 sp013298405, 95.0, 76.54, 0.069; GCA_017302595.1, s__GCA-2402195 sp017302595, 95.0, 76.51, 0.116; GCA_003963235.1, s__GCA-2402195 sp003963235, 95.0, 76.01, 0.105	87.29	11	0.932	N/A
Bin_METABAT__32_1-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;s__	N/A	N/A	N/A	N/A	N/A	GCF_000797465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;s__Psychroserpens jangbogonensis	80.9	0.662	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000826645.1, s__Psychroserpens mesophilus, 95.0, 80.25, 0.643; GCA_018222875.1, s__Psychroserpens sp018222875, 95.0, 80.16, 0.546; GCA_002162685.1, s__Psychroserpens sp002162685, 95.0, 78.74, 0.462; GCF_014526325.1, s__Psychroserpens algicola, 95.0, 78.72, 0.451; GCF_015319355.1, s__Psychroserpens luteus, 95.0, 78.56, 0.444; GCF_000826655.1, s__Psychroserpens damuponensis, 95.0, 78.27, 0.417; GCA_905479815.1, s__Psychroserpens sp905479815, 95.0, 78.2, 0.38; GCF_900104785.1, s__Psychroserpens sp900104785, 95.0, 78.19, 0.392; GCF_000799465.1, s__Psychroserpens sp000799465, 95.0, 78.1, 0.349; GCF_000425305.1, s__Psychroserpens burtonensis, 95.0, 78.01, 0.397; GCA_018222915.1, s__Psychroserpens sp018222915, 95.0, 77.8, 0.304; GCA_017643165.1, s__Psychroserpens sp017643165, 95.0, 77.58, 0.264	76.73	11	0.97451	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_METABAT__332_1-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA1924;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA1924;s__	ANI	classification based on placement in class-level tree	GCA_017640485.1, s__UBA1924 sp017640485, 95.0, 78.65, 0.343; GCA_009827215.1, s__UBA1924 sp009827215, 95.0, 78.49, 0.361; GCA_016764895.1, s__UBA1924 sp016764895, 95.0, 77.92, 0.253; GCA_002364005.1, s__UBA1924 sp002364005, 95.0, 76.93, 0.129; GCA_015487555.1, s__UBA1924 sp015487555, 95.0, 76.72, 0.135; GCA_017642965.1, s__UBA1924 sp017642965, 95.0, 76.6, 0.092; GCA_002337545.1, s__UBA1924 sp002337545, 95.0, 76.57, 0.103; GCA_002401225.1, s__UBA1924 sp002401225, 95.0, 76.2, 0.085; GCA_016764015.1, s__UBA1924 sp016764015, 95.0, 76.19, 0.09; GCA_016763115.1, s__UBA1924 sp016763115, 95.0, 76.1, 0.069	81.45	11	0.9536	N/A
Bin_METABAT__333-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__JABAAE01;s__	N/A	N/A	N/A	N/A	N/A	GCA_905480545.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__JABAAE01;s__JABAAE01 sp905480545	79.2	0.397	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__JABAAE01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_014238905.1, s__JABAAE01 sp014238905, 95.0, 76.34, 0.036	73.49	11	0.97399	N/A
Bin_METABAT__341-contigs.cleaned	d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__GCA-2862545;g__REDI01;s__	N/A	N/A	N/A	N/A	N/A	GCA_007693595.1	95.0	d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__GCA-2862545;g__REDI01;s__REDI01 sp007693595	76.13	0.104	d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__GCA-2862545;g__REDI01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	85.31	11	0.87279	N/A
Bin_METABAT__343-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__	N/A	N/A	N/A	N/A	N/A	GCF_013403985.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella ludwigii	80.14	0.565	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003386165.1, s__Winogradskyella eximia, 95.0, 80.18, 0.577; GCF_013404085.1, s__Winogradskyella helgolandensis, 95.0, 80.07, 0.546; GCF_900099995.1, s__Winogradskyella thalassocola, 95.0, 80.06, 0.559; GCF_000427335.1, s__Winogradskyella psychrotolerans, 95.0, 80.02, 0.557; GCF_018860565.1, s__Winogradskyella psychrotolerans_B, 95.0, 80.0, 0.564; GCF_013403915.1, s__Winogradskyella pacifica, 95.0, 79.96, 0.542; GCF_018860545.1, s__Winogradskyella psychrotolerans_A, 95.0, 79.77, 0.53; GCF_013403865.1, s__Winogradskyella costae, 95.0, 79.73, 0.522; GCF_015645385.1, s__Winogradskyella sp015645385, 95.0, 79.68, 0.538; GCF_013249065.1, s__Winogradskyella litoriviva, 95.0, 79.66, 0.514; GCF_013249045.1, s__Winogradskyella eckloniae, 95.0, 79.64, 0.482; GCF_003387355.1, s__Winogradskyella sediminis, 95.0, 79.55, 0.494; GCF_013285155.1, s__Winogradskyella undariae, 95.0, 79.52, 0.482; GCA_016744625.1, s__Winogradskyella sp016744625, 95.0, 79.5, 0.474; GCF_013403955.1, s__Winogradskyella vidalii, 95.0, 79.41, 0.498; GCF_013394595.1, s__Winogradskyella forsetii, 95.0, 79.39, 0.539; GCF_013403925.1, s__Winogradskyella wichelsiae, 95.0, 79.36, 0.472; GCA_000171875.1, s__Winogradskyella sp000171875, 95.0, 79.32, 0.482; GCF_013394655.1, s__Winogradskyella schleiferi, 95.0, 79.32, 0.539; GCF_009741275.1, s__Winogradskyella endarachnes, 95.0, 79.26, 0.495; GCF_014297365.1, s__Winogradskyella echinorum, 95.0, 79.24, 0.517; GCA_002364335.1, s__Winogradskyella sp002364335, 95.0, 79.15, 0.453; GCF_000828715.1, s__Winogradskyella sp000828715, 95.0, 79.07, 0.459; GCF_003217215.1, s__Winogradskyella epiphytica, 95.0, 78.82, 0.375; GCF_003337305.1, s__Winogradskyella arenosi, 95.0, 78.74, 0.387; GCF_019203985.1, s__Winogradskyella sp019203985, 95.0, 78.19, 0.37; GCA_002722255.1, s__Winogradskyella sp002722255, 95.0, 78.18, 0.308; GCF_009709615.1, s__Winogradskyella ouciana, 95.0, 78.15, 0.387; GCA_002682935.1, s__Winogradskyella sp002682935, 95.0, 78.12, 0.331; GCF_014243395.1, s__Winogradskyella flava, 95.0, 78.0, 0.388; GCA_002706045.1, s__Winogradskyella sp002706045, 95.0, 78.0, 0.305; GCF_001971725.1, s__Winogradskyella sp001971725, 95.0, 77.99, 0.327; GCF_013403975.1, s__Winogradskyella ursingii, 95.0, 77.95, 0.29; GCF_005869935.1, s__Winogradskyella algicola, 95.0, 77.88, 0.355; GCA_905480385.1, s__Winogradskyella sp905480385, 95.0, 77.85, 0.333; GCF_002163855.1, s__Winogradskyella sp002163855, 95.0, 77.8, 0.29; GCA_013002225.1, s__Winogradskyella sp013002225, 95.0, 77.78, 0.317; GCA_004211785.1, s__Winogradskyella sp004211785, 95.0, 77.77, 0.288; GCF_003335675.1, s__Winogradskyella sp003335675, 95.0, 77.68, 0.269; GCA_013213835.1, s__Winogradskyella sp013213835, 95.0, 77.62, 0.282; GCA_013042245.1, s__Winogradskyella sp013042245, 95.0, 77.59, 0.311; GCF_014635865.1, s__Winogradskyella haliclonae, 95.0, 77.58, 0.293; GCF_900129745.1, s__Winogradskyella jejuensis, 95.0, 77.48, 0.303; GCA_013213975.1, s__Winogradskyella sp013213975, 95.0, 77.44, 0.266; GCF_003260205.1, s__Winogradskyella tangerina, 95.0, 77.35, 0.244; GCF_004346845.1, s__Winogradskyella wandonensis, 95.0, 77.24, 0.285; GCA_003712105.1, s__Winogradskyella sp003712105, 95.0, 77.16, 0.231; GCF_017581965.1, s__Winogradskyella sp017581965, 95.0, 77.1, 0.22; GCF_002266855.1, s__Winogradskyella aurantia, 95.0, 77.1, 0.216; GCA_013003655.1, s__Winogradskyella sp013003655, 95.0, 76.97, 0.235; GCF_003362725.1, s__Winogradskyella aurantiaca, 95.0, 76.44, 0.109	79.17	11	0.9882	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_METABAT__344_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__NORP181;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__NORP181;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	77.68	11	0.969	N/A
Bin_METABAT__355_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__	N/A	N/A	N/A	N/A	N/A	GCF_014199395.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia ponticola	78.03	0.263	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000169435.1, s__Yoonia sp000169435, 95.0, 77.59, 0.19; GCF_900143545.1, s__Yoonia sp900143545, 95.0, 77.59, 0.208; GCA_017854415.1, s__Yoonia sp017854415, 95.0, 77.56, 0.148; GCF_003201935.1, s__Yoonia sp003201935, 95.0, 77.5, 0.197; GCF_003318235.1, s__Yoonia sp003318235, 95.0, 77.44, 0.14; GCF_000967725.1, s__Yoonia sp000967725, 95.0, 77.42, 0.125; GCF_001419985.1, s__Yoonia sp001419985, 95.0, 77.4, 0.213; GCA_905182645.1, s__Yoonia sp905182645, 95.0, 77.38, 0.148; GCF_002797915.1, s__Yoonia maricola, 95.0, 77.35, 0.193; GCF_900156505.1, s__Yoonia rosea, 95.0, 77.35, 0.183; GCF_002933395.1, s__Yoonia maritima_A, 95.0, 77.3, 0.141; GCF_900115105.1, s__Yoonia tamlensis, 95.0, 77.29, 0.177; GCA_002378665.1, s__Yoonia sp002378665, 95.0, 77.25, 0.159; GCF_003003285.1, s__Yoonia maritima, 95.0, 77.14, 0.154; GCF_003058085.1, s__Yoonia sediminilitoris, 95.0, 77.08, 0.184; GCA_017854565.1, s__Yoonia sp017854565, 95.0, 76.93, 0.16; GCA_017390475.1, s__Yoonia sp017390475, 95.0, 76.92, 0.138; GCF_900114675.1, s__Yoonia litorea, 95.0, 76.91, 0.153; GCF_000152785.1, s__Yoonia vestfoldensis_A, 95.0, 76.8, 0.15; GCA_003551805.1, s__Yoonia sp003551805, 95.0, 76.75, 0.141; GCF_002158905.1, s__Yoonia vestfoldensis_B, 95.0, 76.71, 0.152; GCA_014859355.1, s__Yoonia sp014859355, 95.0, 76.65, 0.156; GCF_000382265.1, s__Yoonia vestfoldensis, 95.0, 76.59, 0.168; GCA_018402175.1, s__Yoonia sp018402175, 95.0, 76.48, 0.138	68.33	11	0.9826	N/A
Bin_METABAT__365-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Crateriforma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Crateriforma;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	58.76	11	0.93062	N/A
